bigram_lower,SUM,never,nothing,none,nor,no,neither,nobody,hardly,rarely,barely,seldom,scarcely,nones,nothings,nobodies,nobody's,nobodys,non-exalts,nothingis,nys
absolutely_clean,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
visually_distinguishable,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very_erotic,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_earnest,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_cosy,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_nutty,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merely_intellectual,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_steep,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_defensive,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_polite,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_defective,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
as_poisonous,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_ethical,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_smooth,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_vocal,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harshly_critical,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
quite_appropriate,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_significant,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_decent,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_restrictive,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_picky,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
less_eventful,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
particularly_widespread,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_pernicious,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deceptive,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vaguely_familiar,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utterly_useless,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_preposterous,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_orthodox,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_quirky,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_damning,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_tragic,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_danceable,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_proper,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_dense,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
as_pronounced,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
super_thrilled,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_prompt,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_debilitating,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_unhappy,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_unhealthy,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_unreasonable,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_pricey,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_deceitful,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_intrusive,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_peculiar,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_passive,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaguely_related,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_paramount,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_clumsy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_crass,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_open-minded,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perfectly_beautiful,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_one-dimensional,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
verbally_abusive,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_violent,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_counterintuitive,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_off-putting,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_obtuse,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_cooperative,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
highly_likely,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_convoluted,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_instructive,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_keen,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_objective,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_involved,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quintessentially_english,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_clueless,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_oppressive,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
high_minded,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all_quiet,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
less_intimate,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_refreshing,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_elated,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patently_offensive,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_cumbersome,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patently_wrong,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaguely_similar,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
about_many,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peculiarly_american,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merely_nostalgic,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_exotic,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_cloudy,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
super_original,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_crisp,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_orderly,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_derelict,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_toxic,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_shocked,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
inherently_abnormal,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_selfless,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glaringly_bad,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utterly_devoid,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_self-conscious,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_spontaneous,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_elusive,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_secular,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_sound,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utterly_evil,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangentially_related,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more_distrustful,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_distressed,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_scientific,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more_distraught,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_stealthy,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_steep,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_emotional,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technically_advanced,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_senior,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_rampant,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_catastrophic,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_skillful,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
technically_good,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
more_ecstatic,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_cowardly,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_smooth,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_eco-friendly,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_eccentric,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_shy,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_showy,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genuinely_terrifying,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_laughable,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
more_dysfunctional,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_credible,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
still_sure,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
technically_challenging,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_dumb,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_spanish,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_scarce,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
particularly_stimulating,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
all_keen,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_disquieting,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supremely_confident,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
as_repugnant,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_tasty,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_empowering,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_engrossing,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_devoid,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_religious,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_reliant,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all_necessary,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_regal,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_childish,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_refined,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
so_chilling,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
particularly_tight,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yet_solid,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
half_awake,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
as_raucous,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
as_resourceful,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_respectable,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_suspicious,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particularly_striking,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quite_conscious,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_savage,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grammatically_incorrect,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_sanguine,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
particularly_strategic,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_chaotic,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gratuitously_violent,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_rugged,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greatly_interested,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_eminent,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greatly_concerned,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greatly_different,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_emphatic,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
as_right,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quite_compelling,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
still_willing,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
particularly_robust,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_preposterous,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_american,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_big,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_mighty,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_truer,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_practical,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
longer_personal,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_sporty,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_pleased,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
too_less,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_united,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_real,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_popular,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_stellar,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_unprecedented,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_unhappy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_automatic,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
initially_willing,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
too_exact,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
socially_appropriate,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_old,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
as_austere,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
not_obvious,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
actually_blind,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even_plausible,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_upsetting,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_asleep,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_progressive,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_arbitrary,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
really_uplifting,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_unproductive,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_welcome,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_appealing,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
longer_perfect,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
any_weaker,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
as_attentive,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_acceptable,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_unpredictable,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_uniform,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_profitable,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
more_understated,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_reliable,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
any_sweeter,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ever_red,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_regular,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
not_shy,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotionally_satisfying,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_minor,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_unflattering,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
emotionally_resonant,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_lenient,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_unfashionable,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_transparent,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
very_savvy,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
so_unlucky,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_austere,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
less_wrong,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_productive,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_unnatural,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completely_obvious,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
so_insignificant,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_scary,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_quick,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_unhinged,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_stuck,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simply_evil,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_proud,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
as_avoidable,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_responsible,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
even_original,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_lean,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_lax,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_random,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
so_hollow,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
really_trustworthy,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as_awe,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_sugary,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_profound,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_worthwhile,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
most_secure,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_distinct,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not_hungry,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
really_white,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_user-friendly,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_mistaken,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
necessarily_appropriate,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longer_mandatory,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necessarily_applicable,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_positive,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_insightful,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so_unseemly,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especially_powerful,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_much,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
most_relevant,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
remotely_intimidating,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
too_skillful,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_devoid,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_thrilled,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_empty,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
so_horrifying,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_hard,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remotely_inappropriate,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entirely_friendly,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_happy,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more_venomous,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actually_certain,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as_appropriate,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ever_lower,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
too_long-lasting,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less_wondrous,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
entirely_foolproof,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_sexual,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_lofty,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_childish,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
too_shameful,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remotely_inspiring,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
