l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
blatantly,anti-semitic,140,5.7926281e-01,8676,7047,4525,2349,14782,12311,1.2642377e+03,2.7285411e+02,2.4037256e+00,1.7030594e-02,3.5271238e-02,1.1166013e-02,12488,3953,85220496
metabolically,groggy,4,1.5904144e-02,88126,70570,4526,17970,90615,45210,3.6279052e+01,7.8650209e+00,2.4035474e+00,3.4129693e-03,3.8419907e-03,3.0483221e-03,1307,1037,85220496
unspeakably,vile,39,1.5769589e-01,21024,17025,4527,4935,60307,8077,3.5305653e+02,7.6399040e+01,2.4034487e+00,9.6618357e-03,6.7839529e-03,1.6550223e-02,2347,5726,85220496
purposefully,lo-fi,5,1.9933937e-02,77202,61954,4528,19699,57722,61165,4.5333675e+01,9.8254122e+00,2.4034023e+00,3.1725888e-03,7.2175455e-03,2.0228310e-03,2462,690,85220496
insufferably,cutesy,3,1.1921815e-02,104559,83651,4529,21278,105375,46510,2.7209564e+01,5.8994532e+00,2.4033578e+00,2.9761905e-03,2.9911043e-03,2.9381650e-03,1017,999,85220496
aggressively,anti-christian,10,4.0224690e-02,50692,40824,4530,18713,30657,65277,9.0573737e+01,1.9612128e+01,2.4032046e+00,3.3025099e-03,1.5759255e-02,1.8363586e-03,5424,632,85220496
confidently,defiant,7,2.8020759e-02,63058,50619,4531,19482,134003,12588,6.3435486e+01,1.3743266e+01,2.4031939e+00,3.1992687e-03,1.8657439e-03,1.0910847e-02,639,3737,85220496
woefully,incomplete,339,1.4289396e+00,4398,3571,4532,1109,13133,5501,3.0545179e+03,6.5796216e+02,2.4031770e+00,2.9671772e-02,3.9877699e-02,2.3472473e-02,14384,8466,85220496
divinely,devilish,3,1.1931379e-02,104564,83662,4533,22476,88233,57760,2.7205578e+01,5.8984084e+00,2.4031269e+00,2.8449502e-03,4.0054890e-03,2.1923084e-03,1363,746,85220496
outside,uninhabitable,3,1.1931214e-02,104566,83661,4534,21399,111324,42957,2.7204920e+01,5.8984264e+00,2.4030250e+00,2.9629630e-03,2.7066191e-03,3.2444094e-03,921,1104,85220496
vocally,anti-christian,3,1.1939851e-02,104574,83673,4535,24257,78927,64852,2.7202495e+01,5.8974836e+00,2.4029874e+00,2.6761820e-03,4.7279783e-03,1.8559730e-03,1610,632,85220496
procedurally,flawed,56,2.4222380e-01,16632,13530,4536,17249,136358,1362,5.0304876e+02,1.0806190e+02,2.4028572e+00,3.5273369e-03,1.7942011e-03,8.3973209e-02,664,31088,85220496
lavishly,theatrical,10,4.0176814e-02,50690,40814,4537,16073,124956,10155,9.0576869e+01,1.9617300e+01,2.4028189e+00,3.7411149e-03,2.1643549e-03,1.3386976e-02,744,4602,85220496
imperfectly,acquainted,3,1.1957300e-02,104588,83692,4538,27401,146855,24911,2.7195904e+01,5.8955810e+00,2.4026644e+00,2.4115756e-03,1.5160385e-03,5.7796148e-03,517,1971,85220496
fatally,tainted,5,2.0029900e-02,77238,62001,4539,27270,42298,78440,4.5299916e+01,9.8149837e+00,2.4025484e+00,2.4218939e-03,1.0686690e-02,1.3595916e-03,3663,466,85220496
implicitly,racist,62,2.6305556e-01,15522,12614,4540,11020,112902,1842,5.5811440e+02,1.2015908e+02,2.4024601e+00,5.0857190e-03,2.6362399e-03,6.4511638e-02,957,23425,85220496
manually,editable,3,1.1965373e-02,104600,83702,4541,26450,143565,26356,2.7191222e+01,5.8947016e+00,2.4022769e+00,2.4834437e-03,1.5970605e-03,5.4826674e-03,545,1871,85220496
savagely,witty,19,7.6910055e-02,33881,27395,4542,11065,106794,7076,1.7192875e+02,3.7211044e+01,2.4022465e+00,5.0707232e-03,2.9191007e-03,1.8717423e-02,1011,6483,85220496
viciously,satirical,11,4.4069739e-02,47741,38538,4543,9695,75995,22148,9.9650521e+01,2.1592535e+01,2.4022153e+00,5.6323605e-03,4.9914408e-03,6.4033607e-03,1711,2195,85220496
exuberantly,profane,4,1.5974502e-02,88170,70618,4544,20802,127922,25495,3.6247178e+01,7.8573527e+00,2.4019909e+00,3.0349014e-03,2.0632397e-03,5.6511467e-03,705,1931,85220496
imminently,drinkable,13,5.2330651e-02,43086,34763,4545,11557,104783,10994,1.1769874e+02,2.5491606e+01,2.4019377e+00,4.8826291e-03,3.0224837e-03,1.2437875e-02,1041,4284,85220496
perfectly,coiffed,161,9.9865419e-01,8161,6835,4546,41411,583,101418,1.3829673e+03,2.8547172e+02,2.4018410e+00,1.6797605e-03,3.5955546e-01,8.3849444e-04,191249,445,85220496
intriguingly,off-kilter,5,1.9990543e-02,77240,61981,4547,15658,96291,34286,4.5297526e+01,9.8192546e+00,2.4014794e+00,3.8153377e-03,3.4874600e-03,4.1744167e-03,1193,1428,85220496
hopelessly,miscast,32,1.3117281e-01,24100,19537,4548,9528,17937,43940,2.8909522e+02,6.2496373e+01,2.4013564e+00,5.7158167e-03,2.8762853e-02,3.1591437e-03,10089,1108,85220496
memorably,zany,5,2.0017098e-02,77252,61995,4549,16331,75952,46864,4.5285524e+01,9.8163721e+00,2.4010096e+00,3.6927622e-03,4.9950262e-03,2.9106271e-03,1711,997,85220496
faintly,smoky,29,1.1745238e-01,25716,20803,4550,5611,37124,21322,2.6231425e+02,5.6789009e+01,2.4009157e+00,8.7204932e-03,1.2552511e-02,6.6400051e-03,4350,2301,85220496
sexually,repressed,65,3.0165627e-01,15122,12394,4551,29319,3079,86565,5.7886968e+02,1.2344192e+02,2.4008739e+00,2.2726478e-03,1.4282271e-01,1.1408387e-03,56749,453,85220496
richly,wove,42,1.7260681e-01,20055,16250,4552,7106,17986,34484,3.7926024e+02,8.1979669e+01,2.4006312e+00,7.2783988e-03,2.8669026e-02,4.1492107e-03,10082,1459,85220496
sensually,erotic,10,4.0639578e-02,50749,40870,4553,24432,150899,6538,9.0409945e+01,1.9567563e+01,2.4005310e+00,2.6602820e-03,1.4178194e-03,2.0201659e-02,493,7025,85220496
shamelessly,pop,4,1.6022014e-02,88197,70643,4554,18306,86603,48036,3.6220420e+01,7.8521936e+00,2.4003630e+00,3.3627575e-03,4.1199826e-03,2.8215609e-03,1412,967,85220496
awesomely,geeky,34,1.3800483e-01,23110,18698,4555,4870,39031,16939,3.0742190e+02,6.6547865e+01,2.4003423e+00,9.7602986e-03,1.1790786e-02,8.2695049e-03,4095,2872,85220496
badly,tortured,23,9.3499292e-02,29905,24229,4556,8708,27755,38307,2.0792588e+02,4.5002376e+01,2.4003343e+00,6.1480887e-03,1.7812478e-02,3.6972508e-03,6196,1286,85220496
violently,nauseated,7,2.8236095e-02,63122,50669,4557,20966,39178,67886,6.3333532e+01,1.3719992e+01,2.4001692e+00,3.0139935e-03,1.1737058e-02,1.7210801e-03,4051,594,85220496
allegedly,unlawful,138,5.8032899e-01,8784,7143,4558,3013,11595,16751,1.2427982e+03,2.6798363e+02,2.4001572e+00,1.4193880e-02,4.5671161e-02,8.3625079e-03,16436,3009,85220496
agriculturally,rich,181,9.2856711e-01,7353,6073,4559,16432,134640,411,1.5923082e+03,3.3585831e+02,2.4000037e+00,3.6749404e-03,1.8453155e-03,2.2231252e-01,810,97695,85220496
bitingly,incisive,6,2.4102183e-02,69210,55456,4560,15082,106992,23964,5.4307940e+01,1.1770802e+01,2.3999634e+00,3.9292731e-03,2.9094654e-03,5.9759679e-03,1000,2054,85220496
self-consciously,pop,3,1.2016511e-02,104653,83745,4561,21413,103476,48037,2.7162230e+01,5.8891452e+00,2.3999141e+00,2.9615005e-03,3.0899870e-03,2.8215492e-03,1059,967,85220496
slightly,off-center,316,2.6735536e+00,4959,4280,4562,42313,182,102397,2.5962844e+03,5.1770397e+02,2.3999122e+00,1.6478846e-03,5.2660275e-01,8.2193392e-04,382927,595,85220496
ultimately,unknowable,132,5.8614740e-01,9111,7439,4563,7863,4919,40665,1.1813325e+03,2.5321198e+02,2.3998915e+00,6.7078283e-03,1.0008825e-01,3.4558023e-03,38044,1313,85220496
fully,programmable,567,3.7936789e+00,3073,2589,4564,11562,417,53427,4.8188862e+03,9.8670928e+02,2.3998905e+00,4.8810303e-03,4.0229684e-01,2.4455095e-03,230928,1400,85220496
shamelessly,sappy,5,2.0064798e-02,77284,62020,4565,15672,86715,39951,4.5260484e+01,9.8112037e+00,2.3998593e+00,3.8124285e-03,4.1123088e-03,3.5269247e-03,1412,1211,85220496
colorfully,oriented,3,1.2025464e-02,104663,83754,4566,23569,130625,32532,2.7159218e+01,5.8881748e+00,2.3998002e+00,2.7372263e-03,1.9709945e-03,4.4201157e-03,676,1516,85220496
lot,cleaner,4,1.6069867e-02,88225,70681,4567,23574,60198,68294,3.6202913e+01,7.8470130e+00,2.3997514e+00,2.7369141e-03,6.7985623e-03,1.7047665e-03,2337,586,85220496
visibly,irritated,215,9.0908172e-01,6290,5082,4568,1884,11651,10455,1.9348624e+03,4.1700133e+02,2.3997310e+00,2.0325203e-02,4.5447411e-02,1.3021115e-02,16445,4711,85220496
strongly,nationalist,88,3.7121441e-01,12198,9903,4569,5527,10500,30002,7.9208338e+02,1.7076958e+02,2.3994272e+00,8.8264794e-03,5.0420353e-02,4.8152679e-03,18202,1738,85220496
weakly,astringent,3,1.2030909e-02,104679,83759,4570,21618,113929,41735,2.7155193e+01,5.8875850e+00,2.3994113e+00,2.9382958e-03,2.5937582e-03,3.3573037e-03,890,1152,85220496
neatly,laid,6,2.4168787e-02,69233,55480,4571,17380,122276,18320,5.4281248e+01,1.1763612e+01,2.3992236e+00,3.5056968e-03,2.2602181e-03,7.6712270e-03,779,2644,85220496
alternately,impassive,5,2.0194872e-02,77321,62076,4572,28426,41015,80469,4.5219946e+01,9.7971721e+00,2.3991374e+00,2.3353573e-03,1.1090938e-02,1.2992510e-03,3833,449,85220496
insufficiently,deferential,24,9.7470144e-02,29104,23596,4573,6579,37921,25644,2.1692383e+02,4.6969084e+01,2.3991342e+00,7.7356970e-03,1.2232896e-02,5.6230822e-03,4251,1954,85220496
habitually,drunken,4,1.6067790e-02,88236,70677,4574,18112,90503,45631,3.6197364e+01,7.8472375e+00,2.3990886e+00,3.3927057e-03,3.8492566e-03,3.0113334e-03,1323,1035,85220496
metabolically,inactive,20,8.1330447e-02,32802,26475,4575,8887,91950,8841,1.8074140e+02,3.9129647e+01,2.3990813e+00,6.0514372e-03,3.7563472e-03,1.5240226e-02,1307,5303,85220496
categorically,inadmissible,5,2.0120160e-02,77302,62046,4576,18013,64808,55177,4.5237473e+01,9.8052205e+00,2.3990502e+00,3.4071550e-03,6.1862446e-03,2.3380302e-03,2130,805,85220496
determinedly,even-handed,3,1.2040906e-02,104694,83772,4577,21500,101272,49513,2.7150135e+01,5.8865028e+00,2.3990369e+00,2.9513035e-03,3.2059998e-03,2.7138944e-03,1101,932,85220496
defiantly,old-school,10,4.0342971e-02,50735,40834,4578,10249,71075,27400,9.0446358e+01,1.9599376e+01,2.3989112e+00,5.3922890e-03,5.4694508e-03,5.2753589e-03,1888,1821,85220496
routinely,exemplary,12,4.8466040e-02,45382,36547,4579,9173,66631,24796,1.0852096e+02,2.3513391e+01,2.3988674e+00,5.9040590e-03,5.9610051e-03,5.8018558e-03,2060,2005,85220496
legally,obligated,161,7.1587529e-01,7924,6451,4580,6030,5027,33427,1.4402426e+03,3.0874874e+02,2.3987446e+00,8.2581042e-03,9.8155050e-02,4.2922568e-03,37359,1633,85220496
jarringly,dissonant,3,1.2051925e-02,104700,83780,4581,22042,118902,38816,2.7144993e+01,5.8853111e+00,2.3986869e+00,2.8957529e-03,2.3884828e-03,3.6394359e-03,821,1251,85220496
distractingly,gaudy,3,1.2056466e-02,104702,83785,4582,22988,127149,34389,2.7143407e+01,5.8848203e+00,2.3986201e+00,2.7919963e-03,2.0880459e-03,4.1615163e-03,718,1431,85220496
fiscally,profligate,32,1.3383485e-01,24151,19601,4583,14912,12226,60178,2.8824503e+02,6.2217161e+01,2.3985745e+00,3.9670241e-03,4.3004645e-02,2.0706810e-03,15392,741,85220496
continually,unfolding,53,2.1705915e-01,17167,13875,4584,3644,33902,12752,4.7852146e+02,1.0353037e+02,2.3985185e+00,1.2217612e-02,1.3993976e-02,1.0763862e-02,4904,3772,85220496
ordinarily,taciturn,4,1.6107592e-02,88259,70703,4585,21817,65927,63604,3.6182044e+01,7.8429395e+00,2.3984943e+00,2.9175784e-03,6.0454070e-03,1.9126211e-03,2083,659,85220496
negatively,polarized,4,1.6099355e-02,88256,70698,4586,19310,118415,30060,3.6183137e+01,7.8438282e+00,2.3983904e+00,3.2206119e-03,2.4072375e-03,4.8057170e-03,829,1655,85220496
rigorously,analytical,17,6.9042123e-02,36398,29370,4587,8807,87393,11458,1.5362338e+02,3.3269685e+01,2.3983423e+00,6.0942821e-03,4.0633035e-03,1.1990962e-02,1412,4167,85220496
wilfully,self-destructive,3,1.2061476e-02,104710,83791,4588,21956,117930,39412,2.7140192e+01,5.8842789e+00,2.3983331e+00,2.9041626e-03,2.4272800e-03,3.5784046e-03,835,1231,85220496
refreshingly,candid,336,1.4286323e+00,4429,3593,4589,1074,15576,4649,3.0208424e+03,6.5087377e+02,2.3982997e+00,3.0309864e-02,3.3400949e-02,2.7533867e-02,12153,10018,85220496
around,underfoot,13,5.3460050e-02,43167,34857,4590,24792,19199,77909,1.1731223e+02,2.5371054e+01,2.3982883e+00,2.6270587e-03,2.6749201e-02,1.3755413e-03,9413,484,85220496
religiously,themed,63,2.5939746e-01,15309,12428,4591,3662,24196,16367,5.6843074e+02,1.2291806e+02,2.3982412e+00,1.2177443e-02,2.0810223e-02,8.5578288e-03,7332,3015,85220496
militarily,weaker,24,9.7555194e-02,29116,23600,4592,5967,51328,17059,2.1685130e+02,4.6959993e+01,2.3981921e+00,8.3232183e-03,8.3753487e-03,8.2057198e-03,2913,2854,85220496
almost,imperceptible,1561,1.4255194e+01,1344,1137,4593,7331,149,39706,1.2672535e+04,2.5056162e+03,2.3981827e+00,7.0815008e-03,5.5780568e-01,3.5488668e-03,438094,2773,85220496
wondrously,off-kilter,4,1.6103028e-02,88261,70700,4594,18412,109524,34511,3.6180209e+01,7.8434319e+00,2.3981700e+00,3.3486815e-03,2.7898906e-03,4.1456211e-03,961,1428,85220496
favorably,priced,3,1.2093499e-02,104742,83818,4595,31255,157642,20703,2.7130610e+01,5.8808244e+00,2.3980940e+00,2.1497671e-03,1.2698636e-03,6.8217394e-03,438,2353,85220496
creepily,hairless,3,1.2067238e-02,104723,83795,4596,21464,108775,44917,2.7137016e+01,5.8836567e+00,2.3980787e+00,2.9556650e-03,2.8241681e-03,3.0740400e-03,972,1058,85220496
predominantly,hispanic,471,2.1816857e+00,3464,2819,4597,2303,3604,15045,4.1925637e+03,8.9486902e+02,2.3978256e+00,1.7297416e-02,1.2809794e-01,9.2343932e-03,50799,3660,85220496
loosely,wound,3,1.2100716e-02,104753,83825,4598,30792,61035,80597,2.7126708e+01,5.8800471e+00,2.3977858e+00,2.1786492e-03,6.6843735e-03,1.2951800e-03,2307,447,85220496
intellectually,vacuous,49,2.0646733e-01,18165,14725,4599,10227,11112,47633,4.4091065e+02,9.5111463e+01,2.3977080e+00,5.4012346e-03,4.7465099e-02,2.8513283e-03,17116,1028,85220496
predominantly,inattentive,83,3.8209305e-01,12754,10451,4600,19254,3575,70308,7.3927835e+02,1.5791700e+02,2.3975812e+00,3.2270607e-03,1.2889006e-01,1.6273388e-03,50799,641,85220496
grievously,erroneous,5,2.0258624e-02,77353,62099,4601,27207,153316,13038,4.5186055e+01,9.7903279e+00,2.3975497e+00,2.4254184e-03,1.3643711e-03,1.0528053e-02,473,3650,85220496
legally,married,135,6.0145799e-01,8974,7322,4602,7477,5042,39203,1.2070029e+03,2.5877259e+02,2.3974884e+00,6.9711601e-03,9.7959698e-02,3.5990654e-03,37359,1372,85220496
tangibly,manifest,3,1.2106841e-02,104767,83831,4603,29314,152524,22696,2.7122680e+01,5.8793878e+00,2.3974198e+00,2.2727273e-03,1.3814004e-03,6.2639620e-03,477,2163,85220496
pitifully,inadequate,85,3.6011431e-01,12492,10138,4604,5719,79528,2433,7.6429131e+02,1.6478815e+02,2.3972533e+00,8.5897630e-03,4.6785223e-03,4.9906586e-02,1696,18095,85220496
earnestly,deferential,3,1.2106383e-02,104769,83830,4605,27321,146294,25458,2.7121533e+01,5.8794370e+00,2.3972361e+00,2.4174053e-03,1.5291515e-03,5.6589245e-03,528,1954,85220496
seemingly,boundless,449,2.6873967e+00,3693,3069,4606,10498,727,50400,3.8710881e+03,8.0309042e+02,2.3972309e+00,5.2898832e-03,3.2817627e-01,2.6555914e-03,168398,1360,85220496
magnetically,conductive,4,1.6184463e-02,88317,70747,4607,27095,150500,17404,3.6150254e+01,7.8346688e+00,2.3970985e+00,2.4345709e-03,1.4269148e-03,8.0644507e-03,494,2792,85220496
justly,deserved,4,1.6161687e-02,88311,70736,4608,20583,71417,59151,3.6153717e+01,7.8371152e+00,2.3968620e+00,3.0627871e-03,5.4350240e-03,2.1202374e-03,1879,733,85220496
relentlessly,upbeat,357,1.5362513e+00,4218,3435,4609,1190,25333,2505,3.2039496e+03,6.8969240e+02,2.3966260e+00,2.8260439e-02,1.9767530e-02,4.8838317e-02,7279,17986,85220496
literally,speechless,130,5.5046456e-01,9189,7464,4610,3181,11787,17624,1.1688065e+03,2.5205954e+02,2.3966157e+00,1.3586957e-02,4.4840291e-02,7.9681348e-03,16249,2887,85220496
acoustically,superb,24,9.8777365e-02,29155,23645,4611,10132,103485,5954,2.1646162e+02,4.6830224e+01,2.3965455e+00,5.4390935e-03,3.0894911e-03,2.1968316e-02,1088,7737,85220496
as-yet,unexplored,6,2.4416591e-02,69315,55554,4612,26249,152400,11038,5.4182525e+01,1.1737030e+01,2.3964859e+00,2.5005209e-03,1.3842683e-03,1.2397546e-02,482,4317,85220496
savagely,merciless,3,1.2112474e-02,104779,83836,4613,21489,106652,46294,2.7114607e+01,5.8787818e+00,2.3964467e+00,2.9527559e-03,2.9264675e-03,2.9554134e-03,1011,1021,85220496
nigh,unbeatable,29,1.1856373e-01,25758,20834,4614,5343,52917,13450,2.6174423e+02,5.6670398e+01,2.3964323e+00,9.0582539e-03,8.0610245e-03,1.0241983e-02,2820,3583,85220496
flat,wrong,165,1.0242316e+00,8024,6726,4615,39345,179946,230,1.4154101e+03,2.9251056e+02,2.3963308e+00,1.7574318e-03,8.7736225e-04,3.5188126e-01,466,187308,85220496
oppressively,claustrophobic,9,3.6552474e-02,54213,43554,4616,12183,98982,18163,8.1284728e+01,1.7613281e+01,2.3961502e+00,4.6777547e-03,3.3322418e-03,7.7405607e-03,1158,2690,85220496
light,golden,33,1.3580613e-01,23635,19135,4617,6448,76835,6980,2.9760169e+02,6.4392902e+01,2.3960601e+00,7.8412736e-03,4.9157602e-03,1.8986055e-02,1731,6686,85220496
borderline,masochistic,5,2.0279910e-02,77385,62105,4618,20397,56637,63009,4.5162786e+01,9.7880475e+00,2.3959725e+00,3.0854674e-03,7.3993453e-03,1.9392018e-03,2568,673,85220496
lamentably,defective,5,2.0338769e-02,77396,62130,4619,27445,153838,12995,4.5146899e+01,9.7817543e+00,2.3958497e+00,2.4090581e-03,1.3532272e-03,1.0572588e-02,471,3680,85220496
exuberantly,fruity,8,3.2594272e-02,58308,46770,4620,17767,129114,12170,7.2220663e+01,1.5645234e+01,2.3957641e+00,3.4445640e-03,2.0222777e-03,1.1301378e-02,705,3940,85220496
endearingly,gruff,6,2.4338511e-02,69305,55524,4621,15194,66615,47164,5.4191112e+01,1.1745377e+01,2.3957107e+00,3.9062500e-03,5.9638041e-03,2.8868631e-03,2070,1002,85220496
deep,blue,99,4.2061924e-01,11180,9101,4622,4619,69418,2543,8.8951828e+02,1.9180771e+02,2.3955810e+00,1.0147081e-02,5.6471696e-03,4.8018390e-02,2053,17460,85220496
rigorously,modernist,3,1.2144919e-02,104804,83868,4623,22942,87201,59235,2.7099553e+01,5.8752965e+00,2.3954205e+00,2.7972028e-03,4.0762357e-03,2.1160797e-03,1412,733,85220496
nakedly,anti-democratic,3,1.2142572e-02,104803,83867,4624,21773,98462,51645,2.7099914e+01,5.8755483e+00,2.3953889e+00,2.9225524e-03,3.3609546e-03,2.5669229e-03,1164,889,85220496
scarcely,conceivable,46,1.8949223e-01,18952,15350,4625,4065,33313,15291,4.1472317e+02,8.9740109e+01,2.3953855e+00,1.1160985e-02,1.4289529e-02,9.0953376e-03,5037,3206,85220496
strongly,pro-western,32,1.3584141e-01,24187,19633,4626,18076,10559,67155,2.8751983e+02,6.2010347e+01,2.3952063e+00,3.3973883e-03,5.0101252e-02,1.7509596e-03,18202,636,85220496
savagely,incisive,6,2.4367307e-02,69325,55536,4627,15164,106996,24294,5.4176796e+01,1.1742295e+01,2.3951837e+00,3.9151713e-03,2.9093363e-03,5.9106860e-03,1011,2054,85220496
institutionally,incapable,31,1.2931983e-01,24686,20011,4628,11344,112018,3897,2.7907642e+02,6.0307465e+01,2.3951327e+00,4.9619848e-03,2.6754646e-03,3.2325682e-02,955,11540,85220496
facially,unlawful,7,2.8493885e-02,63207,50734,4629,16467,120760,16195,6.3189218e+01,1.3692363e+01,2.3951220e+00,3.6687631e-03,2.3169665e-03,8.6388750e-03,807,3009,85220496
firmly,anti-war,6,2.4438206e-02,69334,55561,4630,21199,45492,67026,5.4158319e+01,1.1734725e+01,2.3951067e+00,2.9887920e-03,9.7640600e-03,1.7560389e-03,3403,612,85220496
theatrically,themed,5,2.0342818e-02,77406,62131,4631,23040,141435,16153,4.5136820e+01,9.7813221e+00,2.3950544e+00,2.7855153e-03,1.6516860e-03,8.6603318e-03,575,3015,85220496
blatantly,antisemitic,21,8.7775974e-02,31829,25772,4632,19396,14924,69099,1.8900401e+02,4.0835532e+01,2.3950070e+00,3.2092917e-03,3.4912139e-02,1.6748309e-03,12488,599,85220496
enthusiastically,pro-israel,3,1.2159856e-02,104820,83885,4633,24048,132555,31968,2.7092885e+01,5.8736950e+00,2.3949854e+00,2.6954178e-03,1.9116410e-03,4.5065813e-03,663,1563,85220496
melodically,masterful,4,1.6245106e-02,88373,70783,4634,22707,136009,22336,3.6115112e+01,7.8281718e+00,2.3948900e+00,2.8218695e-03,1.8042836e-03,6.3537228e-03,627,2208,85220496
eminently,danceable,43,1.7961468e-01,19790,16063,4635,7810,16284,37777,3.8702164e+02,8.3627782e+01,2.3948456e+00,6.7461563e-03,3.1908390e-02,3.7547008e-03,11406,1342,85220496
mid,round,9,3.6924040e-02,54265,43605,4636,22524,145586,8109,8.1166607e+01,1.7573749e+01,2.3948346e+00,2.8400126e-03,1.5467965e-03,1.6506691e-02,543,5795,85220496
previously,unknown,11496,6.4745775e+01,166,127,4637,106,2618,694,9.9941809e+04,2.0865710e+04,2.3948099e+00,1.5465644e-01,1.5986449e-01,1.4840148e-01,77099,71566,85220496
universally,admired,59,2.4879311e-01,16062,13023,4638,7007,12998,35357,5.3044181e+02,1.1450243e+02,2.3946605e+00,7.3667124e-03,4.0351793e-02,4.0352457e-03,14562,1456,85220496
neatly,contrasting,3,1.2166662e-02,104828,83887,4639,22489,122696,37086,2.7088528e+01,5.8729660e+00,2.3945948e+00,2.8436019e-03,2.2448385e-03,3.8355079e-03,779,1331,85220496
genetically,distinct,951,4.3042827e+00,1880,1520,4640,632,17281,1412,8.4815624e+03,1.8163960e+03,2.3944814e+00,4.4000278e-02,2.9941423e-02,8.1643922e-02,11597,31630,85220496
peculiarly,british,152,6.4191384e-01,8221,6688,4641,2109,36585,3831,1.3662677e+03,2.9489100e+02,2.3944316e+00,1.8461165e-02,1.2773533e-02,3.2791656e-02,4616,11851,85220496
narrowly,triangular,8,3.2695186e-02,58347,46789,4642,16992,42430,58747,7.2167118e+01,1.5634494e+01,2.3941870e+00,3.5770177e-03,1.0651571e-02,2.1389673e-03,3725,748,85220496
officially,unemployed,312,1.3385210e+00,4698,3809,4643,1199,13710,5886,2.7993254e+03,6.0316930e+02,2.3941684e+00,2.8169014e-02,3.8159072e-02,2.2177913e-02,14010,8142,85220496
leisurely,meditative,3,1.2199108e-02,104852,83921,4644,29002,151455,23373,2.7076921e+01,5.8694961e+00,2.3940657e+00,2.2944551e-03,1.4053977e-03,6.1100573e-03,489,2126,85220496
rigidly,orthodox,22,9.0507863e-02,30876,24948,4645,7966,84506,9306,1.9830324e+02,4.2931722e+01,2.3939663e+00,6.6365008e-03,4.2752800e-03,1.4558059e-02,1505,5125,85220496
religiously,scrupulous,39,1.6166097e-01,21113,17090,4646,5832,24336,27294,3.5123149e+02,7.5978433e+01,2.3938379e+00,8.4681359e-03,2.0670141e-02,5.2975560e-03,7332,1879,85220496
temporally,continuous,7,2.8701546e-02,63247,50794,4647,24656,149406,9924,6.3117279e+01,1.3670288e+01,2.3938023e+00,2.6385224e-03,1.4536470e-03,1.3669294e-02,510,4796,85220496
sudden,unexplainable,4,1.6279018e-02,88411,70801,4648,21330,68553,61839,3.6096795e+01,7.8245492e+00,2.3937984e+00,2.9706647e-03,5.7402787e-03,1.9929037e-03,1999,694,85220496
infamously,irascible,3,1.2213670e-02,104868,83935,4649,31172,60822,81268,2.7071222e+01,5.8679418e+00,2.3937560e+00,2.1551724e-03,6.7141616e-03,1.2774127e-03,2339,445,85220496
specially,trained,25,1.0274831e-01,28421,23011,4650,6081,42167,21461,2.2535561e+02,4.8796771e+01,2.3937244e+00,8.2061382e-03,1.0722623e-02,6.6025864e-03,3771,2322,85220496
recently,elevated,18,7.5159912e-02,35217,28454,4651,20112,16921,70055,1.6196101e+02,3.5009852e+01,2.3935149e+00,3.1212069e-03,3.0640963e-02,1.6373316e-03,10949,585,85220496
stridently,ideological,10,4.1050031e-02,50848,40908,4652,16288,125615,10280,9.0146895e+01,1.9523920e+01,2.3934075e+00,3.7009623e-03,2.1409058e-03,1.3243401e-02,752,4652,85220496
below,3rd,3,1.2212203e-02,104873,83933,4653,25122,77380,66861,2.7067848e+01,5.8680983e+00,2.3932120e+00,2.5985275e-03,4.8661390e-03,1.7627417e-03,1695,614,85220496
insatiably,horny,15,6.2629100e-02,39525,31979,4654,24334,152098,4241,1.3495688e+02,2.9175309e+01,2.3931743e+00,2.6699893e-03,1.3911215e-03,3.0055248e-02,497,10739,85220496
fiscally,responsible,5672,3.7260813e+01,342,266,4655,516,18805,213,4.8274634e+04,9.9157303e+03,2.3931180e+00,5.1169861e-02,2.7379474e-02,3.6614846e-01,15392,206301,85220496
roughly,comparable,860,3.8348901e+00,2048,1637,4656,565,10318,2851,7.6803852e+03,1.6481479e+03,2.3930482e+00,4.7418190e-02,5.1338892e-02,4.3707548e-02,19593,16680,85220496
delectably,creamy,16,6.6461946e-02,37985,30705,4657,17537,133933,5375,1.4402705e+02,3.1156039e+01,2.3929086e+00,3.4805308e-03,1.8681281e-03,2.3996479e-02,664,8530,85220496
obnoxiously,loud,251,1.2009827e+00,5629,4610,4658,6365,87587,680,2.2229686e+03,4.7334647e+02,2.3928750e+00,7.9194800e-03,4.0495722e-03,1.5066579e-01,1658,61730,85220496
reassuringly,virile,3,1.2219103e-02,104887,83940,4659,22988,87602,59193,2.7063084e+01,5.8673624e+00,2.3927644e+00,2.7919963e-03,4.0485187e-03,2.1175268e-03,1411,738,85220496
sadly,misinformed,41,1.7174094e-01,20442,16539,4660,7702,17399,37103,3.6870365e+02,7.9688237e+01,2.3926804e+00,6.8185598e-03,2.9715369e-02,3.8333987e-03,10652,1374,85220496
federally,illicit,7,2.8629592e-02,63251,50769,4661,14253,60236,46594,6.3114339e+01,1.3677919e+01,2.3925190e+00,4.1128085e-03,6.7947898e-03,2.9316926e-03,2378,1026,85220496
