hit_id,colloc,adv,adj,sent_text,sent_id,adv_index
nyt_eng_19960418_0322_54:7,pretty_nervous,pretty,nervous,-LBQ-  But right now everybody 's pretty nervous and you probably ought to leave .  -RDQ-,nyt_eng_19960418_0322_54,7
nyt_eng_19960419_0611_39:7,so_skittish,so,skittish,"-LBQ-  Right now , everybody 's so skittish about it .",nyt_eng_19960419_0611_39,7
nyt_eng_19960420_0065_41:22,that_mad,that,mad,"But , truth be told , now that it 's Minnesota 's turn , not everybody in the state is all that mad .",nyt_eng_19960420_0065_41,22
nyt_eng_19960429_0846_4:9,very_pleased,very,pleased,"-LBQ-  Everybody in the family is very , very pleased with the new grandchild ,  -RDQ-  said Gates ' father , Bill Gates Sr.  -LBQ-  Mother and baby are doing real well .",nyt_eng_19960429_0846_4,9
nyt_eng_19960501_0018_4:5,amazingly_calm,amazingly,calm,-LBQ-  Everybody was really amazingly calm .,nyt_eng_19960501_0018_4,5
nyt_eng_19960507_0864_6:25,very_pleased,very,pleased,"Alan J. Straus , a lawyer for the plaintiffs , a group of Orthodox Jewish residents , said that  -LBQ-  obviously , everybody 's very pleased  -RDQ-  with the judge 's decision , issued last week .",nyt_eng_19960507_0864_6,25
nyt_eng_19960514_0204_41:3,forever_young,forever,young,Everybody is forever young .,nyt_eng_19960514_0204_41,3
nyt_eng_19960515_0280_11:20,really_happy,really,happy,"-LBQ-  I remember -LRB- at school -RRB- that when the first in the class got bad results everybody was really happy ,  -RDQ-  the chancellor said .",nyt_eng_19960515_0280_11,20
nyt_eng_19960527_0261_13:5,so_afraid,so,afraid,-LBQ-  Today everybody is so afraid to give facts about history that the students do n't have anything to hang on to .,nyt_eng_19960527_0261_13,5
nyt_eng_19960604_0254_22:5,so_used,so,used,-LBQ-  Everybody 's been so used to seeing higher and higher earnings growth that they 're not scaling down expectations .  -RDQ-,nyt_eng_19960604_0254_22,5
nyt_eng_19960605_0342_25:4,frightfully_nice,frightfully,nice,"-LBQ-  Everybody is frightfully nice ,  -RDQ-  Denison said , He and Miss Gray have found a home away from home at a neighboring restaurant where  -LBQ-  the headwaiter decided we 'd like him to introduce us to any actors .  -RDQ-",nyt_eng_19960605_0342_25,4
nyt_eng_19960628_0233_4:4,so_busy,so,busy,"Everybody 's been so busy dumping on Demi for her attentiveness to her body that the most important thing about the movie has been overlooked _ namely , that it 's based on some funny , quirky writing by Carl Hiaasen , who 's the next best thing to Elmore Leonard when it comes to mixing crime fiction and playfulness .",nyt_eng_19960628_0233_4,4
nyt_eng_19960628_0477_8:4,extraordinarily_eager,extraordinarily,eager,-LBQ-  Everybody is extraordinarily eager to know the decision .  -RDQ-,nyt_eng_19960628_0477_8,4
nyt_eng_19960711_0375_9:3,so_fearful,so,fearful,Everybody is so fearful something is going to happen .  -RDQ-,nyt_eng_19960711_0375_9,3
nyt_eng_19960716_0019_23:14,so_big,so,big,"-LBQ-  It 's a lot more mental work because everybody you see is so big and strong , and the thing that makes one man better is his mind .",nyt_eng_19960716_0019_23,14
nyt_eng_19960717_0011_17:3,pretty_psyched,pretty,psyched,Everybody 's pretty psyched about what 's going on .,nyt_eng_19960717_0011_17,3
nyt_eng_19960718_0821_9:3,so_conscientious,so,conscientious,Everybody 's so conscientious .,nyt_eng_19960718_0821_9,3
nyt_eng_19960720_0190_30:4,very_frustrated,very,frustrated,-LBQ-  Everybody is very frustrated .,nyt_eng_19960720_0190_30,4
nyt_eng_19960721_0351_43:3,pretty_special,pretty,special,Everybody is pretty special at something and it 's a good combination .  -RDQ-,nyt_eng_19960721_0351_43,3
nyt_eng_19960723_0776_17:4,still_shocked,still,shocked,"-LBQ-  Everybody is still shocked about this ,  -RDQ-  Jones said .",nyt_eng_19960723_0776_17,4
nyt_eng_19960725_0959_26:4,too_busy,too,busy,-LBQ-  Everybody was too busy looking around .,nyt_eng_19960725_0959_26,4
nyt_eng_19960730_0648_11:14,so_scared,so,scared,"-LBQ-  But it 's hard to tell how many , because everybody 's so scared to talk to each other .  -RDQ-",nyt_eng_19960730_0648_11,14
nyt_eng_19960809_0019_34:4,always_convinced,always,convinced,"-LBQ-  Everybody is always convinced their idea is right ,  -RDQ-  Mahe said .",nyt_eng_19960809_0019_34,4
nyt_eng_19960811_0192_47:23,too_busy,too,busy,The only time they have missed the fair or the cow was when Tuel was in the military and when everybody was too busy fighting World War II for there to be a fair for a few years .,nyt_eng_19960811_0192_47,23
nyt_eng_19960812_0521_14:4,real_excited,real,excited,"-LBQ-  Everybody is real excited ,  -RDQ-  she said .",nyt_eng_19960812_0521_14,4
nyt_eng_19960814_0443_6:10,very_careful,very,careful,"Nobody had anything very old , and everybody was very careful to be like everybody else .",nyt_eng_19960814_0443_6,10
nyt_eng_19960819_0274_57:6,much_interested,much,interested,-LBQ-  But everybody is very much interested in the autopsy .  -RDQ-,nyt_eng_19960819_0274_57,6
nyt_eng_19960824_0395_78:12,very_optimistic,very,optimistic,Said Burn goalkeeper Mark Dodd  -COL-   -LBQ-  I think everybody is very optimistic .,nyt_eng_19960824_0395_78,12
nyt_eng_19960826_0675_22:4,very_angry,very,angry,"-LBQ-  Everybody was very angry ; we 're going to try to stop this ,  -RDQ-  said Bruguera , who agreed with Thomas Muster 's warning to the other Slams , notably the coming Australian Open , that any repetition of this selective seeding experiment will be met by ATP Tour boycotts .",nyt_eng_19960826_0675_22,4
nyt_eng_19960826_0776_7:4,very_angry,very,angry,"-LBQ-  Everybody was very angry _ we 're going to try to stop this ,  -RDQ-  said Bruguera , who agreed with the second-ranked but third-seeded Thomas Muster 's warning to the other slams , notably the upcoming Australian Open , that any repetition of this selective seeding experiment could provoke a boycott .",nyt_eng_19960826_0776_7,4
nyt_eng_19960831_0185_36:9,very_depressed,very,depressed,"-LBQ-  I mean , hello ? Everybody 's very depressed about that .  -RDQ-",nyt_eng_19960831_0185_36,9
nyt_eng_19960909_0698_59:4,so_concerned,so,concerned,"-LBQ-  Everybody is so concerned now ,  -RDQ-  she said .",nyt_eng_19960909_0698_59,4
nyt_eng_19960911_0593_40:3,super_grumpy,super,grumpy,Everybody was super grumpy .,nyt_eng_19960911_0593_40,3
nyt_eng_19960915_0005_13:7,really_upset,really,upset,-LBQ-  Everybody on the sideline was really upset .,nyt_eng_19960915_0005_13,7
nyt_eng_19960915_0202_34:5,just_showboating,just,showboating,"-LBQ-  But everybody 's just showboating ,  -RDQ-  Grannis said .",nyt_eng_19960915_0202_34,5
nyt_eng_19960915_0219_9:11,totally_interested,totally,interested,-LBQ-  There were nine other people there and everybody was totally interested .,nyt_eng_19960915_0219_9,11
nyt_eng_19960925_0089_29:4,so_talented,so,talented,-LBQ-  Everybody is so talented .  -RDQ-,nyt_eng_19960925_0089_29,4
nyt_eng_19960927_0632_1:3,remarkably_civil,remarkably,civil,Everybody was remarkably civil as they bunched up in front of the doors through which folks were be ing admitted by dribs and drabs .,nyt_eng_19960927_0632_1,3
nyt_eng_19960928_0174_7:4,so_happy,so,happy,-LBQ-  Everybody was so happy for me .  -RDQ-,nyt_eng_19960928_0174_7,4
nyt_eng_19960928_0178_9:4,so_used,so,used,"-LBQ-  Everybody is so used to looking at somebody else talking ,  -RDQ-  Gaines said , that  -LBQ-  you 've got a whole lot of people now who will get up in front of people who have never done that before .  -RDQ-",nyt_eng_19960928_0178_9,4
nyt_eng_19961001_0271_57:20,very_close,very,close,"-LBQ-  How can I explain this to you ? The bank had been like a family , everybody was very close .",nyt_eng_19961001_0271_57,20
nyt_eng_19961009_0410_13:31,so_happy,so,happy,"Oh , he was taking the high road with all the  -LBQ-  I 'm just so happy for the coaching staff and the kids  -RDQ-  and the  -LBQ-  Everybody 's so happy for the program  -RDQ-  platitudes he could push out his throat , but in truth it was also a moment for him .",nyt_eng_19961009_0410_13,31
nyt_eng_19961010_0751_21:15,so_rowdy,so,rowdy,And what 's sad is that it 's necessary these days because everybody 's so rowdy .,nyt_eng_19961010_0751_21,15
nyt_eng_19961011_0167_4:40,so_nice,so,nice,"He recalled meeting with Serbian President Slobodan Milosevic in Paris prior to the official signing of the accords and how Milosevic told him ,  -LBQ-  It was impossible to stay mad at these other guys because everybody here was so nice to him .  -RDQ-",nyt_eng_19961011_0167_4,40
nyt_eng_19961017_0384_21:7,very_poor,very,poor,"She continued  -COL-   -LBQ-  Everybody was very poor and he said , ` I have to",nyt_eng_19961017_0384_21,7
nyt_eng_19961018_0717_16:7,very_close,very,close,"Everybody over here is very , very close .  -RDQ-",nyt_eng_19961018_0717_16,7
nyt_eng_19961021_0648_23:5,very_good,very,good,I thought everybody was very good about it as far as I know .  -RDQ-,nyt_eng_19961021_0648_23,5
nyt_eng_19961024_0411_1:4,really_tickled,really,tickled,"-LBQ-  Everybody is really tickled about their yields ,  -RDQ-  he said .",nyt_eng_19961024_0411_1,4
nyt_eng_19961026_0179_4:3,so_family-oriented,so,family-oriented,Everybody is so family-oriented .  -RDQ-,nyt_eng_19961026_0179_4,3
nyt_eng_19961106_0143_26:4,always_wrong,always,wrong,Everybody else is always wrong .,nyt_eng_19961106_0143_26,4
nyt_eng_19961106_1002_17:13,fully_aware,fully,aware,"-LBQ-  Proposition 200 is not something that I am sure everybody is fully aware of -LRB- because of -RRB- some of the implications that are hidden in that initiative ,  -RDQ-  Symington said .",nyt_eng_19961106_1002_17,13
nyt_eng_19961115_0504_9:4,so_enthused,so,enthused,"-LBQ-  Everybody is so enthused ,  -RDQ-  said John Tierney , the Salem , Mass. .",nyt_eng_19961115_0504_9,4
nyt_eng_19961118_0397_17:25,so_lucky,so,lucky,"-LBQ-  I do n't know Asa , but when I meet him I 'll say , ` Enjoy every moment because everybody is n't so lucky to serve with their brother .",nyt_eng_19961118_0397_17,25
nyt_eng_19961119_0531_46:6,still_concerned,still,concerned,"-LBQ-  Everybody I know is still concerned about fat ,  -RDQ-  she said .",nyt_eng_19961119_0531_46,6
nyt_eng_19961126_0620_15:4,frankly_fat,frankly,fat,-LBQ-  Everybody was frankly fat and happy .  -RDQ-,nyt_eng_19961126_0620_15,4
nyt_eng_19961203_0588_25:4,pleasantly_surprised,pleasantly,surprised,-LBQ-  Everybody was pleasantly surprised .  -RDQ-,nyt_eng_19961203_0588_25,4
nyt_eng_19961206_0281_7:4,so_sick,so,sick,"-LBQ-  Everybody 's so sick of strikes that when you see this kind of thing , it 's pretty silly .  -RDQ-",nyt_eng_19961206_0281_7,4
nyt_eng_19961207_0062_7:12,so_afraid,so,afraid,"-LBQ-  This is political correctness , the way that everybody 's so afraid to talk about anything national in education .",nyt_eng_19961207_0062_7,12
nyt_eng_19961222_0236_9:14,pretty_shocked,pretty,shocked,"Her friend , smiling knowingly , added  -COL-   -LBQ-  I think everybody 's pretty shocked at how much he got for how little he did , but he 's going to be around for a long time . ...",nyt_eng_19961222_0236_9,14
nyt_eng_19961223_0571_36:3,so_bloody,so,bloody,Everybody is so bloody upset at Christmas trying to have a good time .,nyt_eng_19961223_0571_36,3
nyt_eng_19961231_0614_17:8,very_good,very,good,-LBQ-  Everybody in the Valley has been very good to me .,nyt_eng_19961231_0614_17,8
nyt_eng_19970120_0002_13:3,pretty_disheartened,pretty,disheartened,Everybody is pretty disheartened about it .  -RDQ-,nyt_eng_19970120_0002_13,3
nyt_eng_19970122_0224_16:30,dangerously_flawed,dangerously,flawed,"Rather , it has the structure of the kind of boy-girl romantic comedies its title suggests , but there is one large difference  -COL-  virtually everybody in it is dangerously flawed , if not rotten to the core .",nyt_eng_19970122_0224_16,30
nyt_eng_19970201_0004_16:10,pretty_excited,pretty,excited,"-LBQ-  It was a good feeling and everybody was pretty excited ,  -RDQ-  he said of his home run .",nyt_eng_19970201_0004_16,10
nyt_eng_19970216_0181_38:15,well_aware,well,aware,Not only does it respond to hormones _ as everybody who has menstruated is well aware _ it creates a few compounds of its own .,nyt_eng_19970216_0181_38,15
nyt_eng_19970227_0124_57:5,very_generous,very,generous,"-LBQ-  Everybody has been very generous and very kind and have said things like , ` Hey , you have a lovely head ' and ` You can do  -LBQ-  The King and I  -RDQ-  or  -LBQ-  Kojak .  -RDQ-",nyt_eng_19970227_0124_57,5
nyt_eng_19970318_0152_22:15,all_excited,all,excited,"-LBQ-  Once I had a professional contract in hand , everybody back home was all excited about me being an American baseballer ,  -RDQ-  Hutton said .",nyt_eng_19970318_0152_22,15
nyt_eng_19970325_0787_14:7,pretty_bummed,pretty,bummed,"-LBQ-  I think everybody is still pretty bummed about it ,  -RDQ-  third baseman Chipper Jones said .",nyt_eng_19970325_0787_14,7
nyt_eng_19970326_0817_19:26,as_important,as,important,"You go into a room and people are cheering and you just figure , ` O.K. , Dick , everybody in that room is just as important to God as you are .  -RDQ-  '",nyt_eng_19970326_0817_19,26
nyt_eng_19970326_0867_7:4,so_afraid,so,afraid,-LBQ-  Everybody is so afraid of scandal .  -RDQ-,nyt_eng_19970326_0867_7,4
nyt_eng_19970331_0482_55:7,pretty_bummed,pretty,bummed,-LBQ-  I think everybody is still pretty bummed about it .  -RDQ-,nyt_eng_19970331_0482_55,7
nyt_eng_19970402_0814_21:5,well_pleased,well,pleased,"-LBQ-  Everybody is pretty well pleased in New Jersey that we are going to win the claim and we have to make it available to people ,  -RDQ-  Lautenberg said .",nyt_eng_19970402_0814_21,5
nyt_eng_19970416_0565_16:3,totally_selfish,totally,selfish,Everybody is totally selfish .  -RDQ-,nyt_eng_19970416_0565_16,3
nyt_eng_19970416_0802_18:7,very_sad,very,sad,"-LBQ-  Of course , everybody 's very sad .  -RDQ-",nyt_eng_19970416_0802_18,7
nyt_eng_19970418_0623_6:13,now_ready,now,ready,-LBQ-  We have had a good week of practice and everybody is now ready to play .  -RDQ-,nyt_eng_19970418_0623_6,13
nyt_eng_19970421_0522_12:4,very_shocked,very,shocked,"-LBQ-  Everybody was very shocked by the National Alumni Forum study ,  -RDQ-  said Phyllis Franklin , executive director of the Modern Language Association .",nyt_eng_19970421_0522_12,4
nyt_eng_19970502_0565_16:15,real_nice,real,nice,"-LBQ-  We sat in there , and it was very cordial and everybody was real nice , but the bottom line is , I have permission to do exactly what I had permission to do before I walked in there .  -RDQ-",nyt_eng_19970502_0565_16,15
nyt_eng_19970507_0809_17:4,so_jumpy,so,jumpy,"-LBQ-  Everybody is so jumpy that any little noise can set you off ,  -RDQ-  said Melissa R. Brown , director of quantitative research at Prudential Securities .",nyt_eng_19970507_0809_17,4
nyt_eng_19970516_0194_6:7,fairly_certain,fairly,certain,"-LBQ-  Everybody that 's called is fairly certain that that 's the guy ,  -RDQ-  Gordon said .",nyt_eng_19970516_0194_6,7
nyt_eng_19970519_0712_17:4,very_happy,very,happy,"-LBQ-  Everybody was very happy with independence , because God seemed to have decreed it and everybody expected life to get better ,  -RDQ-  recalled Emmanuel , one of Funidi 's sons .",nyt_eng_19970519_0712_17,4
nyt_eng_19970528_0462_20:3,too_busy,too,busy,Everybody 's too busy falling in and out of love .,nyt_eng_19970528_0462_20,3
nyt_eng_19970529_0693_46:3,pretty_equal,pretty,equal,"Everybody is pretty equal , and that makes it pretty tough .  -RDQ-",nyt_eng_19970529_0693_46,3
nyt_eng_19970601_0030_41:6,very_cautious,very,cautious,"-LBQ-  I think everybody is very cautious about it and they know how the -LRB- tobacco -RRB- industry finds ways to get around agreements ,  -RDQ-  said Ballin , who is now working as a consultant for the Campaign for Tobacco Free Kids .",nyt_eng_19970601_0030_41,6
nyt_eng_19970621_0089_13:12,still_alive,still,alive,"Everybody who stepped forward in the case of Media Vision is still alive , and from what I can tell they 're cheering about the recent news that a former top exec has agreed to cooperate with authorities .",nyt_eng_19970621_0089_13,12
nyt_eng_19970624_0336_10:8,so_similar,so,similar,-LBQ-  -LRB- After Duncan -RRB- everybody is so similar talentwise that it seems like a mad scramble here at the end to get the exact player you want .  -RDQ-,nyt_eng_19970624_0336_10,8
nyt_eng_19970624_0463_26:4,so_similar,so,similar,"-LBQ-  Everybody is so similar that talentwise it seems like a mad scramble here at the end to get the exact player you want ,  -RDQ-  he said .",nyt_eng_19970624_0463_26,4
nyt_eng_19970625_1031_30:5,now_happy,now,happy,"Asked if everybody was now happy , Big 12 commissioner Steve Hatchell paused .",nyt_eng_19970625_1031_30,5
nyt_eng_19970627_0012_18:4,quite_surprised,quite,surprised,"-LBQ-  Everybody was quite surprised ,  -RDQ-  Sanchez said .",nyt_eng_19970627_0012_18,4
nyt_eng_19970629_0098_22:3,so_nice,so,nice,Everybody was so nice .,nyt_eng_19970629_0098_22,3
nyt_eng_19970707_0583_6:16,pretty_upbeat,pretty,upbeat,"-LBQ-  It looks like it 's going to be a good thing -- everybody 's pretty upbeat ,  -RDQ-  said Jade DiPlacido , president of Energex Ltd. , from the new crude oil trading pit .",nyt_eng_19970707_0583_6,16
nyt_eng_19970707_0789_25:5,so_provincial,so,provincial,"If everybody were n't so provincial , they 'd see that Juan Gonzalez is simply one of the best players on the planet and vote him onto the team .",nyt_eng_19970707_0789_25,5
nyt_eng_19970709_0953_46:11,really_sick,really,sick,-LBQ-  It just does n't seem fair ... everybody 's really sick and tired of Cambodia .,nyt_eng_19970709_0953_46,11
nyt_eng_19970719_0198_12:4,so_excited,so,excited,"-LBQ-  Everybody is so excited by what they see in the market and what 's going on overall in the economy ,  -RDQ-  said Jack Kyser , chief economist at the Economic Development Corp. of Los Angeles County .",nyt_eng_19970719_0198_12,4
nyt_eng_19970721_0481_18:4,so_focused,so,focused,"-LBQ-  Everybody is so focused on the cities ,  -RDQ-  said Gary Stangler , Missouri 's social services director .",nyt_eng_19970721_0481_18,4
nyt_eng_19970809_0253_60:4,so_sure,so,sure,"-LBQ-  Everybody is so sure this idea is going through , but not me ,  -RDQ-  he said .",nyt_eng_19970809_0253_60,4
nyt_eng_19970811_0780_21:3,so_nice,so,nice,Everybody was so nice to me .,nyt_eng_19970811_0780_21,3
nyt_eng_19970827_0677_38:9,so_concerned,so,concerned,"-LBQ-  I do n't know why everybody is so concerned ,  -RDQ-  Hoestenbach said .",nyt_eng_19970827_0677_38,9
nyt_eng_19970902_0739_18:20,very_enthusiastic,very,enthusiastic,"-LBQ-  We decided our best hope for the future was a hospital HMO , and at first everybody was very enthusiastic and supportive ,  -RDQ-  he said .",nyt_eng_19970902_0739_18,20
nyt_eng_19970911_0027_50:9,so_stupid,so,stupid,It 's not that everybody out here is so stupid .,nyt_eng_19970911_0027_50,9
nyt_eng_19970913_0258_37:3,just_focused,just,focused,Everybody was just focused .  -RDQ-,nyt_eng_19970913_0258_37,3
nyt_eng_19970917_0842_39:4,very_careful,very,careful,"Everybody is being very careful so that they can make an informed vote , fully understand the immediate impact it will have on their team .  -RDQ-",nyt_eng_19970917_0842_39,4
nyt_eng_19970928_0263_3:13,so_happy,so,happy,"Considering those scenarios , it 's easy to see why everybody was so happy with USC 's 27-17 victory over the Golden Bears .",nyt_eng_19970928_0263_3,13
nyt_eng_19971003_0348_15:11,already_nervous,already,nervous,"-LBQ-  The Nimitz got the market going as everybody was already nervous with troops massing on the borders ,  -RDQ-  said John Kilduff , vice president of energy risk management ABN Amro Chicago Corp. in New York .",nyt_eng_19971003_0348_15,11
nyt_eng_19971003_0490_32:12,already_bullish,already,bullish,"For example , when everybody who could potentially be bullish is already bullish , then essentially most of the buying power in that particular market has been dissipated .",nyt_eng_19971003_0490_32,12
nyt_eng_19971003_0517_16:6,pretty_happy,pretty,happy,"-LBQ-  I think everybody is pretty happy and pretty optimistic ,  -RDQ-  said Liz Kowalczyk , a Patriot Ledger reporter for 10 years .",nyt_eng_19971003_0517_16,6
nyt_eng_19971011_0078_8:4,pretty_excited,pretty,excited,"-LBQ-  Everybody was pretty excited and surprised ,  -RDQ-  said Lori Fresina , the coordinator of grass-roots advocacy for the state office of the American Cancer Society .",nyt_eng_19971011_0078_8,4
nyt_eng_19971017_0119_5:20,as_ready,as,ready,"-LBQ-  The system is in good shape , the rehearsals have gone well , and I think everybody is as ready as they can be .  -RDQ-",nyt_eng_19971017_0119_5,20
nyt_eng_19971024_0315_5:4,already_nervous,already,nervous,"-LBQ-  Everybody was already nervous ,  -RDQ-  said Duane Eatherly , senior technology analyst at Banc One Investment Advisors , which owns shares in high-tech companies .",nyt_eng_19971024_0315_5,4
nyt_eng_19971024_0348_5:4,already_nervous,already,nervous,"-LBQ-  Everybody was already nervous ,  -RDQ-  said Duane Eatherly , senior technology analyst at Banc One Investment Advisors , which owns shares in high-tech companies .",nyt_eng_19971024_0348_5,4
nyt_eng_19971024_0495_8:4,already_nervous,already,nervous,"-LBQ-  Everybody was already nervous ,  -RDQ-  said Duane Eatherly , senior technology analyst at Banc One Investment Advisors , which owns shares in high-tech companies .",nyt_eng_19971024_0495_8,4
nyt_eng_19971026_0028_31:3,just_silent,just,silent,"Everybody was just silent ,  -RDQ-  Jones said of the Lewis Field crowd of 33,300 .",nyt_eng_19971026_0028_31,3
nyt_eng_19971027_0844_17:10,so_psyched,so,psyched,"-LBQ-  Everywhere you go in Florida , everybody is so psyched ,  -RDQ-  said Ms. Cohen , a Yankees fan .",nyt_eng_19971027_0844_17,10
nyt_eng_19971031_0334_16:3,too_one-note,too,one-note,Everybody is too one-note in this undercooked effort .,nyt_eng_19971031_0334_16,3
nyt_eng_19971101_0230_42:6,cautiously_optimistic,cautiously,optimistic,"-LBQ-  I think everybody was cautiously optimistic ,  -RDQ-  said Richard Fulton , chairman of Centennial , a local real estate firm and a proponent of downtown residential development .",nyt_eng_19971101_0230_42,6
nyt_eng_19971104_0340_8:4,very_leery,very,leery,-LBQ-  Everybody is very leery of the bank and what they might do and nobody wants to miss the boat on this one .  -RDQ-,nyt_eng_19971104_0340_8,4
nyt_eng_19971105_0519_2:4,as_bearish,as,bearish,"-LBQ-  Everybody is as bearish on the yen as they can be ,  -RDQ-  said Richard Koss , investment strategist at MFR Inc. , a money management and consulting firm .",nyt_eng_19971105_0519_2,4
nyt_eng_19971105_0573_2:4,as_bearish,as,bearish,"-LBQ-  Everybody is as bearish on the yen as they can be ,  -RDQ-  said Richard Koss , investment strategist at MFR Inc. , a money management and consulting firm .",nyt_eng_19971105_0573_2,4
nyt_eng_19971107_0157_6:4,very_nervous,very,nervous,"-LBQ-  Everybody 's very nervous at the moment , and -LRB- the U.S. report -RRB- has just made it worse .  -RDQ-",nyt_eng_19971107_0157_6,4
nyt_eng_19971111_0868_38:24,really_poor,really,poor,"-LBQ-  When you work in developing countries , it 's so much easier ,  -RDQ-  Delehanty said ,  -LBQ-  because basically everybody is really poor .  -RDQ-",nyt_eng_19971111_0868_38,24
nyt_eng_19971115_0237_25:8,relatively_friendly,relatively,friendly,Anybody who knows Oklahoma knows everybody is relatively friendly .,nyt_eng_19971115_0237_25,8
nyt_eng_19971116_0084_34:11,as_high-minded,as,high-minded,"Privately , however , not everybody in the business is as high-minded .",nyt_eng_19971116_0084_34,11
nyt_eng_19971119_0284_4:4,quite_euphoric,quite,euphoric,"-LBQ-  Everybody is quite euphoric  -COL-  there 's simply no inflationary pressure to be seen ,  -RDQ-  said Anja Mikus , who helps manage 2.5 billion -LRB- $ 1.4 billion -RRB- at Allianz Kapitalanlagegesellschaft mbH in Stuttgart .",nyt_eng_19971119_0284_4,4
nyt_eng_19971119_0540_14:19,so_impressed,so,impressed,"-LBQ-  I was being really spontaneous ,  -RDQ-  he recalled ,  -LBQ-  very natural , and everybody was so impressed and suddenly some kind of penny dropped for me .",nyt_eng_19971119_0540_14,19
nyt_eng_19971122_0108_22:15,very_optimistic,very,optimistic,"-LBQ-  Everybody that I 've talked to , down to a person , is very optimistic about the opening of the Getty , and they feel that this is going to be the rising tide that lifts all art ships in Los Angeles ,  -RDQ-  said Mark Greenfield , director of the Watts Towers Arts Center .",nyt_eng_19971122_0108_22,15
nyt_eng_19971201_0582_19:20,pretty_sick,pretty,sick,"Hanson ,  -LBQ-  Snowed In ,  -RDQ-  Mercury Records  -COL-  Yeah , everybody over the age of 15 is pretty sick of these little Tulsa-bred twerps by now , but the surprise is that  -LBQ-  Snowed In  -RDQ-  is actually pretty listenable .",nyt_eng_19971201_0582_19,20
nyt_eng_19971210_0762_53:3,still_upbeat,still,upbeat,Everybody is still upbeat .  -RDQ-,nyt_eng_19971210_0762_53,3
nyt_eng_19971211_0686_9:5,really_happy,really,happy,"Thursday  -LBQ-  Everybody 's really happy for our guys to have this opportunity ; it 's a great honor ,  -RDQ-  said Carroll .",nyt_eng_19971211_0686_9,5
nyt_eng_19971212_0103_7:11,too_busy,too,busy,"-LBQ-  Now , if Suharto goes , everybody will be too busy fighting at the palace to worry about fixing the economy .",nyt_eng_19971212_0103_7,11
nyt_eng_19971215_0816_39:5,so_fickle,so,fickle,-LBQ-  Everybody else is so fickle .,nyt_eng_19971215_0816_39,5
nyt_eng_19980101_0083_30:6,so_wonderful,so,wonderful,-LBQ-  But everybody has been so wonderful .,nyt_eng_19980101_0083_30,6
nyt_eng_19980114_0612_34:3,so_pleasant,so,pleasant,Everybody 's so pleasant that you expect them to put red-checkered tablecloths on the field for a postgame picnic .,nyt_eng_19980114_0612_34,3
nyt_eng_19980118_0069_45:4,too_happy,too,happy,"-LBQ-  Everybody 's too happy , everybody looks too good , people who never smoke cigarettes are now smoking cigars , people are making promises to each other ,  -RDQ-  Wright said .",nyt_eng_19980118_0069_45,4
nyt_eng_19980126_0806_14:6,just_sick,just,sick,"-LBQ-  Everybody last year was just sick ,  -RDQ-  said Vaughn Hebron , a Denver running back .",nyt_eng_19980126_0806_14,6
nyt_eng_19980202_0072_47:4,as_sharp,as,sharp,Not everybody is as sharp as Cal Coolidge and Engine Charlie Wilson .,nyt_eng_19980202_0072_47,4
nyt_eng_19980203_0350_5:4,so_good,so,good,Everybody has been so good to me .,nyt_eng_19980203_0350_5,4
nyt_eng_19980212_0002_37:6,up_next,up,next,"-LBQ-  Usually everybody is right up next to it ,  -RDQ-  said Adam Merriman of Vail , Colo. , who traveled to Japan to watch his girlfriend , Barrett Christy , compete in the halfpipe .",nyt_eng_19980212_0002_37,6
nyt_eng_19980212_0542_39:6,certainly_excited,certainly,excited,"-LBQ-  Well , everybody 's certainly excited to be here .",nyt_eng_19980212_0542_39,6
nyt_eng_19980217_0339_28:14,just_yawning,just,yawning,"-LBQ-  We 've been running the economy in overdrive , but everybody 's just yawning .  -RDQ-",nyt_eng_19980217_0339_28,14
nyt_eng_19980223_0517_22:13,so_excited,so,excited,"I talked to my parents , and they said everybody is just so excited .  -RDQ-",nyt_eng_19980223_0517_22,13
nyt_eng_19980227_0192_19:10,as_dirty,as,dirty,"Do n't worry , everybody , that 's not as dirty as it sounds .",nyt_eng_19980227_0192_19,10
nyt_eng_19980309_0048_12:4,now_0-0,now,0-0,"-LBQ-  Everybody is now 0-0 ,  -RDQ-  said Duke coach Mike Krzyzewski , quickly trying to dismiss any notion that North Carolina 's latest victory would give the Tar Heels a mental advantage .",nyt_eng_19980309_0048_12,4
nyt_eng_19980320_0375_53:4,very_pessimistic,very,pessimistic,-LBQ-  Everybody is very pessimistic about the future .  -RDQ-,nyt_eng_19980320_0375_53,4
nyt_eng_19980322_0223_38:4,dead_tired,dead,tired,"-LBQ-  Everybody was dead tired in that series , but they were at home , had the big momentum .",nyt_eng_19980322_0223_38,4
nyt_eng_19980323_0165_55:3,very_supportive,very,supportive,Everybody is very supportive of both of them .,nyt_eng_19980323_0165_55,3
nyt_eng_19980324_0080_5:6,very_nice,very,nice,-LBQ-  Everybody in Texas was very nice .,nyt_eng_19980324_0080_5,6
nyt_eng_19980325_0353_24:10,totally_ignorant,totally,ignorant,"-LBQ-  I mean it 's not like everybody 's totally ignorant of these things ,  -RDQ-  she said .",nyt_eng_19980325_0353_24,10
nyt_eng_19980326_0048_34:4,so_busy,so,busy,"-LBQ-  Everybody is so busy and wants to help out , and , in fact , they do ,  -RDQ-  she said .",nyt_eng_19980326_0048_34,4
