bigram_lower,SUM,pos-mirror-R,pos-mirror-L
hopefully_many,1,0,1
necessarily_intentional,1,1,0
necessarily_indicative,1,1,0
necessarily_integral,1,1,0
necessarily_instrumental,1,1,0
hopefully_meaningful,1,0,1
necessarily_innocent,1,1,0
hopefully_minor,1,1,0
necessarily_ineligible,1,1,0
necessarily_inefficient,1,1,0
necessarily_high,1,1,0
necessarily_heavy,1,1,0
necessarily_enduring,1,1,0
hopefully_pleased,1,1,0
necessarily_feasible,1,1,0
necessarily_fatal,1,1,0
hopefully_sunny,1,1,0
hopefully_tasteful,1,1,0
hopefully_tasty,1,0,1
necessarily_factual,1,0,1
hopefully_temporary,1,1,0
necessarily_external,1,1,0
hopefully_true,1,1,0
necessarily_exclusive,1,0,1
necessarily_excited,1,1,0
necessarily_evocative,1,1,0
hopefully_unhealthy,1,0,1
necessarily_eternal,1,1,0
hopefully_unique,1,0,1
necessarily_enjoyable,1,1,0
necessarily_engaging,1,0,1
necessarily_flattering,1,1,0
necessarily_fluent,1,1,0
necessarily_forceful,1,1,0
hopefully_relevant,1,1,0
hopefully_positive,1,0,1
necessarily_hateful,1,1,0
necessarily_harmful,1,1,0
hopefully_prescriptive,1,1,0
necessarily_hard,1,1,0
hopefully_pure,1,0,1
hopefully_ready,1,1,0
necessarily_grand,1,1,0
necessarily_foreseeable,1,1,0
necessarily_gory,1,1,0
hopefully_second,1,1,0
hopefully_similar,1,0,1
necessarily_funny,1,1,0
hopefully_solid,1,0,1
necessarily_friendly,1,1,0
necessarily_formulaic,1,1,0
necessarily_wealthy,1,1,0
necessarily_welcome,1,1,0
honestly_shocked,1,1,0
hitherto_unreported,1,1,0
never_disheveled,1,1,0
hitherto_taboo,1,0,1
never_dignified,1,1,0
never_delinquent,1,1,0
hitherto_unaware,1,1,0
hitherto_unexplored,1,1,0
never_cute,1,1,0
never_cut,1,1,0
never_curious,1,1,0
never_courageous,1,1,0
never_correct,1,1,0
never_cool,1,1,0
never_congruent,1,1,0
never_conceivable,1,1,0
hitherto_unimaginable,1,0,1
never_comfortable,1,1,0
never_clueless,1,1,0
hitherto_secret,1,1,0
never_distinguishable,1,1,0
never_disturbing,1,1,0
never_fatal,1,1,0
never_funny,1,1,0
never_functional,1,1,0
historically_verifiable,1,1,0
never_full,1,1,0
never_fortunate,1,1,0
never_foolproof,1,1,0
historically_whiter,1,1,0
never_fair,1,1,0
never_dry,1,1,0
never_existent,1,1,0
historically_wide,1,1,0
historically_worrisome,1,1,0
never_empty,1,1,0
never_effective,1,1,0
historically_worth,1,1,0
hitherto_inaccessible,1,0,1
never_closer,1,1,0
hitherto_untapped,1,0,1
historically_unwilling,1,1,0
never_clear-cut,1,1,0
honestly_better,1,1,0
honestly_blind,1,1,0
honestly_blunt,1,1,0
honestly_christian,1,1,0
never_acceptable,1,1,0
never_absolute,1,1,0
honestly_concerned,1,1,0
honestly_confused,1,1,0
neither_young,1,1,0
neither_wrong,1,1,0
neither_worrisome,1,1,0
honestly_creepy,1,1,0
neither_white,1,1,0
neither_welcoming,1,1,0
neither_warm,1,1,0
neither_useful,1,1,0
neither_true,1,1,0
honestly_absurd,1,1,0
never_angry,1,1,0
never_anti-american,1,1,0
never_bored,1,1,0
hitherto_unthinkable,1,0,1
hitherto_untouched,1,1,0
home_early,1,1,0
never_calm,1,1,0
never_busy,1,1,0
never_busier,1,1,0
home_full-time,1,0,1
never_black,1,1,0
never_appropriate,1,1,0
never_big,1,1,0
home_proud,1,1,0
never_beneficial,1,1,0
home_sick,1,1,0
home_sweet,1,0,1
never_average,1,1,0
home_tired,1,0,1
never_gay,1,1,0
never_harsh,1,1,0
neither_surprised,1,1,0
never_oral,1,1,0
historically_specific,1,1,0
never_precious,1,1,0
never_powerful,1,1,0
historically_static,1,0,1
never_positive,1,1,0
historically_subject,1,0,1
never_political,1,1,0
historically_substantive,1,0,1
historically_successful,1,1,0
never_personal,1,1,0
never_permissible,1,1,0
historically_suspicious,1,1,0
historically_sympathetic,1,1,0
never_peaceful,1,1,0
never_painful,1,1,0
never_overwhelming,1,1,0
never_overdone,1,1,0
historically_solid,1,1,0
never_productive,1,1,0
never_profitable,1,1,0
never_religious,1,1,0
never_satisfying,1,1,0
historically_selective,1,1,0
never_satisfactory,1,1,0
never_safe,1,1,0
never_sad,1,1,0
never_rude,1,1,0
never_rich,1,1,0
never_reliable,1,1,0
never_punctual,1,1,0
never_redundant,1,1,0
historically_shaky,1,1,0
historically_slow,1,1,0
historically_social,1,1,0
never_rational,1,1,0
never_quick,1,1,0
never_pushy,1,1,0
never_ours,1,1,0
never_opposite,1,1,0
never_high,1,1,0
historically_themed,1,1,0
never_light,1,1,0
historically_unpaid,1,1,0
historically_unparalleled,1,0,1
never_legit,1,1,0
never_late,1,1,0
historically_unpopular,1,1,0
historically_unrecognizable,1,0,1
never_intrusive,1,0,1
historically_unstable,1,1,0
never_inexperienced,1,1,0
never_incorrect,1,1,0
never_inconsistent,1,1,0
never_inappropriate,1,1,0
never_ideal,1,1,0
historically_untenable,1,1,0
never_human,1,1,0
never_hostile,1,1,0
historically_unorganized,1,1,0
never_loving,1,1,0
historically_unique,1,1,0
historically_truthful,1,1,0
never_ongoing,1,1,0
historically_tolerant,1,1,0
historically_toothless,1,1,0
historically_traumatic,1,1,0
historically_tribal,1,1,0
historically_trivial,1,1,0
never_nervous,1,1,0
never_negative,1,1,0
historically_unionized,1,1,0
historically_unaware,1,1,0
historically_underserved,1,1,0
historically_undervalued,1,1,0
historically_unfriendly,1,1,0
never_monotonous,1,1,0
never_mean,1,1,0
never_many,1,1,0
neither_temporary,1,1,0
neither_superior,1,1,0
honestly_scary,1,1,0
needlessly_dressy,1,1,0
needlessly_inconsistent,1,1,0
needlessly_impatient,1,1,0
needlessly_hyperbolic,1,1,0
needlessly_hurtful,1,1,0
needlessly_hostile,1,1,0
needlessly_heavy,1,1,0
honestly_infuriating,1,1,0
needlessly_generous,1,1,0
honestly_invigorating,1,0,1
needlessly_frightening,1,1,0
needlessly_frightened,1,1,0
needlessly_forceful,1,1,0
honestly_legit,1,1,0
needlessly_feverish,1,1,0
needlessly_experimental,1,1,0
honestly_legitimate,1,1,0
needlessly_entertaining,1,1,0
needlessly_indulgent,1,1,0
honestly_indignant,1,1,0
needlessly_insulting,1,1,0
needlessly_muddy,1,0,1
needlessly_optimistic,1,1,0
needlessly_onerous,1,1,0
honestly_happy,1,1,0
needlessly_obtrusive,1,1,0
honestly_heartbreaking,1,1,0
needlessly_negative,1,1,0
needlessly_mysterious,1,1,0
needlessly_miserable,1,0,1
needlessly_irresponsible,1,1,0
needlessly_mean-spirited,1,1,0
needlessly_mean,1,1,0
needlessly_lurid,1,1,0
honestly_horrific,1,1,0
needlessly_lengthy,1,1,0
honestly_ignorant,1,1,0
honestly_incapable,1,1,0
needlessly_embarrassing,1,1,0
needlessly_divisive,1,1,0
needlessly_overdone,1,1,0
needlessly_disruptive,1,1,0
needlessly_burdensome,1,1,0
honestly_personal,1,1,0
needlessly_argumentative,1,1,0
needlessly_anxious,1,1,0
needlessly_antagonistic,1,1,0
needlessly_annoying,1,1,0
needlessly_ambiguous,1,1,0
needlessly_aggressive,1,1,0
needlessly_adversarial,1,1,0
needlessly_abusive,1,1,0
honestly_prideful,1,1,0
honestly_right,1,1,0
necessarily_worthy,1,1,0
honestly_satisfying,1,1,0
necessarily_worse,1,1,0
necessarily_worrisome,1,1,0
necessarily_wonderful,1,1,0
needlessly_bureaucratic,1,1,0
needlessly_chaotic,1,1,0
needlessly_coarse,1,1,0
needlessly_critical,1,1,0
needlessly_disrespectful,1,1,0
needlessly_dismissive,1,1,0
honestly_major,1,1,0
honestly_medical,1,0,1
needlessly_deadly,1,1,0
honestly_most,1,1,0
honestly_naive,1,1,0
needlessly_crass,1,1,0
needlessly_colorful,1,1,0
needlessly_costly,1,1,0
needlessly_conversational,1,1,0
needlessly_controversial,1,1,0
honestly_natural,1,0,1
honestly_neutral,1,1,0
honestly_open,1,1,0
honestly_outraged,1,1,0
needlessly_overbearing,1,1,0
needlessly_painful,1,0,1
neither_sufficient,1,1,0
neither_cost-efficient,1,1,0
neither_literate,1,1,0
neither_intuitive,1,1,0
neither_inclined,1,1,0
neither_important,1,1,0
neither_hungry,1,1,0
honestly_different,1,0,1
neither_funny,1,1,0
neither_fortunate,1,1,0
neither_festive,1,1,0
honestly_disappointed,1,1,0
neither_enough,1,1,0
neither_enjoyable,1,1,0
neither_eligible,1,1,0
neither_effective,1,1,0
neither_easy,1,1,0
neither_early,1,1,0
neither_definitive,1,1,0
neither_necessary,1,1,0
neither_obvious,1,1,0
honestly_desirous,1,1,0
honestly_delightful,1,0,1
neither_spontaneous,1,1,0
neither_sober,1,1,0
neither_simple,1,1,0
neither_sick,1,1,0
neither_sexist,1,1,0
neither_scary,1,1,0
neither_satisfied,1,1,0
neither_relevant,1,1,0
neither_pious,1,1,0
neither_ready,1,1,0
neither_rational,1,1,0
neither_quick,1,1,0
neither_qualified,1,1,0
neither_practical,1,1,0
honestly_delusional,1,1,0
neither_plausible,1,1,0
honestly_dishonest,1,1,0
neither_convenient,1,1,0
needlessly_pessimistic,1,1,0
neither_closer,1,1,0
needlessly_thick,1,1,0
needlessly_theatrical,1,1,0
needlessly_stressful,1,1,0
needlessly_steamy,1,1,0
needlessly_soulful,1,1,0
needlessly_scary,1,1,0
honestly_generous,1,1,0
needlessly_satisfied,1,1,0
needlessly_sarcastic,1,1,0
needlessly_rude,1,1,0
needlessly_risky,1,1,0
honestly_good,1,1,0
needlessly_regressive,1,1,0
needlessly_racist,1,1,0
honestly_gorgeous,1,1,0
needlessly_polarizing,1,1,0
needlessly_picky,1,1,0
needlessly_tight,1,1,0
needlessly_tragic,1,1,0
honestly_flabbergasted,1,1,0
neither_attainable,1,1,0
honestly_disturbing,1,1,0
neither_clean,1,1,0
neither_chic,1,0,1
neither_capable,1,1,0
neither_aware,1,1,0
neither_available,1,1,0
honestly_embarrassing,1,1,0
honestly_enough,1,1,0
needlessly_vague,1,1,0
neither_accountable,1,1,0
neither_acceptable,1,1,0
honestly_excited,1,1,0
needlessly_worried,1,1,0
needlessly_weird,1,1,0
needlessly_vulgar,1,1,0
honestly_fearful,1,1,0
nearly_whimsical,1,1,0
hopelessly_distressed,1,0,1
never_secure,1,1,0
naturally_vigorous,1,0,1
naturally_verbose,1,1,0
horribly_grim,1,1,0
horribly_grotesque,1,1,0
naturally_variable,1,1,0
naturally_uplifting,1,0,1
naturally_unwilling,1,1,0
naturally_unsafe,1,1,0
naturally_unpredictable,1,0,1
naturally_unjust,1,1,0
naturally_unique,1,1,0
naturally_uneven,1,1,0
naturally_uncomfortable,1,1,0
naturally_unattractive,1,0,1
naturally_true,1,1,0
naturally_trickier,1,1,0
naturally_translucent,1,1,0
naturally_transient,1,1,0
naturally_vibrant,1,1,0
naturally_violent,1,1,0
nearly_warm,1,1,0
horribly_greasy,1,1,0
near_classic,1,1,0
near_blind,1,1,0
horribly_feral,1,0,1
near_analogous,1,1,0
near_alike,1,1,0
horribly_flammable,1,1,0
naturally_zero,1,1,0
horribly_flexible,1,1,0
horribly_frightening,1,1,0
horribly_galling,1,0,1
horribly_garish,1,1,0
naturally_wicked,1,1,0
horribly_good,1,1,0
naturally_weak,1,1,0
naturally_wavy,1,1,0
horribly_goofy,1,1,0
horribly_graphic,1,1,0
naturally_transactional,1,1,0
naturally_tolerant,1,1,0
naturally_tight,1,1,0
naturally_thinner,1,1,0
horribly_hungover,1,1,0
naturally_subconscious,1,1,0
horribly_hypocritical,1,0,1
horribly_ill-advised,1,0,1
horribly_immature,1,1,0
naturally_spooky,1,0,1
naturally_splendid,1,1,0
naturally_speedy,1,1,0
naturally_sparse,1,1,0
naturally_soothing,1,1,0
naturally_soft,1,1,0
naturally_smooth,1,1,0
horribly_impractical,1,1,0
horribly_imprecise,1,1,0
naturally_small,1,1,0
naturally_slimy,1,0,1
horribly_inane,1,1,0
naturally_subjective,1,1,0
horribly_hot,1,1,0
horribly_honest,1,1,0
naturally_tactile,1,1,0
horribly_handicapped,1,1,0
naturally_thicker,1,1,0
naturally_thick,1,1,0
horribly_harmful,1,1,0
naturally_tart,1,0,1
naturally_tall,1,1,0
horribly_haunting,1,0,1
naturally_systematic,1,1,0
naturally_subservient,1,1,0
naturally_sympathetic,1,1,0
horribly_hazardous,1,1,0
naturally_sustainable,1,1,0
horribly_hazy,1,1,0
horribly_hectic,1,1,0
naturally_supportive,1,0,1
naturally_superior,1,1,0
near_comparable,1,1,0
near_contemporary,1,1,0
near_correct,1,1,0
nearly_able,1,1,0
nearly_autonomous,1,1,0
horribly_defamatory,1,1,0
nearly_attainable,1,1,0
horribly_deluded,1,1,0
nearly_arbitrary,1,1,0
nearly_annual,1,1,0
nearly_amusing,1,1,0
nearly_amorphous,1,1,0
nearly_alone,1,1,0
nearly_alive,1,1,0
horribly_depressing,1,1,0
nearly_alien,1,1,0
nearly_adequate,1,1,0
nearly_accessible,1,1,0
nearly_acceptable,1,1,0
horribly_distasteful,1,1,0
horribly_distracting,1,0,1
horribly_debilitating,1,1,0
horribly_dangerous,1,0,1
horribly_damp,1,1,0
horribly_contagious,1,0,1
nearly_civil,1,1,0
horribly_confusing,1,1,0
nearly_cheap,1,1,0
horribly_congested,1,1,0
nearly_cathartic,1,0,1
nearly_capable,1,1,0
nearly_calm,1,1,0
nearly_brilliant,1,1,0
horribly_damaging,1,1,0
nearly_breathless,1,1,0
horribly_convenient,1,1,0
horribly_corny,1,0,1
horribly_cumbersome,1,1,0
nearly_big,1,1,0
nearly_better,1,0,1
nearly_best,1,1,0
nearly_abnormal,1,1,0
near_worthless,1,1,0
near_darned,1,1,0
near_worse,1,1,0
near_impassable,1,1,0
horribly_entertaining,1,1,0
near_hysterical,1,1,0
near_honest,1,1,0
near_great,1,1,0
horribly_excessive,1,1,0
horribly_exciting,1,1,0
near_frail,1,1,0
near_flawless,1,1,0
near_flat,1,1,0
near_first,1,1,0
near_exact,1,1,0
near_equal,1,1,0
horribly_exhilarating,1,0,1
horribly_exploitative,1,1,0
near_destitute,1,1,0
near_dead,1,1,0
horribly_enlightening,1,1,0
near_inevitable,1,1,0
near_insolvent,1,1,0
near_spiritual,1,0,1
near_viable,1,1,0
near_useless,1,1,0
near_universal,1,1,0
near_unbearable,1,1,0
near_unanimous,1,1,0
horribly_disturbing,1,0,1
horribly_divisive,1,0,1
near_soulful,1,0,1
horribly_embarrassed,1,1,0
near_silent,1,1,0
horribly_dramatic,1,0,1
near_poor,1,1,0
near_pointless,1,1,0
horribly_dreadful,1,0,1
horribly_dull,1,1,0
near_neutral,1,1,0
horribly_incompetent,1,1,0
naturally_sleek,1,1,0
horribly_inconceivable,1,1,0
naturally_impatient,1,1,0
naturally_introverted,1,1,0
horribly_obtuse,1,0,1
naturally_interwoven,1,1,0
naturally_international,1,0,1
naturally_intelligent,1,1,0
horribly_other,1,0,1
naturally_innovative,1,1,0
naturally_inherent,1,1,0
naturally_informal,1,1,0
naturally_infectious,1,0,1
naturally_indigenous,1,1,0
naturally_indecisive,1,1,0
naturally_incorrect,1,1,0
naturally_incomplete,1,1,0
horribly_outraged,1,1,0
naturally_incapable,1,1,0
naturally_impotent,1,1,0
horribly_obese,1,1,0
naturally_invisible,1,1,0
naturally_ironic,1,1,0
horribly_monotonous,1,1,0
naturally_lucky,1,1,0
horribly_misleading,1,1,0
horribly_missing,1,0,1
naturally_loud,1,1,0
naturally_long,1,1,0
naturally_likeable,1,1,0
naturally_likable,1,0,1
naturally_legitimate,1,0,1
naturally_irregular,1,1,0
horribly_morbid,1,1,0
horribly_mundane,1,1,0
horribly_neurotic,1,1,0
horribly_noisy,1,1,0
horribly_normal,1,1,0
naturally_keen,1,1,0
naturally_juicy,1,1,0
horribly_overdue,1,1,0
horribly_overpaid,1,1,0
horribly_misinformed,1,1,0
naturally_immaculate,1,1,0
horribly_plausible,1,1,0
horribly_pleasant,1,1,0
horribly_poisonous,1,1,0
horribly_polite,1,1,0
naturally_giddy,1,1,0
horribly_poor,1,1,0
naturally_generous,1,1,0
naturally_gay,1,1,0
horribly_random,1,1,0
naturally_full,1,1,0
naturally_frightening,1,1,0
naturally_friendly,1,1,0
horribly_reminiscent,1,0,1
naturally_freaky,1,1,0
naturally_flawed,1,1,0
naturally_firm,1,1,0
naturally_fine,1,1,0
naturally_graceful,1,1,0
naturally_gracious,1,1,0
horribly_perverse,1,0,1
horribly_partial,1,1,0
naturally_ignorant,1,1,0
naturally_horny,1,1,0
naturally_hilarious,1,1,0
horribly_paced,1,1,0
naturally_heterosexual,1,1,0
naturally_hesitant,1,1,0
naturally_helpful,1,1,0
naturally_healthy,1,0,1
naturally_green,1,0,1
naturally_hateful,1,1,0
horribly_persistent,1,1,0
naturally_hardcore,1,1,0
naturally_hard,1,1,0
naturally_handsome,1,1,0
naturally_hairless,1,1,0
horribly_persuasive,1,1,0
naturally_magical,1,1,0
naturally_male,1,1,0
horribly_ineffective,1,1,0
horribly_mediocre,1,1,0
horribly_judgmental,1,1,0
naturally_receptive,1,1,0
naturally_rebellious,1,1,0
naturally_ready,1,1,0
horribly_lazy,1,1,0
naturally_radioactive,1,1,0
naturally_radiant,1,1,0
horribly_limp,1,1,0
naturally_quick,1,1,0
horribly_literal,1,1,0
horribly_lonely,1,1,0
horribly_loud,1,1,0
horribly_low,1,1,0
naturally_promiscuous,1,1,0
naturally_prolific,1,0,1
horribly_lukewarm,1,1,0
horribly_medieval,1,0,1
naturally_relatable,1,1,0
horribly_judgemental,1,1,0
naturally_resilient,1,1,0
naturally_scary,1,1,0
naturally_shorter,1,1,0
naturally_shocking,1,1,0
naturally_shocked,1,1,0
naturally_sexy,1,1,0
naturally_sensitive,1,1,0
naturally_selective,1,1,0
naturally_seductive,1,0,1
naturally_satisfying,1,0,1
horribly_jealous,1,1,0
naturally_salty,1,1,0
naturally_ruthless,1,1,0
naturally_rude,1,1,0
horribly_irritating,1,1,0
naturally_romantic,1,0,1
horribly_jaded,1,1,0
naturally_rewarding,1,0,1
naturally_powerful,1,0,1
naturally_poor,1,1,0
naturally_manipulative,1,1,0
naturally_poetic,1,0,1
naturally_new,1,1,0
naturally_neurotic,1,1,0
naturally_necessary,1,1,0
naturally_neat,1,1,0
naturally_nasty,1,1,0
naturally_narrow,1,1,0
naturally_narcissistic,1,1,0
naturally_naive,1,1,0
horribly_mischievous,1,0,1
naturally_murderous,1,1,0
horribly_misguided,1,1,0
naturally_monogamous,1,1,0
naturally_modest,1,1,0
naturally_minded,1,1,0
naturally_massive,1,1,0
naturally_masculine,1,1,0
naturally_manly,1,1,0
naturally_nice,1,1,0
naturally_nicer,1,0,1
naturally_obsessed,1,1,0
naturally_overgrown,1,1,0
naturally_playful,1,1,0
naturally_pink,1,1,0
naturally_perky,1,1,0
horribly_messy,1,1,0
naturally_peaceful,1,1,0
naturally_partisan,1,1,0
naturally_overjoyed,1,1,0
naturally_outside,1,0,1
naturally_obstinate,1,1,0
naturally_outgoing,1,1,0
naturally_other,1,0,1
naturally_organic,1,1,0
naturally_optimistic,1,1,0
naturally_offensive,1,1,0
naturally_obvious,1,1,0
naturally_obtuse,1,1,0
horribly_condescending,1,0,1
horribly_complex,1,0,1
nearly_clever,1,1,0
hopelessly_obvious,1,0,1
nearly_satisfactory,1,1,0
nearly_sane,1,0,1
nearly_runny,1,1,0
hopelessly_nerdy,1,1,0
nearly_risk-free,1,1,0
hopelessly_nihilistic,1,1,0
nearly_right,1,1,0
nearly_reversible,1,1,0
nearly_respectable,1,1,0
nearly_resistant,1,1,0
nearly_relevant,1,1,0
hopelessly_nostalgic,1,1,0
nearly_redundant,1,1,0
nearly_red,1,1,0
nearly_realistic,1,1,0
hopelessly_obtuse,1,1,0
nearly_rare,1,1,0
hopelessly_muddled,1,1,0
nearly_secular,1,1,0
nearly_self-sufficient,1,1,0
hopelessly_mistaken,1,1,0
hopelessly_limp,1,1,0
nearly_speechless,1,1,0
nearly_spectacular,1,1,0
hopelessly_low,1,1,0
hopelessly_materialistic,1,1,0
nearly_simultaneous,1,1,0
hopelessly_misguided,1,1,0
nearly_significant,1,1,0
nearly_senseless,1,0,1
nearly_sick,1,1,0
nearly_shrill,1,0,1
nearly_sexual,1,1,0
hopelessly_moderate,1,1,0
nearly_serious,1,1,0
nearly_serene,1,0,1
nearly_separate,1,1,0
nearly_purple,1,1,0
nearly_proper,1,1,0
hopelessly_lazy,1,1,0
nearly_profitable,1,1,0
hopelessly_powerful,1,1,0
nearly_overcrowded,1,1,0
hopelessly_premature,1,1,0
hopelessly_quaint,1,1,0
hopelessly_quixotic,1,1,0
hopelessly_reductive,1,1,0
hopelessly_relaxed,1,1,0
nearly_offensive,1,1,0
hopelessly_self-centered,1,1,0
nearly_numb,1,1,0
hopelessly_shabby,1,1,0
hopelessly_simple,1,1,0
hopelessly_slow,1,1,0
hopelessly_smitten,1,0,1
hopelessly_stereotypical,1,1,0
hopelessly_stilted,1,1,0
hopelessly_stuffy,1,1,0
nearly_overpowering,1,1,0
hopelessly_positive,1,1,0
nearly_par,1,1,0
hopelessly_overgrown,1,1,0
nearly_professional,1,1,0
nearly_pristine,1,1,0
hopelessly_one-sided,1,1,0
hopelessly_overcrowded,1,1,0
nearly_practical,1,0,1
nearly_possible,1,1,0
nearly_positive,1,1,0
hopelessly_paranoid,1,1,0
hopelessly_perverted,1,1,0
nearly_polite,1,1,0
nearly_pointless,1,1,0
hopelessly_passe,1,1,0
nearly_pink,1,1,0
nearly_perpendicular,1,1,0
hopelessly_patriotic,1,1,0
nearly_pathetic,1,1,0
nearly_spotless,1,1,0
nearly_stable,1,1,0
nearly_mystical,1,0,1
nearly_unconditional,1,1,0
nearly_unoccupied,1,1,0
nearly_unnoticeable,1,1,0
nearly_unlimited,1,1,0
hopelessly_greedy,1,1,0
nearly_unknowable,1,0,1
hopelessly_homophobic,1,1,0
hopelessly_hopeless,1,0,1
nearly_uninhabitable,1,1,0
hopelessly_hungover,1,1,0
nearly_uniform,1,1,0
nearly_unified,1,1,0
hopelessly_ignorant,1,1,0
nearly_unforgivable,1,1,0
nearly_unflappable,1,0,1
nearly_unfinished,1,1,0
nearly_unfettered,1,1,0
nearly_underwater,1,1,0
nearly_unpaid,1,1,0
nearly_unparalleled,1,0,1
hopelessly_grandiose,1,0,1
hopelessly_exotic,1,0,1
hopelessly_drunk,1,1,0
hopelessly_dumb,1,1,0
hopelessly_eccentric,1,1,0
hopelessly_emotional,1,1,0
nearly_useful,1,0,1
hopelessly_endearing,1,0,1
nearly_unwieldy,1,0,1
nearly_unusable,1,1,0
hopelessly_goofy,1,1,0
nearly_untouched,1,1,0
hopelessly_formulaic,1,1,0
hopelessly_fragmented,1,1,0
nearly_unrelated,1,0,1
hopelessly_geeky,1,0,1
nearly_unrecognisable,1,1,0
nearly_unreadable,1,1,0
hopelessly_ill-equipped,1,1,0
nearly_unbroken,1,1,0
hopelessly_late,1,1,0
hopelessly_implausible,1,1,0
nearly_tasteless,1,1,0
hopelessly_intransigent,1,1,0
nearly_synonymous,1,1,0
nearly_symmetrical,1,1,0
nearly_symbolic,1,0,1
nearly_sure,1,1,0
nearly_supreme,1,1,0
nearly_supernatural,1,0,1
hopelessly_intriguing,1,0,1
hopelessly_irish,1,1,0
hopelessly_irrelevant,1,1,0
nearly_subtle,1,0,1
nearly_strident,1,1,0
hopelessly_large,1,1,0
nearly_sterile,1,1,0
nearly_stationary,1,1,0
nearly_static,1,1,0
hopelessly_insensitive,1,1,0
nearly_terrified,1,1,0
nearly_thick,1,1,0
nearly_truthful,1,1,0
hopelessly_impractical,1,1,0
hopelessly_inaccurate,1,1,0
nearly_unattainable,1,0,1
nearly_unarmed,1,1,0
hopelessly_incomplete,1,1,0
hopelessly_inconsistent,1,1,0
nearly_typical,1,1,0
hopelessly_incurable,1,1,0
nearly_tired,1,1,0
hopelessly_ineffectual,1,1,0
nearly_traumatic,1,0,1
hopelessly_inexperienced,1,1,0
nearly_tragic,1,1,0
hopelessly_inscrutable,1,1,0
nearly_toxic,1,1,0
hopelessly_insecure,1,1,0
nearly_mythical,1,1,0
nearly_motionless,1,1,0
horribly_complacent,1,1,0
nearly_elderly,1,1,0
horrendously_slow,1,1,0
horrendously_sour,1,0,1
nearly_explicit,1,1,0
horrendously_stupid,1,0,1
horrendously_ugly,1,1,0
nearly_excellent,1,1,0
horrendously_unpleasant,1,1,0
nearly_evil,1,1,0
nearly_everyday,1,1,0
horrendously_unpopular,1,1,0
horrendously_violent,1,1,0
nearly_erect,1,1,0
horribly_abusive,1,1,0
nearly_epic,1,0,1
horribly_aggravating,1,1,0
horribly_aimless,1,1,0
nearly_endless,1,1,0
nearly_famous,1,1,0
nearly_fanatical,1,1,0
horrendously_short-sighted,1,1,0
nearly_forgettable,1,0,1
horrendously_low,1,1,0
nearly_futile,1,1,0
nearly_funny,1,0,1
nearly_full-time,1,1,0
horrendously_ludicrous,1,1,0
horrendously_outdated,1,1,0
nearly_frantic,1,1,0
nearly_foreign,1,0,1
nearly_feral,1,1,0
nearly_foolproof,1,1,0
nearly_fluent,1,1,0
horrendously_overpriced,1,1,0
horrendously_sad,1,0,1
nearly_firm,1,1,0
horrendously_selfish,1,1,0
nearly_feverish,1,0,1
horribly_allergic,1,0,1
horribly_amazing,1,1,0
horrendously_long,1,1,0
horribly_american,1,0,1
nearly_daft,1,1,0
nearly_custom,1,1,0
nearly_crucial,1,1,0
nearly_critical,1,1,0
horribly_challenging,1,1,0
nearly_cool,1,1,0
horribly_cheap,1,0,1
nearly_contiguous,1,1,0
horribly_cheesy,1,1,0
horribly_chilling,1,0,1
nearly_complimentary,1,1,0
horribly_cluttered,1,1,0
nearly_competitive,1,1,0
nearly_compatible,1,1,0
nearly_comparable,1,1,0
nearly_common,1,1,0
nearly_cold,1,1,0
horribly_brutal,1,1,0
nearly_dangerous,1,0,1
horribly_bored,1,1,0
horribly_biased,1,1,0
horribly_annoying,1,1,0
horribly_arrogant,1,0,1
horribly_artificial,1,0,1
horribly_ashamed,1,1,0
horribly_askew,1,1,0
nearly_disastrous,1,1,0
horribly_baggy,1,1,0
horribly_binary,1,1,0
horribly_blurry,1,1,0
horribly_bitter,1,1,0
nearly_delirious,1,1,0
nearly_defunct,1,1,0
nearly_definitive,1,1,0
nearly_decent,1,1,0
nearly_debilitating,1,1,0
horribly_blunt,1,1,0
horrendously_loose,1,1,0
nearly_harmless,1,1,0
nearly_most,1,1,0
nearly_insufferable,1,1,0
nearly_linear,1,1,0
nearly_limitless,1,1,0
nearly_likable,1,1,0
hopelessly_uninteresting,1,1,0
nearly_late,1,1,0
nearly_lacking,1,1,0
nearly_irreversible,1,1,0
nearly_irresistible,1,0,1
hopelessly_unrelated,1,1,0
nearly_irrelevant,1,1,0
nearly_irrational,1,1,0
hopelessly_unreliable,1,1,0
hopelessly_useless,1,1,0
nearly_intolerable,1,1,0
nearly_interchangeable,1,1,0
nearly_intangible,1,0,1
hopelessly_vacant,1,1,0
hopelessly_unintelligible,1,0,1
nearly_livid,1,1,0
nearly_local,1,1,0
hopelessly_trivial,1,1,0
nearly_more,1,1,0
hopelessly_sweet,1,1,0
nearly_monogamous,1,1,0
nearly_modern,1,1,0
hopelessly_timid,1,1,0
nearly_minimum,1,1,0
nearly_midnight,1,1,0
hopelessly_unable,1,1,0
nearly_lowest,1,1,0
hopelessly_unaware,1,1,0
nearly_matte,1,1,0
nearly_married,1,0,1
nearly_mandatory,1,0,1
hopelessly_unimportant,1,1,0
hopelessly_uninformed,1,1,0
nearly_lyrical,1,0,1
hopelessly_vast,1,1,0
hopelessly_weird,1,1,0
nearly_heavenly,1,1,0
hopelessly_zany,1,1,0
nearly_immobile,1,1,0
