bigram_lower,SUM,pos-mirror-R,pos-mirror-L
perfectly_audible,4,4,0
plainly_unjust,4,4,0
fairly_silly,4,4,0
purely_electric,4,4,0
truly_incompetent,4,3,1
plainly_ridiculous,4,4,0
extremely_charismatic,4,3,1
more_contextual,4,1,3
very_misinformed,4,4,0
truly_inappropriate,4,1,3
fairly_shy,4,4,0
perfectly_awful,4,2,2
extremely_chilly,4,4,0
always_uncertain,4,4,0
inherently_untrustworthy,4,1,3
totally_refreshing,4,1,3
perfectly_balanced,4,2,2
fairly_severe,4,3,1
even_derogatory,4,4,0
as_inflexible,4,2,2
truly_patriotic,4,2,2
even_envious,4,4,0
particularly_picky,4,4,0
excessively_excited,4,4,0
insanely_dangerous,4,2,2
as_horrified,4,4,0
pretty_ambivalent,4,4,0
pretty_ambiguous,4,4,0
totally_funky,4,4,0
pretty_alright,4,4,0
pretty_agreeable,4,4,0
more_healthier,4,1,3
very_qualitative,4,3,1
more_synthetic,4,3,1
as_hypnotic,4,3,1
pretty_adequate,4,4,0
particularly_political,4,4,0
too_nauseous,4,4,0
even_extensive,4,4,0
more_heartbroken,4,4,0
totally_green,4,3,1
even_fancy,4,4,0
actually_younger,4,4,0
insanely_drunk,4,4,0
excessively_cool,4,4,0
actually_white,4,4,0
pretty_bare,4,4,0
totally_flawed,4,4,0
more_hardline,4,2,2
totally_focused,4,4,0
more_hardworking,4,4,0
allegedly_guilty,4,4,0
particularly_pernicious,4,1,3
totally_forbidden,4,3,1
too_nihilistic,4,2,2
even_faulty,4,4,0
insanely_easy,4,4,0
excessively_critical,4,3,1
as_high-profile,4,0,4
truly_unsavory,4,1,3
excessively_detailed,4,4,0
totally_fraudulent,4,4,0
all_low,4,4,0
even_exploitative,4,4,0
very_punitive,4,4,0
totally_handmade,4,4,0
particularly_quiet,4,3,1
predictably_unpredictable,4,4,0
far_brighter,4,3,1
far_bolder,4,2,2
particularly_provocative,4,2,2
precisely_equal,4,4,0
precisely_correct,4,3,1
particularly_quick,4,4,0
precariously_close,4,3,1
very_pro-active,4,4,0
far_busier,4,4,0
as_immature,4,2,2
excessively_risky,4,4,0
excessively_salty,4,4,0
very_feminist,4,4,0
acutely_unwell,4,4,0
particularly_related,4,2,2
totally_hostile,4,2,2
overly_opinionated,4,4,0
always_rewarding,4,3,1
predominantly_brown,4,4,0
pretty_able,4,4,0
predominately_white,4,4,0
very_psychological,4,3,1
more_restorative,4,4,0
too_nationalistic,4,4,0
properly_detailed,4,4,0
preferably_unheard,4,4,0
always_respectful,4,4,0
even_exemplary,4,4,0
particularly_profitable,4,4,0
predominately_black,4,4,0
more_hierarchical,4,2,2
predominantly_sunni,4,4,0
all_legal,4,4,0
far_cleaner,4,4,0
always_energetic,4,4,0
overly_pedantic,4,4,0
as_illustrious,4,4,0
always_responsive,4,4,0
very_prophetic,4,3,1
pretty_beefy,4,4,0
more_swollen,4,4,0
more_reverent,4,2,2
formerly_religious,4,4,0
more_glossy,4,1,3
more_gnarly,4,3,1
pretty_dense,4,3,1
pretty_delightful,4,4,0
pretty_definite,4,3,1
totally_devoted,4,3,1
allegedly_close,4,0,4
more_gory,4,1,3
all_necessary,4,4,0
actually_unemployed,4,4,0
particularly_modern,4,4,0
more_robotic,4,2,2
totally_dismissive,4,4,0
as_gruff,4,3,1
totally_disorganized,4,4,0
intensely_afraid,4,2,2
pretty_crisp,4,4,0
totally_dissimilar,4,3,1
pretty_determined,4,4,0
pretty_diligent,4,4,0
profoundly_sorry,4,0,4
truly_pathetic,4,2,2
profoundly_serious,4,3,1
pretty_distraught,4,4,0
particularly_lovely,4,0,4
pretty_distant,4,4,0
pretty_disruptive,4,4,0
insanely_profitable,4,4,0
as_greater,4,1,3
more_round,4,3,1
insanely_powerful,4,3,1
even_fundamental,4,4,0
profoundly_shocking,4,0,4
far_truer,4,2,2
pretty_disastrous,4,3,1
exceptionally_interesting,4,1,3
totally_delusional,4,4,0
more_glib,4,3,1
pretty_dim,4,4,0
exceptionally_kind,4,4,0
too_objective,4,4,0
always_prepared,4,3,1
totally_fascinating,4,0,4
far_lesser,4,2,2
pretty_chummy,4,4,0
profoundly_unfair,4,4,0
overly_punitive,4,4,0
appreciably_similar,4,4,0
actually_entertaining,4,3,1
as_hawkish,4,4,0
pretty_catastrophic,4,3,1
insanely_gorgeous,4,3,1
pretty_brief,4,4,0
truly_okay,4,4,0
far_kinder,4,2,2
profoundly_useful,4,2,2
excessively_active,4,4,0
even_fishy,4,4,0
as_heartbreaking,4,4,0
profoundly_wonderful,4,0,4
very_fantastical,4,4,0
even_filthy,4,4,0
as_haunting,4,4,0
even_forceful,4,4,0
profoundly_special,4,0,4
exceptionally_small,4,4,0
particularly_naughty,4,2,2
very_redundant,4,4,0
pretty_convenient,4,4,0
even_fragile,4,4,0
exceptionally_rich,4,4,0
pretty_compact,4,4,0
particularly_objectionable,4,1,3
profoundly_threatening,4,0,4
totally_entertaining,4,3,1
as_harrowing,4,4,0
exceptionally_smooth,4,3,1
overly_rambunctious,4,4,0
profoundly_troubling,4,1,3
even_forgivable,4,4,0
pretty_clumsy,4,4,0
totally_equal,4,4,0
far_out,4,3,1
as_harmonious,4,4,0
very_principled,4,3,1
even_entire,4,4,0
apparently_obvious,4,3,1
apparently_unknown,4,3,1
even_dogmatic,4,4,0
totally_inspiring,4,2,2
even_dizzy,4,4,0
potentially_different,4,1,3
apparently_responsible,4,2,2
psychologically_hard,4,4,0
more_regretful,4,4,0
overly_keen,4,3,1
always_skeptical,4,4,0
apparently_real,4,4,0
even_distinguishable,4,4,0
potentially_costly,4,3,1
more_inconceivable,4,1,3
more_inconsistent,4,4,0
frankly_inflammatory,4,4,0
always_smart,4,4,0
inexplicably_strange,4,2,2
exponentially_harder,4,4,0
particularly_vile,4,0,4
more_inane,4,2,2
even_dominate,4,4,0
as_incredulous,4,4,0
particularly_terrible,4,2,2
psychologically_compelling,4,2,2
even_dreamy,4,4,0
particularly_technical,4,4,0
totally_ineffectual,4,4,0
fantastically_beautiful,4,3,1
potentially_habitable,4,4,0
potentially_guilty,4,4,0
particularly_tender,4,3,1
particularly_thick,4,4,0
more_improper,4,4,0
potentially_fun,4,2,2
potentially_free,4,4,0
very_deferential,4,4,0
more_impressionable,4,4,0
apparently_shocked,4,4,0
even_downward,4,4,0
particularly_tight,4,4,0
even_downloadable,4,4,0
always_smooth,4,4,0
very_thrifty,4,3,1
particularly_vivid,4,4,0
possibly_real,4,4,0
particularly_young,4,4,0
as_inefficient,4,2,2
admittedly_difficult,4,4,0
innately_aware,4,4,0
possibly_russian,4,3,1
possibly_responsible,4,3,1
more_inflexible,4,4,0
apparently_okay,4,4,0
very_other,4,1,3
psychologically_unhealthy,4,2,2
possibly_profound,4,1,3
as_infamous,4,2,2
as_infectious,4,2,2
publically_accessible,4,4,0
overly_indulgent,4,4,0
possibly_overpaid,4,4,0
partly_black,4,4,0
possibly_only,4,4,0
possibly_similar,4,2,2
even_diplomatic,4,4,0
potentially_annoying,4,3,1
possibly_unwilling,4,4,0
totally_irresistible,4,0,4
even_disinterested,4,4,0
potentially_able,4,4,0
possibly_younger,4,4,0
possibly_worst,4,4,0
falsely_modest,4,4,0
truly_local,4,2,2
even_disheartening,4,4,0
more_recyclable,4,4,0
possibly_subject,4,4,0
even_disgusted,4,4,0
even_disgruntled,4,4,0
particularly_widespread,4,2,2
always_sore,4,4,0
more_recreational,4,2,2
very_overt,4,4,0
more_inebriated,4,4,0
more_inefficient,4,3,1
potentially_homeless,4,4,0
more_tangential,4,4,0
psychologically_beneficial,4,2,2
totally_immoral,4,2,2
actually_eager,4,3,1
even_empathetic,4,3,1
intensely_complicated,4,3,1
potentially_worrisome,4,1,3
more_hyperbolic,4,3,1
very_pop,4,2,2
apparently_unconnected,4,1,3
frankly_disgusting,4,3,1
potentially_uncomfortable,4,2,2
potentially_worthy,4,3,1
very_polished,4,3,1
overly_obedient,4,4,0
particularly_silly,4,1,3
fantastically_interesting,4,1,3
potentially_successful,4,4,0
potentially_subversive,4,4,0
even_elderly,4,4,0
apparently_unarmed,4,2,2
potentially_worth,4,2,2
particularly_savvy,4,4,0
overly_nervous,4,4,0
inordinately_expensive,4,4,0
particularly_resistant,4,4,0
inordinately_fond,4,3,1
apparently_unique,4,2,2
actually_edible,4,2,2
more_crunchy,4,2,2
more_reserved,4,2,2
more_horrified,4,4,0
excessively_tight,4,4,0
practically_certain,4,4,0
very_porous,4,4,0
particularly_risky,4,4,0
particularly_robust,4,4,0
very_prejudiced,4,4,0
powerfully_spiritual,4,0,4
even_endemic,4,4,0
as_impenetrable,4,3,1
excessively_wet,4,4,0
truly_more,4,3,1
more_iffy,4,4,0
particularly_slow,4,4,0
particularly_tasty,4,2,2
always_short,4,4,0
truly_mind-blowing,4,4,0
more_immoral,4,4,0
potentially_meaningful,4,2,2
potentially_lucrative,4,3,1
particularly_stunning,4,2,2
even_dynamic,4,3,1
truly_mesmerising,4,2,2
fantastically_delicious,4,2,2
potentially_intriguing,4,0,4
totally_inane,4,1,3
totally_inconsistent,4,1,3
totally_incredible,4,1,3
as_incoherent,4,3,1
potentially_inflammatory,4,2,2
as_incomplete,4,3,1
potentially_inaccurate,4,4,0
very_permanent,4,1,3
explicitly_clear,4,4,0
excruciatingly_funny,4,4,0
particularly_strange,4,1,3
truly_miserable,4,4,0
particularly_spooky,4,3,1
exclusively_ours,4,4,0
even_egotistical,4,4,0
potentially_scary,4,0,4
potentially_scandalous,4,4,0
particularly_sophisticated,4,4,0
totally_implausible,4,4,0
more_crooked,4,3,1
very_fixable,4,2,2
potentially_pregnant,4,4,0
intensely_critical,4,4,0
very_phony,4,2,2
totally_inactive,4,4,0
particularly_squeamish,4,3,1
excruciatingly_bad,4,4,0
more_taller,4,4,0
admirably_clear,4,4,0
as_inadequate,4,3,1
overly_moist,4,4,0
essentially_permanent,4,4,0
almost_live,4,4,0
outstandingly_beautiful,4,4,0
simply_preposterous,4,4,0
highly_articulate,4,4,0
mainly_dependent,4,4,0
simply_psychological,4,4,0
simply_proof,4,4,0
uniquely_spectacular,4,0,4
almost_transcendent,4,0,4
not_humane,4,4,0
bitterly_unhappy,4,3,1
just_weaker,4,4,0
definitely_small,4,4,0
surprisingly_incompetent,4,4,0
most_picturesque,4,4,0
also_incorrect,4,4,0
definitely_useful,4,3,1
simply_pathetic,4,4,0
simply_passive,4,4,0
also_independent,4,4,0
uniquely_sad,4,0,4
highly_artificial,4,2,2
widely_unknown,4,4,0
highly_alert,4,4,0
highly_autobiographical,4,4,0
magnificently_beautiful,4,2,2
almost_transparent,4,3,1
just_worthless,4,4,0
simply_selfish,4,4,0
simply_scary,4,4,0
not_homosexual,4,4,0
surprisingly_healthy,4,4,0
definitely_questionable,4,4,0
highly_authoritarian,4,4,0
simply_reckless,4,4,0
just_wonky,4,4,0
surprisingly_heavy,4,4,0
absolutely_familiar,4,3,1
also_impressed,4,4,0
also_impressive,4,4,0
simply_resistant,4,4,0
simply_religious,4,4,0
highly_athletic,4,4,0
also_indigenous,4,4,0
just_violent,4,4,0
so_breezy,4,4,0
absolutely_frightening,4,3,1
deliberately_harmful,4,4,0
simply_likely,4,4,0
not_incompetent,4,4,0
simply_laughable,4,4,0
simply_larger,4,4,0
deliberately_inaccurate,4,4,0
higher_available,4,4,0
manifestly_unjust,4,4,0
not_indecent,4,4,0
uniquely_original,4,0,4
manifestly_untrue,4,3,1
surprisingly_open,4,4,0
surprisingly_original,4,4,0
deliberately_nasty,4,4,0
surprisingly_personal,4,3,1
not_infectious,4,3,1
simply_innate,4,4,0
not_influential,4,4,0
simply_logical,4,4,0
simply_loud,4,4,0
simply_okay,4,4,0
simply_miraculous,4,4,0
simply_obvious,4,4,0
simply_obscure,4,4,0
vaguely_relevant,4,2,2
highly_adversarial,4,4,0
uniquely_pleasurable,4,0,4
simply_negative,4,4,0
simply_nasty,4,4,0
simply_modern,4,4,0
highly_abundant,4,4,0
deliberately_fraudulent,4,4,0
highly_abrasive,4,3,1
also_instrumental,4,4,0
absolutely_forbidden,4,3,1
uniquely_ours,4,1,3
most_pernicious,4,4,0
surprisingly_mundane,4,4,0
deliberately_evasive,4,4,0
manifestly_unfit,4,0,4
just_yellow,4,4,0
uniquely_terrible,4,1,3
not_hispanic,4,4,0
simply_unwell,4,4,0
not_frustrating,4,3,1
defensively_sound,4,4,0
surprisingly_creative,4,4,0
universally_effective,4,4,0
also_heavy,4,4,0
highly_deceptive,4,4,0
not_fundamental,4,4,0
highly_cynical,4,4,0
simply_untenable,4,4,0
not_frivolous,4,3,1
surprisingly_delicate,4,4,0
simply_unskilled,4,4,0
highly_curable,4,4,0
also_higher,4,4,0
also_hispanic,4,4,0
simply_unreadable,4,4,0
simply_unqualified,4,4,0
highly_credible,4,3,1
not_fruitful,4,4,0
simply_worse,4,4,0
simply_slow,4,4,0
most_powerless,4,3,1
deeply_uncertain,4,4,0
deeply_unethical,4,4,0
deeply_unfortunate,4,3,1
surprisingly_clean,4,3,1
longer_real,4,4,0
also_green,4,4,0
longer_red,4,4,0
deeply_unsatisfied,4,4,0
simultaneously_heartbreaking,4,4,0
surprisingly_consistent,4,4,0
surprisingly_comic,4,4,0
kinda_average,4,4,0
deeply_visceral,4,2,2
deeply_wonderful,4,3,1
simultaneously_beautiful,4,2,2
longer_secure,4,4,0
surprisingly_competitive,4,4,0
highly_delighted,4,4,0
definitely_bad,4,3,1
not_glorious,4,4,0
longer_valuable,4,4,0
definitely_lacking,4,1,3
simply_tedious,4,4,0
not_habitable,4,4,0
simply_tacky,4,4,0
simply_sympathetic,4,4,0
highly_clever,4,4,0
simply_superior,4,4,0
maddeningly_frustrating,4,4,0
maddeningly_inconsistent,4,4,0
highly_changeable,4,4,0
simply_unknowable,4,4,0
simply_stubborn,4,4,0
absolutely_exquisite,4,4,0
simply_splendid,4,4,0
vaguely_racist,4,2,2
highly_carcinogenic,4,4,0
incredibly_cheesy,4,4,0
bizarrely_compelling,4,3,1
simply_smart,4,4,0
also_ignorant,4,4,0
highly_complementary,4,4,0
simply_typical,4,4,0
definitely_false,4,4,0
surprisingly_elaborate,4,4,0
longer_white,4,4,0
wildly_comic,4,4,0
simply_unforgivable,4,4,0
keenly_attentive,4,4,0
simply_unenforceable,4,4,0
simply_uneducated,4,4,0
longer_worthy,4,3,1
bizarrely_inexplicable,4,0,4
loosely_connected,4,4,0
simply_uncool,4,4,0
highly_conscientious,4,3,1
simply_unconstitutional,4,4,0
lovingly_detailed,4,4,0
highly_conductive,4,4,0
highly_conditional,4,4,0
simply_unattractive,4,4,0
not_informative,4,4,0
simply_inferior,4,4,0
hideously_wrong,4,2,2
simply_anecdotal,4,4,0
simply_awe,4,4,0
not_merry,4,4,0
simply_avoidable,4,3,1
delightfully_entertaining,4,4,0
simply_attractive,4,4,0
absolutely_heartbroken,4,4,0
uniquely_disturbing,4,0,4
just_uncalled,4,4,0
not_minor,4,3,1
vaguely_suspicious,4,3,1
incredibly_deadly,4,3,1
uniquely_depressing,4,0,4
just_unattractive,4,4,0
simply_allergic,4,4,0
uniquely_delicious,4,1,3
massively_overrated,4,4,0
heavily_political,4,4,0
not_moderate,4,4,0
surprisingly_valuable,4,2,2
incredibly_damning,4,2,2
deliciously_tempting,4,4,0
delightfully_absurd,4,2,2
just_unethical,4,3,1
just_unemployed,4,4,0
deliciously_unique,4,2,2
markedly_worse,4,4,0
simply_competent,4,4,0
most_orthodox,4,3,1
hella_cool,4,3,1
simply_comical,4,4,0
simply_comfortable,4,4,0
simply_bigger,4,4,0
simply_cold,4,4,0
not_major,4,4,0
heavily_unionized,4,4,0
delightfully_awkward,4,3,1
simply_cheap,4,4,0
not_manly,4,4,0
bit_scary,4,4,0
simply_blind,4,4,0
simply_abstract,4,4,0
absolutely_hideous,4,4,0
massively_profitable,4,4,0
just_thin,4,4,0
not_noble,4,3,1
similarly_impressed,4,4,0
just_timeless,4,4,0
uniquely_chinese,4,0,4
similarly_heavy,4,0,4
almost_superhuman,4,1,3
similarly_epic,4,0,4
similarly_dull,4,3,1
similarly_dramatic,4,0,4
similarly_unique,4,1,3
just_thicker,4,4,0
similarly_disappointing,4,2,2
not_obligatory,4,4,0
wholly_untrue,4,4,0
not_oblivious,4,4,0
similarly_concerned,4,4,0
not_observable,4,4,0
not_obsessed,4,3,1
incredibly_delicate,4,2,2
materially_incomplete,4,4,0
not_neat,4,4,0
delightfully_simple,4,4,0
not_mushy,4,4,0
massively_supportive,4,4,0
not_musical,4,3,1
not_mutual,4,4,0
almost_symbolic,4,0,4
similarly_simple,4,3,1
similarly_reliable,4,4,0
similarly_profound,4,0,4
delightfully_refreshing,4,2,2
similarly_problematic,4,3,1
uniquely_cool,4,1,3
heavily_interested,4,4,0
just_touchy,4,4,0
similarly_neutral,4,2,2
materially_better,4,3,1
delightfully_silly,4,2,2
just_top-notch,4,4,0
simply_contrary,4,4,0
simply_cozy,4,4,0
not_inherent,4,3,1
not_itchy,4,4,0
simply_huge,4,4,0
incredibly_confused,4,3,1
vaguely_sensible,4,0,4
not_invasive,4,4,0
simply_helpful,4,4,0
simply_heartbreaking,4,4,0
not_irish,4,3,1
deliciously_awful,4,3,1
simply_gratuitous,4,4,0
most_patient,4,4,0
deliciously_close,4,2,2
simply_goofy,4,4,0
marginally_positive,4,4,0
surprisingly_safe,4,3,1
most_overwhelming,4,4,0
uniquely_important,4,0,4
incredibly_convenient,4,2,2
here_ready,4,4,0
most_pathetic,4,4,0
also_involved,4,4,0
simply_criminal,4,4,0
simply_incoherent,4,4,0
deliberately_rude,4,3,1
also_international,4,4,0
uniquely_local,4,1,3
deliberately_silly,4,4,0
vaguely_satisfying,4,1,3
simply_inconclusive,4,4,0
surprisingly_prescient,4,3,1
simply_incomplete,4,4,0
surprisingly_productive,4,3,1
simply_ill-equipped,4,4,0
marginally_famous,4,2,2
not_intellectual,4,4,0
bitingly_critical,4,4,0
simply_implausible,4,4,0
most_peaceful,4,4,0
deliberately_wrong,4,3,1
simply_illogical,4,4,0
delicately_beautiful,4,3,1
simply_flawed,4,4,0
incredibly_corny,4,3,1
uniquely_handmade,4,3,1
vaguely_spiritual,4,4,0
deliciously_perfect,4,1,3
almost_tangible,4,0,4
not_libertarian,4,4,0
simply_disappointing,4,4,0
not_like,4,4,0
simply_dim,4,4,0
uniquely_french,4,1,3
just_unfolding,4,4,0
bit_special,4,1,3
simply_fearful,4,4,0
surprisingly_special,4,1,3
not_livable,4,4,0
just_unfit,4,4,0
vaguely_subversive,4,0,4
also_less,4,4,0
simply_cute,4,3,1
not_lovely,4,4,0
not_loving,4,4,0
not_lethal,4,4,0
just_unhinged,4,4,0
simply_earnest,4,4,0
bit_surprised,4,4,0
here_longer,4,2,2
simply_famous,4,4,0
simply_familiar,4,4,0
deliciously_healthy,4,1,3
simply_fair,4,4,0
simply_factual,4,3,1
simply_exquisite,4,4,0
simply_exhausting,4,4,0
simply_excessive,4,4,0
here_happy,4,4,0
bit_tricky,4,4,0
simply_enthusiastic,4,4,0
surprisingly_smart,4,3,1
bit_surprising,4,3,1
here_early,4,4,0
vaguely_social,4,4,0
simply_easy,4,4,0
sincerely_sorry,4,4,0
sincerely_thankful,4,4,0
universally_positive,4,4,0
blessedly_free,4,4,0
super_vague,4,3,1
not_dense,4,4,0
wildly_misinformed,4,4,0
most_quiet,4,4,0
almost_unintelligible,4,4,0
decidedly_sinister,4,1,3
kinda_weak,4,4,0
slightly_spooky,4,1,3
slightly_small,4,4,0
little_overwhelming,4,4,0
incredibly_amusing,4,4,0
not_desirous,4,4,0
slightly_skeptical,4,4,0
not_destitute,4,4,0
little_subtler,4,0,4
highly_metaphorical,4,4,0
little_trickier,4,4,0
slightly_shy,4,4,0
slightly_stupid,4,1,3
not_delicious,4,3,1
slightly_wacky,4,4,0
not_decisive,4,4,0
slightly_vague,4,4,0
unquestionably_fortunate,4,4,0
literally_worth,4,4,0
highly_ornamental,4,4,0
wildly_misleading,4,4,0
highly_organized,4,4,0
slightly_unnatural,4,2,2
little_challenging,4,4,0
slightly_underwhelming,4,4,0
slightly_tacky,4,4,0
not_defensible,4,4,0
decidedly_new,4,1,3
absolutely_confidential,4,4,0
also_drunk,4,4,0
slightly_tougher,4,2,2
little_frustrating,4,3,1
not_delicate,4,4,0
slightly_tart,4,2,2
slightly_shiny,4,4,0
slightly_sharp,4,3,1
most_pure,4,4,0
deeply_autobiographical,4,4,0
not_discoverable,4,4,0
kinda_stuck,4,4,0
slightly_premature,4,4,0
wildly_irresponsible,4,3,1
slightly_political,4,4,0
not_disruptive,4,4,0
highly_irritating,4,4,0
slightly_perverse,4,0,4
superficially_different,4,4,0
highly_marketable,4,4,0
incredibly_arousing,4,3,1
logically_contradictory,4,4,0
slightly_original,4,2,2
not_distinguishable,4,4,0
also_empty,4,4,0
deeply_calming,4,1,3
highly_intrusive,4,4,0
not_distracting,4,3,1
slightly_provocative,4,2,2
not_discouraging,4,4,0
slightly_questionable,4,3,1
most_prudent,4,4,0
little_unbelievable,4,4,0
highly_mannered,4,4,0
super_warm,4,3,1
decidedly_unique,4,0,4
slightly_scared,4,4,0
absolutely_consistent,4,3,1
decidedly_unpleasant,4,2,2
decidedly_unsettling,4,1,3
not_dirty,4,4,0
slightly_riskier,4,3,1
highly_logical,4,3,1
decidedly_weird,4,4,0
highly_local,4,1,3
little_unexpected,4,0,4
decidedly_worse,4,3,1
slightly_reluctant,4,4,0
super_white,4,4,0
incredibly_aggressive,4,3,1
super_traditional,4,3,1
not_divine,4,3,1
not_contagious,4,4,0
unrelentingly_bleak,4,4,0
so_authoritarian,4,3,1
so_austere,4,2,2
super_satisfied,4,4,0
so_astronomical,4,3,1
not_constant,4,3,1
so_astonished,4,4,0
deceptively_difficult,4,4,0
super_secure,4,3,1
super_rough,4,4,0
so_artsy,4,2,2
super_sexual,4,4,0
so_arousing,4,1,3
super_silly,4,4,0
so_apprehensive,4,4,0
super_skilled,4,4,0
so_appalled,4,4,0
super_slick,4,1,3
boldly_colorful,4,3,1
so_awestruck,4,4,0
literally_underground,4,3,1
boldly_vibrant,4,4,0
so_bouncy,4,3,1
likely_unfamiliar,4,3,1
super_political,4,4,0
super_portable,4,1,3
also_crucial,4,4,0
also_cruel,4,4,0
not_comprehensible,4,2,2
so_blasphemous,4,2,2
deadly_dull,4,3,1
so_baggy,4,4,0
largely_different,4,3,1
deadly_poisonous,4,3,1
unspeakably_cruel,4,4,0
also_customizable,4,4,0
super_random,4,1,3
so_best,4,4,0
so_benevolent,4,4,0
so_bashful,4,4,0
super_slim,4,3,1
blissfully_oblivious,4,4,0
so_anti-american,4,3,1
most_reactionary,4,4,0
so_adaptable,4,4,0
largely_attributable,4,3,1
super_sugary,4,3,1
highly_pleased,4,4,0
highly_plausible,4,4,0
not_crisp,4,4,0
highly_physical,4,4,0
so_absolute,4,2,2
highly_persuasive,4,4,0
super_sophisticated,4,3,1
slyly_humorous,4,4,0
unquestionably_right,4,3,1
literally_perfect,4,4,0
slowly_lower,4,4,0
most_raw,4,4,0
slightly_wrinkled,4,4,0
not_damaging,4,4,0
wildly_misunderstood,4,4,0
decidedly_darker,4,2,2
blindly_loyal,4,3,1
unrealistically_low,4,4,0
super_stubborn,4,4,0
super_sore,4,4,0
so_angelic,4,3,1
super_sparkly,4,1,3
highly_preventable,4,4,0
largely_black,4,4,0
so_amicable,4,4,0
also_desperate,4,4,0
so_amateurish,4,2,2
highly_predictive,4,4,0
decidedly_bad,4,3,1
decidedly_better,4,3,1
decidedly_bullish,4,4,0
highly_potent,4,4,0
super_strange,4,3,1
so_advantageous,4,3,1
blindly_partisan,4,4,0
so_adroit,4,2,2
not_disturbing,4,4,0
supposedly_equal,4,4,0
wildly_dangerous,4,2,2
slightly_contradictory,4,1,3
deeply_moving,4,3,1
highly_fascinating,4,3,1
slightly_crunchy,4,4,0
most_preventable,4,4,0
deeply_necessary,4,2,2
wildly_fantastic,4,4,0
highly_extroverted,4,4,0
not_extraordinary,4,3,1
wildly_fanciful,4,4,0
deeply_mistaken,4,3,1
slightly_confident,4,4,0
blatantly_disrespectful,4,4,0
deeply_pathological,4,1,3
slightly_colder,4,4,0
incredibly_bitter,4,4,0
slightly_cloudy,4,4,0
slightly_cliche,4,3,1
wildly_expressive,4,4,0
deeply_motivated,4,3,1
slightly_cynical,4,4,0
slightly_entertaining,4,3,1
also_fearful,4,4,0
highly_gendered,4,4,0
longer_certain,4,4,0
blatantly_hostile,4,4,0
unnecessarily_detailed,4,4,0
kinda_interesting,4,4,0
deeply_jealous,4,4,0
deeply_joyous,4,4,0
highly_formal,4,4,0
unnecessarily_critical,4,4,0
deeply_misogynistic,4,4,0
deeply_magical,4,1,3
most_primitive,4,4,0
slightly_delusional,4,4,0
deeply_meditative,4,2,2
sure_glad,4,4,0
deeply_menacing,4,0,4
deeply_misguided,4,3,1
surely_amiss,4,4,0
kinda_fishy,4,2,2
slightly_choppy,4,4,0
