adj_lemma,TOTAL,negative,positive,ratio_neg,ratio_pos,bin_neg,bin_pos
long-lasting,2163,110,2053,0.051,0.949,0.1,0.9
unkind,2144,151,1993,0.07,0.93,0.1,0.9
sugary,2093,165,1928,0.079,0.921,0.1,0.9
antithetical,2067,132,1935,0.064,0.936,0.1,0.9
monolithic,2065,160,1905,0.077,0.923,0.1,0.9
wordy,2062,205,1857,0.099,0.901,0.1,0.9
unsympathetic,2060,153,1907,0.074,0.926,0.1,0.9
hoppy,2042,226,1816,0.111,0.889,0.1,0.9
promotional,2039,159,1880,0.078,0.922,0.1,0.9
blissful,2013,129,1884,0.064,0.936,0.1,0.9
scrupulous,2012,175,1837,0.087,0.913,0.1,0.9
stout,2008,112,1896,0.056,0.944,0.1,0.9
coy,1996,123,1873,0.062,0.938,0.1,0.9
cuddly,1982,194,1788,0.098,0.902,0.1,0.9
undone,1971,133,1838,0.067,0.933,0.1,0.9
preachy,1951,209,1742,0.107,0.893,0.1,0.9
disagreeable,1948,101,1847,0.052,0.948,0.1,0.9
celebratory,1943,104,1839,0.054,0.946,0.1,0.9
squeamish,1937,210,1727,0.108,0.892,0.1,0.9
verbose,1916,128,1788,0.067,0.933,0.1,0.9
racial,1912,134,1778,0.07,0.93,0.1,0.9
effusive,1901,177,1724,0.093,0.907,0.1,0.9
admissible,1892,129,1763,0.068,0.932,0.1,0.9
tenable,1884,151,1733,0.08,0.92,0.1,0.9
proof,1884,129,1755,0.068,0.932,0.1,0.9
revelatory,1828,195,1633,0.107,0.893,0.1,0.9
overjoyed,1824,120,1704,0.066,0.934,0.1,0.9
deft,1821,95,1726,0.052,0.948,0.1,0.9
omnipresent,1818,93,1725,0.051,0.949,0.1,0.9
obtrusive,1813,185,1628,0.102,0.898,0.1,0.9
perky,1809,101,1708,0.056,0.944,0.1,0.9
sparkly,1805,102,1703,0.057,0.943,0.1,0.9
choosy,1763,195,1568,0.111,0.889,0.1,0.9
injurious,1747,96,1651,0.055,0.945,0.1,0.9
germane,1745,178,1567,0.102,0.898,0.1,0.9
jolly,1743,137,1606,0.079,0.921,0.1,0.9
Sweet,1739,92,1647,0.053,0.947,0.1,0.9
dimensional,1734,173,1561,0.1,0.9,0.1,0.9
presumptuous,1715,256,1459,0.149,0.851,0.1,0.9
flaky,1709,94,1615,0.055,0.945,0.1,0.9
plush,1707,91,1616,0.053,0.947,0.1,0.9
mean-spirited,1705,102,1603,0.06,0.94,0.1,0.9
fortuitous,1696,89,1607,0.052,0.948,0.1,0.9
rhetorical,1685,107,1578,0.064,0.936,0.1,0.9
blase,1674,98,1576,0.059,0.941,0.1,0.9
informed,1661,158,1503,0.095,0.905,0.1,0.9
ostentatious,1635,106,1529,0.065,0.935,0.1,0.9
imaginable,1627,157,1470,0.096,0.904,0.1,0.9
breezy,1618,84,1534,0.052,0.948,0.1,0.9
spherical,1608,92,1516,0.057,0.943,0.1,0.9
snappy,1601,146,1455,0.091,0.909,0.1,0.9
stealthy,1598,135,1463,0.084,0.916,0.1,0.9
theological,1598,81,1517,0.051,0.949,0.1,0.9
monogamous,1584,85,1499,0.054,0.946,0.1,0.9
metaphorical,1580,83,1497,0.053,0.947,0.1,0.9
convertible,1561,124,1437,0.079,0.921,0.1,0.9
gregarious,1544,86,1458,0.056,0.944,0.1,0.9
cavaly,1541,139,1402,0.09,0.91,0.1,0.9
reproducible,1528,94,1434,0.062,0.938,0.1,0.9
spotless,1526,91,1435,0.06,0.94,0.1,0.9
daft,1525,133,1392,0.087,0.913,0.1,0.9
sanitary,1520,121,1399,0.08,0.92,0.1,0.9
villainous,1520,87,1433,0.057,0.943,0.1,0.9
ornamental,1511,89,1422,0.059,0.941,0.1,0.9
demonstrative,1510,198,1312,0.131,0.869,0.1,0.9
binary,1509,90,1419,0.06,0.94,0.1,0.9
answerable,1501,96,1405,0.064,0.936,0.1,0.9
gaudy,1497,176,1321,0.118,0.882,0.1,0.9
congruent,1459,129,1330,0.088,0.912,0.1,0.9
airtight,1444,121,1323,0.084,0.916,0.1,0.9
sex,1438,185,1253,0.129,0.871,0.1,0.9
clingy,1435,90,1345,0.063,0.937,0.1,0.9
sci-fi,1418,107,1311,0.075,0.925,0.1,0.9
pornographic,1415,72,1343,0.051,0.949,0.1,0.9
flush,1410,140,1270,0.099,0.901,0.1,0.9
didactic,1409,85,1324,0.06,0.94,0.1,0.9
matte,1406,104,1302,0.074,0.926,0.1,0.9
fastidious,1405,99,1306,0.07,0.93,0.1,0.9
long-lived,1398,77,1321,0.055,0.945,0.1,0.9
sacrosanct,1395,83,1312,0.059,0.941,0.1,0.9
bountiful,1386,86,1300,0.062,0.938,0.1,0.9
transactional,1381,78,1303,0.056,0.944,0.1,0.9
chronological,1375,85,1290,0.062,0.938,0.1,0.9
cloying,1372,108,1264,0.079,0.921,0.1,0.9
Fun,1371,83,1288,0.061,0.939,0.1,0.9
monetary,1358,173,1185,0.127,0.873,0.1,0.9
hyperbole,1342,108,1234,0.08,0.92,0.1,0.9
disheartened,1336,109,1227,0.082,0.918,0.1,0.9
hyperbolic,1336,85,1251,0.064,0.936,0.1,0.9
judgemental,1316,87,1229,0.066,0.934,0.1,0.9
glib,1315,103,1212,0.078,0.922,0.1,0.9
happier,1311,128,1183,0.098,0.902,0.1,0.9
affected,1307,76,1231,0.058,0.942,0.1,0.9
-understood,1304,176,1128,0.135,0.865,0.1,0.9
equipped,1294,93,1201,0.072,0.928,0.1,0.9
chaste,1293,82,1211,0.063,0.937,0.1,0.9
demoralizing,1293,73,1220,0.056,0.944,0.1,0.9
sappy,1287,105,1182,0.082,0.918,0.1,0.9
resident,1275,90,1185,0.071,0.929,0.1,0.9
edifying,1273,158,1115,0.124,0.876,0.1,0.9
undeserved,1273,119,1154,0.093,0.907,0.1,0.9
angelic,1262,75,1187,0.059,0.941,0.1,0.9
pedantic,1257,90,1167,0.072,0.928,0.1,0.9
discoverable,1255,76,1179,0.061,0.939,0.1,0.9
flippant,1251,89,1162,0.071,0.929,0.1,0.9
bashful,1244,73,1171,0.059,0.941,0.1,0.9
risk-free,1233,115,1118,0.093,0.907,0.1,0.9
egotistical,1233,66,1167,0.054,0.946,0.1,0.9
chubby,1231,65,1166,0.053,0.947,0.1,0.9
commensurate,1230,86,1144,0.07,0.93,0.1,0.9
torture,1225,97,1128,0.079,0.921,0.1,0.9
summery,1218,66,1152,0.054,0.946,0.1,0.9
justified,1216,95,1121,0.078,0.922,0.1,0.9
alarmed,1199,138,1061,0.115,0.885,0.1,0.9
glum,1178,77,1101,0.065,0.935,0.1,0.9
trans,1178,75,1103,0.064,0.936,0.1,0.9
bulletproof,1177,92,1085,0.078,0.922,0.1,0.9
jewish,1175,70,1105,0.06,0.94,0.1,0.9
suave,1142,70,1072,0.061,0.939,0.1,0.9
real-time,1130,117,1013,0.104,0.896,0.1,0.9
praiseworthy,1130,63,1067,0.056,0.944,0.1,0.9
beefy,1125,60,1065,0.053,0.947,0.1,0.9
saccharine,1120,69,1051,0.062,0.938,0.1,0.9
foolhardy,1117,98,1019,0.088,0.912,0.1,0.9
alarmist,1114,79,1035,0.071,0.929,0.1,0.9
contrite,1112,79,1033,0.071,0.929,0.1,0.9
kid-friendly,1106,56,1050,0.051,0.949,0.1,0.9
noticable,1104,135,969,0.122,0.878,0.1,0.9
dressy,1104,124,980,0.112,0.888,0.1,0.9
flowery,1101,80,1021,0.073,0.927,0.1,0.9
clearer,1101,79,1022,0.072,0.928,0.1,0.9
onboard,1098,77,1021,0.07,0.93,0.1,0.9
bloodthirsty,1098,67,1031,0.061,0.939,0.1,0.9
unambiguous,1098,58,1040,0.053,0.947,0.1,0.9
solvable,1094,76,1018,0.069,0.931,0.1,0.9
titillating,1094,64,1030,0.059,0.941,0.1,0.9
tactful,1086,97,989,0.089,0.911,0.1,0.9
peachy,1084,156,928,0.144,0.856,0.1,0.9
deterministic,1083,75,1008,0.069,0.931,0.1,0.9
heretical,1083,57,1026,0.053,0.947,0.1,0.9
jubilant,1081,62,1019,0.057,0.943,0.1,0.9
hereditary,1080,61,1019,0.056,0.944,0.1,0.9
eye-popping,1078,63,1015,0.058,0.942,0.1,0.9
chummy,1065,90,975,0.085,0.915,0.1,0.9
gung,1058,115,943,0.109,0.891,0.1,0.9
groundless,1053,61,992,0.058,0.942,0.1,0.9
cutesy,1042,95,947,0.091,0.909,0.1,0.9
cause,1038,120,918,0.116,0.884,0.1,0.9
impolite,1033,65,968,0.063,0.937,0.1,0.9
slutty,1033,54,979,0.052,0.948,0.1,0.9
swell,1016,61,955,0.06,0.94,0.1,0.9
solicitous,1012,65,947,0.064,0.936,0.1,0.9
tannic,998,62,936,0.062,0.938,0.1,0.9
snazzy,995,58,937,0.058,0.942,0.1,0.9
affective,979,72,907,0.074,0.926,0.1,0.9
prideful,976,56,920,0.057,0.943,0.1,0.9
hard-hitting,975,57,918,0.058,0.942,0.1,0.9
arguable,975,56,919,0.057,0.943,0.1,0.9
contiguous,974,66,908,0.068,0.932,0.1,0.9
spry,969,107,862,0.11,0.89,0.1,0.9
marked,964,55,909,0.057,0.943,0.1,0.9
divisible,958,74,884,0.077,0.923,0.1,0.9
enamoured,952,133,819,0.14,0.86,0.1,0.9
co-operative,947,60,887,0.063,0.937,0.1,0.9
high-tech,945,51,894,0.054,0.946,0.1,0.9
cushy,931,77,854,0.083,0.917,0.1,0.9
magnanimous,930,71,859,0.076,0.924,0.1,0.9
wrongheaded,927,64,863,0.069,0.931,0.1,0.9
excusable,923,64,859,0.069,0.931,0.1,0.9
dexterous,923,52,871,0.056,0.944,0.1,0.9
saucy,920,66,854,0.072,0.928,0.1,0.9
panicked,919,47,872,0.051,0.949,0.1,0.9
pointy,918,62,856,0.068,0.932,0.1,0.9
explainable,914,121,793,0.132,0.868,0.1,0.9
conceited,913,77,836,0.084,0.916,0.1,0.9
terminal,910,47,863,0.052,0.948,0.1,0.9
reducible,909,119,790,0.131,0.869,0.1,0.9
nosy,909,109,800,0.12,0.88,0.1,0.9
left,905,46,859,0.051,0.949,0.1,0.9
agressive,895,49,846,0.055,0.945,0.1,0.9
anathema,893,47,846,0.053,0.947,0.1,0.9
ladylike,886,87,799,0.098,0.902,0.1,0.9
precipitous,883,46,837,0.052,0.948,0.1,0.9
unequivocal,881,61,820,0.069,0.931,0.1,0.9
testable,880,77,803,0.088,0.912,0.1,0.9
anal,879,53,826,0.06,0.94,0.1,0.9
dutch,878,67,811,0.076,0.924,0.1,0.9
philanthropic,874,56,818,0.064,0.936,0.1,0.9
boozy,869,73,796,0.084,0.916,0.1,0.9
-conscious,868,58,810,0.067,0.933,0.1,0.9
omniscient,867,51,816,0.059,0.941,0.1,0.9
propitious,866,60,806,0.069,0.931,0.1,0.9
fallacious,861,62,799,0.072,0.928,0.1,0.9
svelte,859,49,810,0.057,0.943,0.1,0.9
brighter,857,60,797,0.07,0.93,0.1,0.9
credulous,856,60,796,0.07,0.93,0.1,0.9
shifty,855,51,804,0.06,0.94,0.1,0.9
accepting,852,51,801,0.06,0.94,0.1,0.9
trusting,852,47,805,0.055,0.945,0.1,0.9
syrupy,850,50,800,0.059,0.941,0.1,0.9
furry,842,61,781,0.072,0.928,0.1,0.9
boxy,842,47,795,0.056,0.944,0.1,0.9
definable,838,108,730,0.129,0.871,0.1,0.9
knowable,834,104,730,0.125,0.875,0.1,0.9
transmissible,824,53,771,0.064,0.936,0.1,0.9
glitzy,819,91,728,0.111,0.889,0.1,0.9
frisky,818,43,775,0.053,0.947,0.1,0.9
narrow-minded,815,47,768,0.058,0.942,0.1,0.9
inflationary,813,43,770,0.053,0.947,0.1,0.9
breakable,807,42,765,0.052,0.948,0.1,0.9
pejorative,806,47,759,0.058,0.942,0.1,0.9
fluff,803,94,709,0.117,0.883,0.1,0.9
obliging,802,49,753,0.061,0.939,0.1,0.9
boastful,800,45,755,0.056,0.944,0.1,0.9
prudish,796,57,739,0.072,0.928,0.1,0.9
glamourous,794,110,684,0.139,0.861,0.1,0.9
discernable,793,64,729,0.081,0.919,0.1,0.9
chocolatey,790,53,737,0.067,0.933,0.1,0.9
reproach,782,101,681,0.129,0.871,0.1,0.9
inimical,778,46,732,0.059,0.941,0.1,0.9
bliss,777,72,705,0.093,0.907,0.1,0.9
reverential,773,50,723,0.065,0.935,0.1,0.9
single-minded,771,51,720,0.066,0.934,0.1,0.9
cataclysmic,769,45,724,0.059,0.941,0.1,0.9
glam,768,48,720,0.062,0.938,0.1,0.9
unpacked,766,83,683,0.108,0.892,0.1,0.9
spiffy,762,41,721,0.054,0.946,0.1,0.9
exposed,760,39,721,0.051,0.949,0.1,0.9
shimmery,755,49,706,0.065,0.935,0.1,0.9
polemical,755,40,715,0.053,0.947,0.1,0.9
scintillating,754,64,690,0.085,0.915,0.1,0.9
prouder,754,44,710,0.058,0.942,0.1,0.9
rash,748,84,664,0.112,0.888,0.1,0.9
high-minded,735,47,688,0.064,0.936,0.1,0.9
causal,733,64,669,0.087,0.913,0.1,0.9
powdery,732,37,695,0.051,0.949,0.1,0.9
peppy,725,39,686,0.054,0.946,0.1,0.9
watertight,721,79,642,0.11,0.89,0.1,0.9
asexual,718,39,679,0.054,0.946,0.1,0.9
floppy,710,44,666,0.062,0.938,0.1,0.9
provable,708,70,638,0.099,0.901,0.1,0.9
categorical,704,59,645,0.084,0.916,0.1,0.9
fod,703,83,620,0.118,0.882,0.1,0.9
transferrable,703,48,655,0.068,0.932,0.1,0.9
glittery,700,57,643,0.081,0.919,0.1,0.9
springy,700,37,663,0.053,0.947,0.1,0.9
pithy,699,49,650,0.07,0.93,0.1,0.9
reciprocal,697,53,644,0.076,0.924,0.1,0.9
gentlemanly,696,42,654,0.06,0.94,0.1,0.9
highbrow,692,61,631,0.088,0.912,0.1,0.9
Egyptian,691,42,649,0.061,0.939,0.1,0.9
replicable,690,69,621,0.1,0.9,0.1,0.9
subliminal,690,39,651,0.057,0.943,0.1,0.9
explicable,684,62,622,0.091,0.909,0.1,0.9
representational,684,48,636,0.07,0.93,0.1,0.9
repentant,683,56,627,0.082,0.918,0.1,0.9
doctrinaire,682,42,640,0.062,0.938,0.1,0.9
anti-abortion,682,35,647,0.051,0.949,0.1,0.9
frothy,680,36,644,0.053,0.947,0.1,0.9
prim,678,41,637,0.06,0.94,0.1,0.9
bushy,672,44,628,0.065,0.935,0.1,0.9
imprudent,670,42,628,0.063,0.937,0.1,0.9
determinative,665,81,584,0.122,0.878,0.1,0.9
seaworthy,665,55,610,0.083,0.917,0.1,0.9
alien,654,43,611,0.066,0.934,0.1,0.9
punk,642,46,596,0.072,0.928,0.1,0.9
anti-war,642,38,604,0.059,0.941,0.1,0.9
milky,638,39,599,0.061,0.939,0.1,0.9
taller,636,44,592,0.069,0.931,0.1,0.9
angsty,634,41,593,0.065,0.935,0.1,0.9
italian,633,33,600,0.052,0.948,0.1,0.9
grippy,629,72,557,0.114,0.886,0.1,0.9
brainy,628,49,579,0.078,0.922,0.1,0.9
apposite,626,33,593,0.053,0.947,0.1,0.9
rid,623,79,544,0.127,0.873,0.1,0.9
antisemitic,622,36,586,0.058,0.942,0.1,0.9
patentable,620,38,582,0.061,0.939,0.1,0.9
bookish,619,38,581,0.061,0.939,0.1,0.9
touristic,612,39,573,0.064,0.936,0.1,0.9
settled,611,63,548,0.103,0.897,0.1,0.9
fulfilling,611,43,568,0.07,0.93,0.1,0.9
matter,611,32,579,0.052,0.948,0.1,0.9
snobby,607,51,556,0.084,0.916,0.1,0.9
soupy,605,41,564,0.068,0.932,0.1,0.9
loony,602,33,569,0.055,0.945,0.1,0.9
love,601,73,528,0.121,0.879,0.1,0.9
void,599,33,566,0.055,0.945,0.1,0.9
grouchy,597,33,564,0.055,0.945,0.1,0.9
spammy,596,42,554,0.07,0.93,0.1,0.9
carbonated,592,45,547,0.076,0.924,0.1,0.9
swanky,590,30,560,0.051,0.949,0.1,0.9
geographical,584,69,515,0.118,0.882,0.1,0.9
starchy,584,35,549,0.06,0.94,0.1,0.9
limb,581,61,520,0.105,0.895,0.1,0.9
remunerative,581,44,537,0.076,0.924,0.1,0.9
gung-ho,580,54,526,0.093,0.907,0.1,0.9
sanctimonious,578,35,543,0.061,0.939,0.1,0.9
snooty,573,38,535,0.066,0.934,0.1,0.9
generational,572,38,534,0.066,0.934,0.1,0.9
impermeable,566,30,536,0.053,0.947,0.1,0.9
salubrious,565,31,534,0.055,0.945,0.1,0.9
mortifying,564,31,533,0.055,0.945,0.1,0.9
canonical,563,35,528,0.062,0.938,0.1,0.9
physiological,563,33,530,0.059,0.941,0.1,0.9
fide,560,42,518,0.075,0.925,0.1,0.9
earth-,557,30,527,0.054,0.946,0.1,0.9
sequential,550,52,498,0.095,0.905,0.1,0.9
dimorphic,550,36,514,0.065,0.935,0.1,0.9
sport,549,28,521,0.051,0.949,0.1,0.9
spineless,542,29,513,0.054,0.946,0.1,0.9
royalty,539,33,506,0.061,0.939,0.1,0.9
tradable,534,28,506,0.052,0.948,0.1,0.9
hearsay,533,33,500,0.062,0.938,0.1,0.9
sure-footed,532,43,489,0.081,0.919,0.1,0.9
chargeable,529,27,502,0.051,0.949,0.1,0.9
linguistic,528,45,483,0.085,0.915,0.1,0.9
neighborly,527,61,466,0.116,0.884,0.1,0.9
outdoorsy,527,42,485,0.08,0.92,0.1,0.9
supportable,521,53,468,0.102,0.898,0.1,0.9
doughy,515,40,475,0.078,0.922,0.1,0.9
minty,511,33,478,0.065,0.935,0.1,0.9
fungible,510,36,474,0.071,0.929,0.1,0.9
stimulative,510,28,482,0.055,0.945,0.1,0.9
reviewable,509,30,479,0.059,0.941,0.1,0.9
anti-government,507,33,474,0.065,0.935,0.1,0.9
catty,505,26,479,0.051,0.949,0.1,0.9
anti-Muslim,504,29,475,0.058,0.942,0.1,0.9
geographic,503,54,449,0.107,0.893,0.1,0.9
obstructive,501,33,468,0.066,0.934,0.1,0.9
colorblind,501,27,474,0.054,0.946,0.1,0.9
defenceless,500,29,471,0.058,0.942,0.1,0.9
chauvinistic,500,27,473,0.054,0.946,0.1,0.9
top-,496,37,459,0.075,0.925,0.1,0.9
forsaken,496,28,468,0.056,0.944,0.1,0.9
Christmassy,487,47,440,0.097,0.903,0.1,0.9
waxy,487,26,461,0.053,0.947,0.1,0.9
downcast,484,31,453,0.064,0.936,0.1,0.9
unhygienic,480,36,444,0.075,0.925,0.1,0.9
determinable,477,71,406,0.149,0.851,0.1,0.9
jazz,475,54,421,0.114,0.886,0.1,0.9
Dumb,470,29,441,0.062,0.938,0.1,0.9
consistant,470,25,445,0.053,0.947,0.1,0.9
crabby,470,25,445,0.053,0.947,0.1,0.9
semantic,469,36,433,0.077,0.923,0.1,0.9
techy,465,53,412,0.114,0.886,0.1,0.9
communicable,465,29,436,0.062,0.938,0.1,0.9
compressible,465,24,441,0.052,0.948,0.1,0.9
over-the-top,465,24,441,0.052,0.948,0.1,0.9
displeasing,464,38,426,0.082,0.918,0.1,0.9
aboriginal,461,27,434,0.059,0.941,0.1,0.9
fatuous,460,32,428,0.07,0.93,0.1,0.9
fatiguing,458,25,433,0.055,0.945,0.1,0.9
mindblowing,456,26,430,0.057,0.943,0.1,0.9
idiomatic,454,32,422,0.07,0.93,0.1,0.9
familar,452,55,397,0.122,0.878,0.1,0.9
dishonorable,452,29,423,0.064,0.936,0.1,0.9
assiduous,448,23,425,0.051,0.949,0.1,0.9
full-featured,446,56,390,0.126,0.874,0.1,0.9
facetious,444,37,407,0.083,0.917,0.1,0.9
theirs,442,44,398,0.1,0.9,0.1,0.9
anti-trump,442,26,416,0.059,0.941,0.1,0.9
folk,441,35,406,0.079,0.921,0.1,0.9
chivalrous,440,23,417,0.052,0.948,0.1,0.9
accessable,439,26,413,0.059,0.941,0.1,0.9
onstage,437,30,407,0.069,0.931,0.1,0.9
suprised,437,30,407,0.069,0.931,0.1,0.9
impracticable,433,29,404,0.067,0.933,0.1,0.9
sellable,432,31,401,0.072,0.928,0.1,0.9
gamey,431,37,394,0.086,0.914,0.1,0.9
chocolaty,430,23,407,0.053,0.947,0.1,0.9
consonant,428,34,394,0.079,0.921,0.1,0.9
occupied,427,29,398,0.068,0.932,0.1,0.9
rest,426,24,402,0.056,0.944,0.1,0.9
laudatory,425,30,395,0.071,0.929,0.1,0.9
goth,425,29,396,0.068,0.932,0.1,0.9
tennis,424,56,368,0.132,0.868,0.1,0.9
felicitous,422,47,375,0.111,0.889,0.1,0.9
inviting,422,25,397,0.059,0.941,0.1,0.9
inapplicable,421,26,395,0.062,0.938,0.1,0.9
close-minded,420,25,395,0.06,0.94,0.1,0.9
programmatic,418,22,396,0.053,0.947,0.1,0.9
lookin,417,24,393,0.058,0.942,0.1,0.9
porn,414,48,366,0.116,0.884,0.1,0.9
hip-hop,414,29,385,0.07,0.93,0.1,0.9
suprising,413,49,364,0.119,0.881,0.1,0.9
audio,413,26,387,0.063,0.937,0.1,0.9
chirpy,412,24,388,0.058,0.942,0.1,0.9
splashy,411,38,373,0.092,0.908,0.1,0.9
hunky,411,28,383,0.068,0.932,0.1,0.9
noir,407,31,376,0.076,0.924,0.1,0.9
beastly,407,30,377,0.074,0.926,0.1,0.9
frumpy,407,21,386,0.052,0.948,0.1,0.9
radio-friendly,403,24,379,0.06,0.94,0.1,0.9
neon,402,28,374,0.07,0.93,0.1,0.9
findable,401,28,373,0.07,0.93,0.1,0.9
churlish,400,22,378,0.055,0.945,0.1,0.9
tongue-in-cheek,395,20,375,0.051,0.949,0.1,0.9
starstruck,394,29,365,0.074,0.926,0.1,0.9
frilly,393,53,340,0.135,0.865,0.1,0.9
unearned,393,20,373,0.051,0.949,0.1,0.9
steampunk,392,52,340,0.133,0.867,0.1,0.9
buzzy,392,24,368,0.061,0.939,0.1,0.9
telegenic,391,39,352,0.1,0.9,0.1,0.9
simpatico,390,30,360,0.077,0.923,0.1,0.9
stringy,390,23,367,0.059,0.941,0.1,0.9
clairvoyant,386,31,355,0.08,0.92,0.1,0.9
fizzy,385,35,350,0.091,0.909,0.1,0.9
dispositive,381,35,346,0.092,0.908,0.1,0.9
immodest,380,34,346,0.089,0.911,0.1,0.9
dewy,380,22,358,0.058,0.942,0.1,0.9
craven,380,21,359,0.055,0.945,0.1,0.9
anti-religious,378,33,345,0.087,0.913,0.1,0.9
ironclad,375,37,338,0.099,0.901,0.1,0.9
gassy,375,20,355,0.053,0.947,0.1,0.9
star-struck,373,33,340,0.088,0.912,0.1,0.9
friendless,373,28,345,0.075,0.925,0.1,0.9
exchangeable,373,19,354,0.051,0.949,0.1,0.9
irredeemable,372,33,339,0.089,0.911,0.1,0.9
bendable,372,26,346,0.07,0.93,0.1,0.9
blameworthy,372,25,347,0.067,0.933,0.1,0.9
ahistorical,370,19,351,0.051,0.949,0.1,0.9
decipherable,368,39,329,0.106,0.894,0.1,0.9
awed,368,31,337,0.084,0.916,0.1,0.9
sucessful,367,22,345,0.06,0.94,0.1,0.9
liquidy,366,28,338,0.077,0.923,0.1,0.9
impertinent,366,21,345,0.057,0.943,0.1,0.9
clean-cut,365,30,335,0.082,0.918,0.1,0.9
blust,364,37,327,0.102,0.898,0.1,0.9
setup,363,26,337,0.072,0.928,0.1,0.9
defeatist,363,24,339,0.066,0.934,0.1,0.9
unforeseeable,363,21,342,0.058,0.942,0.1,0.9
esthetic,363,20,343,0.055,0.945,0.1,0.9
amped,360,27,333,0.075,0.925,0.1,0.9
anti-capitalist,360,21,339,0.058,0.942,0.1,0.9
incontrovertible,358,37,321,0.103,0.897,0.1,0.9
Islamophobic,358,27,331,0.075,0.925,0.1,0.9
synchronous,358,22,336,0.061,0.939,0.1,0.9
jokey,357,23,334,0.064,0.936,0.1,0.9
virginal,355,25,330,0.07,0.93,0.1,0.9
periodic,354,21,333,0.059,0.941,0.1,0.9
unproblematic,353,34,319,0.096,0.904,0.1,0.9
housebroken,352,48,304,0.136,0.864,0.1,0.9
spendy,352,27,325,0.077,0.923,0.1,0.9
comely,352,23,329,0.065,0.935,0.1,0.9
accompli,348,39,309,0.112,0.888,0.1,0.9
oaky,348,39,309,0.112,0.888,0.1,0.9
nitpicky,348,21,327,0.06,0.94,0.1,0.9
zippy,347,37,310,0.107,0.893,0.1,0.9
skin-deep,344,50,294,0.145,0.855,0.1,0.9
unfeeling,344,22,322,0.064,0.936,0.1,0.9
trustful,343,34,309,0.099,0.901,0.1,0.9
threatened,340,34,306,0.1,0.9,0.1,0.9
coincident,339,29,310,0.086,0.914,0.1,0.9
slavish,339,24,315,0.071,0.929,0.1,0.9
generalizable,338,35,303,0.104,0.896,0.1,0.9
incarnate,338,23,315,0.068,0.932,0.1,0.9
disputable,337,19,318,0.056,0.944,0.1,0.9
Hawaiian,336,21,315,0.062,0.938,0.1,0.9
Communist,335,18,317,0.054,0.946,0.1,0.9
unpersuasive,335,18,317,0.054,0.946,0.1,0.9
grammatical,334,39,295,0.117,0.883,0.1,0.9
thin-skinned,334,20,314,0.06,0.94,0.1,0.9
appealable,333,36,297,0.108,0.892,0.1,0.9
well-received,333,29,304,0.087,0.913,0.1,0.9
hard-core,333,19,314,0.057,0.943,0.1,0.9
chicken,333,18,315,0.054,0.946,0.1,0.9
flip,332,21,311,0.063,0.937,0.1,0.9
persnickety,332,19,313,0.057,0.943,0.1,0.9
prissy,328,22,306,0.067,0.933,0.1,0.9
cakey,327,40,287,0.122,0.878,0.1,0.9
tanky,327,20,307,0.061,0.939,0.1,0.9
Harmless,327,17,310,0.052,0.948,0.1,0.9
oxymoronic,323,23,300,0.071,0.929,0.1,0.9
realizable,322,19,303,0.059,0.941,0.1,0.9
spreadable,322,19,303,0.059,0.941,0.1,0.9
garlicky,321,20,301,0.062,0.938,0.1,0.9
assessable,321,18,303,0.056,0.944,0.1,0.9
convergent,321,17,304,0.053,0.947,0.1,0.9
-sweet,320,17,303,0.053,0.947,0.1,0.9
cold-hearted,318,18,300,0.057,0.943,0.1,0.9
gauche,317,40,277,0.126,0.874,0.1,0.9
girlie,317,30,287,0.095,0.905,0.1,0.9
cognisant,315,20,295,0.063,0.937,0.1,0.9
exaggerating,314,42,272,0.134,0.866,0.1,0.9
nippy,314,18,296,0.057,0.943,0.1,0.9
self-reflective,314,17,297,0.054,0.946,0.1,0.9
clumpy,314,16,298,0.051,0.949,0.1,0.9
ill-timed,313,27,286,0.086,0.914,0.1,0.9
spoilery,312,39,273,0.125,0.875,0.1,0.9
interpretable,312,18,294,0.058,0.942,0.1,0.9
gluttonous,312,16,296,0.051,0.949,0.1,0.9
nosey,310,26,284,0.084,0.916,0.1,0.9
texan,309,33,276,0.107,0.893,0.1,0.9
Danish,309,21,288,0.068,0.932,0.1,0.9
constricting,309,20,289,0.065,0.935,0.1,0.9
vegan-friendly,308,20,288,0.065,0.935,0.1,0.9
obstructionist,308,16,292,0.052,0.948,0.1,0.9
pasty,307,17,290,0.055,0.945,0.1,0.9
politic,305,41,264,0.134,0.866,0.1,0.9
schmaltzy,305,19,286,0.062,0.938,0.1,0.9
scriptural,303,19,284,0.063,0.937,0.1,0.9
bendy,302,21,281,0.07,0.93,0.1,0.9
whelming,300,22,278,0.073,0.927,0.1,0.9
assignable,300,20,280,0.067,0.933,0.1,0.9
centric,300,20,280,0.067,0.933,0.1,0.9
-aware,300,18,282,0.06,0.94,0.1,0.9
overdrawn,296,29,267,0.098,0.902,0.1,0.9
probative,296,27,269,0.091,0.909,0.1,0.9
visable,296,24,272,0.081,0.919,0.1,0.9
cavalier,295,31,264,0.105,0.895,0.1,0.9
resolvable,294,35,259,0.119,0.881,0.1,0.9
whacky,293,19,274,0.065,0.935,0.1,0.9
atonal,293,16,277,0.055,0.945,0.1,0.9
heteronormative,291,15,276,0.052,0.948,0.1,0.9
unbiblical,290,31,259,0.107,0.893,0.1,0.9
