adj_lemma,TOTAL,negative,positive,ratio_neg,ratio_pos,bin_neg,bin_pos
usual,24296,369,23927,0.015,0.985,0.0,1.0
neutral,24285,649,23636,0.027,0.973,0.0,1.0
due,24250,481,23769,0.02,0.98,0.0,1.0
sensible,24242,713,23529,0.029,0.971,0.0,1.0
understandable,24207,552,23655,0.023,0.977,0.0,1.0
next,24160,72,24088,0.003,0.997,0.0,1.0
tougher,24076,235,23841,0.01,0.99,0.0,1.0
gentle,24033,692,23341,0.029,0.971,0.0,1.0
nasty,24016,574,23442,0.024,0.976,0.0,1.0
conventional,24012,400,23612,0.017,0.983,0.0,1.0
credible,23969,951,23018,0.04,0.96,0.0,1.0
elaborate,23922,538,23384,0.022,0.978,0.0,1.0
mobile,23765,885,22880,0.037,0.963,0.0,1.0
central,23668,875,22793,0.037,0.963,0.0,1.0
determined,23501,346,23155,0.015,0.985,0.0,1.0
rigorous,23486,697,22789,0.03,0.97,0.0,1.0
abundant,23390,773,22617,0.033,0.967,0.0,1.0
unpredictable,23386,362,23024,0.015,0.985,0.0,1.0
economical,23359,582,22777,0.025,0.975,0.0,1.0
distinctive,23339,572,22767,0.025,0.975,0.0,1.0
naked,23338,462,22876,0.02,0.98,0.0,1.0
vivid,23304,436,22868,0.019,0.981,0.0,1.0
apt,23239,926,22313,0.04,0.96,0.0,1.0
dull,23230,754,22476,0.032,0.968,0.0,1.0
contentious,23166,354,22812,0.015,0.985,0.0,1.0
regular,23125,550,22575,0.024,0.976,0.0,1.0
thoughtful,23056,409,22647,0.018,0.982,0.0,1.0
suspicious,23021,569,22452,0.025,0.975,0.0,1.0
polite,22701,1010,21691,0.044,0.956,0.0,1.0
incorrect,22651,934,21717,0.041,0.959,0.0,1.0
universal,22504,557,21947,0.025,0.975,0.0,1.0
unnecessary,22458,766,21692,0.034,0.966,0.0,1.0
unpleasant,22377,875,21502,0.039,0.961,0.0,1.0
contemporary,22358,197,22161,0.009,0.991,0.0,1.0
compact,22289,293,21996,0.013,0.987,0.0,1.0
ordinary,22198,460,21738,0.021,0.979,0.0,1.0
energetic,22086,430,21656,0.019,0.981,0.0,1.0
inevitable,22081,709,21372,0.032,0.968,0.0,1.0
explosive,21999,968,21031,0.044,0.956,0.0,1.0
creepy,21867,788,21079,0.036,0.964,0.0,1.0
legitimate,21812,560,21252,0.026,0.974,0.0,1.0
global,21757,190,21567,0.009,0.991,0.0,1.0
plausible,21742,838,20904,0.039,0.961,0.0,1.0
mainstream,21720,659,21061,0.03,0.97,0.0,1.0
accountable,21694,583,21111,0.027,0.973,0.0,1.0
unchanged,21673,43,21630,0.002,0.998,0.0,1.0
depressing,21672,679,20993,0.031,0.969,0.0,1.0
dirty,21663,952,20711,0.044,0.956,0.0,1.0
favorite,21507,159,21348,0.007,0.993,0.0,1.0
handsome,21495,824,20671,0.038,0.962,0.0,1.0
prosperous,21459,328,21131,0.015,0.985,0.0,1.0
endangered,21416,845,20571,0.039,0.961,0.0,1.0
manageable,21392,203,21189,0.009,0.991,0.0,1.0
ironic,21373,534,20839,0.025,0.975,0.0,1.0
selective,21303,371,20932,0.017,0.983,0.0,1.0
worthwhile,21244,507,20737,0.024,0.976,0.0,1.0
adventurous,21199,803,20396,0.038,0.962,0.0,1.0
tense,21074,438,20636,0.021,0.979,0.0,1.0
mysterious,21045,687,20358,0.033,0.967,0.0,1.0
nuanced,20988,278,20710,0.013,0.987,0.0,1.0
lethal,20971,469,20502,0.022,0.978,0.0,1.0
humble,20968,645,20323,0.031,0.969,0.0,1.0
raw,20923,380,20543,0.018,0.982,0.0,1.0
relaxing,20863,566,20297,0.027,0.973,0.0,1.0
interactive,20825,314,20511,0.015,0.985,0.0,1.0
luxurious,20757,543,20214,0.026,0.974,0.0,1.0
straight,20487,939,19548,0.046,0.954,0.0,1.0
outrageous,20356,788,19568,0.039,0.961,0.0,1.0
lonely,20336,698,19638,0.034,0.966,0.0,1.0
international,20159,123,20036,0.006,0.994,0.0,1.0
online,20154,336,19818,0.017,0.983,0.0,1.0
mundane,20145,236,19909,0.012,0.988,0.0,1.0
minimal,20133,146,19987,0.007,0.993,0.0,1.0
mistaken,19908,587,19321,0.029,0.971,0.0,1.0
pregnant,19880,821,19059,0.041,0.959,0.0,1.0
sunny,19772,685,19087,0.035,0.965,0.0,1.0
tolerant,19718,805,18913,0.041,0.959,0.0,1.0
ancient,19702,319,19383,0.016,0.984,0.0,1.0
loving,19689,428,19261,0.022,0.978,0.0,1.0
plain,19682,519,19163,0.026,0.974,0.0,1.0
messy,19657,791,18866,0.04,0.96,0.0,1.0
armed,19463,194,19269,0.01,0.99,0.0,1.0
ashamed,19411,668,18743,0.034,0.966,0.0,1.0
worse,19387,971,18416,0.05,0.95,0.0,1.0
inadequate,19212,202,19010,0.011,0.989,0.0,1.0
delighted,19198,851,18347,0.044,0.956,0.0,1.0
poignant,19182,293,18889,0.015,0.985,0.0,1.0
symbolic,19063,470,18593,0.025,0.975,0.0,1.0
cynical,19045,851,18194,0.045,0.955,0.0,1.0
inconsistent,18964,501,18463,0.026,0.974,0.0,1.0
foreign,18912,755,18157,0.04,0.96,0.0,1.0
sinister,18843,321,18522,0.017,0.983,0.0,1.0
blue,18831,689,18142,0.037,0.963,0.0,1.0
deserving,18798,834,17964,0.044,0.956,0.0,1.0
exotic,18739,537,18202,0.029,0.971,0.0,1.0
questionable,18739,235,18504,0.013,0.987,0.0,1.0
reminiscent,18737,182,18555,0.01,0.99,0.0,1.0
operational,18696,899,17797,0.048,0.952,0.0,1.0
upbeat,18696,465,18231,0.025,0.975,0.0,1.0
miserable,18668,576,18092,0.031,0.969,0.0,1.0
unheard,18617,575,18042,0.031,0.969,0.0,1.0
misleading,18548,472,18076,0.025,0.975,0.0,1.0
subjective,18547,301,18246,0.016,0.984,0.0,1.0
single,18398,268,18130,0.015,0.985,0.0,1.0
customizable,18378,224,18154,0.012,0.988,0.0,1.0
tempting,18365,416,17949,0.023,0.977,0.0,1.0
protective,18259,455,17804,0.025,0.975,0.0,1.0
shallow,18213,435,17778,0.024,0.976,0.0,1.0
unrelated,18195,325,17870,0.018,0.982,0.0,1.0
bless,18190,230,17960,0.013,0.987,0.0,1.0
average,18105,327,17778,0.018,0.982,0.0,1.0
affluent,18073,185,17888,0.01,0.99,0.0,1.0
unavailable,18060,104,17956,0.006,0.994,0.0,1.0
noteworthy,18027,651,17376,0.036,0.964,0.0,1.0
egregious,18022,488,17534,0.027,0.973,0.0,1.0
key,18014,248,17766,0.014,0.986,0.0,1.0
surreal,17983,188,17795,0.01,0.99,0.0,1.0
greater,17975,124,17851,0.007,0.993,0.0,1.0
wary,17917,268,17649,0.015,0.985,0.0,1.0
exceptional,17848,605,17243,0.034,0.966,0.0,1.0
alarming,17761,567,17194,0.032,0.968,0.0,1.0
formidable,17723,513,17210,0.029,0.971,0.0,1.0
larger,17708,156,17552,0.009,0.991,0.0,1.0
genuine,17688,427,17261,0.024,0.976,0.0,1.0
live,17615,410,17205,0.023,0.977,0.0,1.0
acute,17614,445,17169,0.025,0.975,0.0,1.0
readable,17469,320,17149,0.018,0.982,0.0,1.0
constant,17370,324,17046,0.019,0.981,0.0,1.0
classic,17348,281,17067,0.016,0.984,0.0,1.0
selfish,17330,756,16574,0.044,0.956,0.0,1.0
disruptive,17282,674,16608,0.039,0.961,0.0,1.0
particular,17276,582,16694,0.034,0.966,0.0,1.0
harmless,17276,577,16699,0.033,0.967,0.0,1.0
commercial,17222,468,16754,0.027,0.973,0.0,1.0
striking,17149,222,16927,0.013,0.987,0.0,1.0
spiritual,17144,510,16634,0.03,0.97,0.0,1.0
unbelievable,17128,297,16831,0.017,0.983,0.0,1.0
male,17124,531,16593,0.031,0.969,0.0,1.0
spacious,16947,383,16564,0.023,0.977,0.0,1.0
delightful,16919,371,16548,0.022,0.978,0.0,1.0
respectful,16914,520,16394,0.031,0.969,0.0,1.0
humorous,16854,274,16580,0.016,0.984,0.0,1.0
privileged,16835,415,16420,0.025,0.975,0.0,1.0
divisive,16816,410,16406,0.024,0.976,0.0,1.0
feminine,16794,522,16272,0.031,0.969,0.0,1.0
epic,16753,411,16342,0.025,0.975,0.0,1.0
faithful,16741,709,16032,0.042,0.958,0.0,1.0
sacred,16721,497,16224,0.03,0.97,0.0,1.0
rural,16709,115,16594,0.007,0.993,0.0,1.0
infamous,16677,90,16587,0.005,0.995,0.0,1.0
appreciative,16565,499,16066,0.03,0.97,0.0,1.0
insignificant,16446,328,16118,0.02,0.98,0.0,1.0
jealous,16410,488,15922,0.03,0.97,0.0,1.0
temporary,16379,213,16166,0.013,0.987,0.0,1.0
hazardous,16258,366,15892,0.023,0.977,0.0,1.0
underrated,16220,78,16142,0.005,0.995,0.0,1.0
adequate,16179,806,15373,0.05,0.95,0.0,1.0
vast,16132,478,15654,0.03,0.97,0.0,1.0
embarrassed,16118,541,15577,0.034,0.966,0.0,1.0
near,16092,266,15826,0.017,0.983,0.0,1.0
proficient,16091,796,15295,0.049,0.951,0.0,1.0
probable,16054,494,15560,0.031,0.969,0.0,1.0
sound,16046,788,15258,0.049,0.951,0.0,1.0
provocative,16017,346,15671,0.022,0.978,0.0,1.0
Christian,16009,755,15254,0.047,0.953,0.0,1.0
steady,15982,520,15462,0.033,0.967,0.0,1.0
misunderstood,15980,238,15742,0.015,0.985,0.0,1.0
bigger,15911,466,15445,0.029,0.971,0.0,1.0
slim,15886,386,15500,0.024,0.976,0.0,1.0
bored,15861,553,15308,0.035,0.965,0.0,1.0
strategic,15852,220,15632,0.014,0.986,0.0,1.0
thrilling,15837,790,15047,0.05,0.95,0.0,1.0
chaotic,15787,353,15434,0.022,0.978,0.0,1.0
elusive,15770,267,15503,0.017,0.983,0.0,1.0
ineffective,15699,719,14980,0.046,0.954,0.0,1.0
attentive,15611,595,15016,0.038,0.962,0.0,1.0
lightweight,15604,266,15338,0.017,0.983,0.0,1.0
akin,15568,156,15412,0.01,0.99,0.0,1.0
advantageous,15550,526,15024,0.034,0.966,0.0,1.0
contagious,15539,488,15051,0.031,0.969,0.0,1.0
simplistic,15519,456,15063,0.029,0.971,0.0,1.0
abusive,15507,297,15210,0.019,0.981,0.0,1.0
accustomed,15489,516,14973,0.033,0.967,0.0,1.0
female,15479,262,15217,0.017,0.983,0.0,1.0
equivalent,15456,698,14758,0.045,0.955,0.0,1.0
impactful,15441,558,14883,0.036,0.964,0.0,1.0
advisable,15441,536,14905,0.035,0.965,0.0,1.0
intricate,15434,253,15181,0.016,0.984,0.0,1.0
outspoken,15394,519,14875,0.034,0.966,0.0,1.0
proactive,15381,364,15017,0.024,0.976,0.0,1.0
dear,15258,289,14969,0.019,0.981,0.0,1.0
benign,15204,642,14562,0.042,0.958,0.0,1.0
sincere,15199,458,14741,0.03,0.97,0.0,1.0
fabulous,15181,404,14777,0.027,0.973,0.0,1.0
disgusting,15105,468,14637,0.031,0.969,0.0,1.0
scarce,15059,274,14785,0.018,0.982,0.0,1.0
such,15050,149,14901,0.01,0.99,0.0,1.0
ambiguous,15038,211,14827,0.014,0.986,0.0,1.0
commonplace,14981,446,14535,0.03,0.97,0.0,1.0
fearful,14919,466,14453,0.031,0.969,0.0,1.0
insightful,14868,379,14489,0.025,0.975,0.0,1.0
expansive,14821,343,14478,0.023,0.977,0.0,1.0
palatable,14814,529,14285,0.036,0.964,0.0,1.0
mindful,14733,274,14459,0.019,0.981,0.0,1.0
economic,14732,741,13991,0.05,0.95,0.0,1.0
organic,14663,414,14249,0.028,0.972,0.0,1.0
irresponsible,14631,562,14069,0.038,0.962,0.0,1.0
trivial,14618,625,13993,0.043,0.957,0.0,1.0
ubiquitous,14610,611,13999,0.042,0.958,0.0,1.0
pervasive,14528,396,14132,0.027,0.973,0.0,1.0
visual,14511,334,14177,0.023,0.977,0.0,1.0
gratifying,14462,377,14085,0.026,0.974,0.0,1.0
unsure,14457,125,14332,0.009,0.991,0.0,1.0
lengthy,14443,412,14031,0.029,0.971,0.0,1.0
defensive,14297,293,14004,0.02,0.98,0.0,1.0
intensive,14236,228,14008,0.016,0.984,0.0,1.0
tangible,14230,391,13839,0.027,0.973,0.0,1.0
agile,14177,475,13702,0.034,0.966,0.0,1.0
tedious,14116,407,13709,0.029,0.971,0.0,1.0
nutritious,14016,694,13322,0.05,0.95,0.0,1.0
passive,14005,457,13548,0.033,0.967,0.0,1.0
horrific,13986,319,13667,0.023,0.977,0.0,1.0
meaningless,13976,384,13592,0.027,0.973,0.0,1.0
generic,13955,238,13717,0.017,0.983,0.0,1.0
digital,13918,218,13700,0.016,0.984,0.0,1.0
abstract,13902,317,13585,0.023,0.977,0.0,1.0
respectable,13780,278,13502,0.02,0.98,0.0,1.0
compassionate,13730,297,13433,0.022,0.978,0.0,1.0
expressive,13678,437,13241,0.032,0.968,0.0,1.0
stubborn,13675,377,13298,0.028,0.972,0.0,1.0
individual,13618,207,13411,0.015,0.985,0.0,1.0
double,13613,126,13487,0.009,0.991,0.0,1.0
objective,13607,668,12939,0.049,0.951,0.0,1.0
magnificent,13463,194,13269,0.014,0.986,0.0,1.0
primitive,13454,156,13298,0.012,0.988,0.0,1.0
financial,13444,643,12801,0.048,0.952,0.0,1.0
ongoing,13442,59,13383,0.004,0.996,0.0,1.0
inferior,13422,358,13064,0.027,0.973,0.0,1.0
troublesome,13370,423,12947,0.032,0.968,0.0,1.0
bland,13369,305,13064,0.023,0.977,0.0,1.0
Muslim,13338,237,13101,0.018,0.982,0.0,1.0
fierce,13309,523,12786,0.039,0.961,0.0,1.0
irritating,13284,500,12784,0.038,0.962,0.0,1.0
portable,13281,510,12771,0.038,0.962,0.0,1.0
unsettling,13215,209,13006,0.016,0.984,0.0,1.0
brown,13164,285,12879,0.022,0.978,0.0,1.0
breathtaking,13094,220,12874,0.017,0.983,0.0,1.0
persistent,13068,254,12814,0.019,0.981,0.0,1.0
persuasive,13067,630,12437,0.048,0.952,0.0,1.0
variable,12981,120,12861,0.009,0.991,0.0,1.0
secular,12977,189,12788,0.015,0.985,0.0,1.0
mandatory,12931,419,12512,0.032,0.968,0.0,1.0
contradictory,12903,351,12552,0.027,0.973,0.0,1.0
lack,12857,193,12664,0.015,0.985,0.0,1.0
hesitant,12845,272,12573,0.021,0.979,0.0,1.0
sore,12832,485,12347,0.038,0.962,0.0,1.0
Cartisan,12831,430,12401,0.034,0.966,0.0,1.0
usable,12775,534,12241,0.042,0.958,0.0,1.0
vicious,12770,316,12454,0.025,0.975,0.0,1.0
smaller,12754,90,12664,0.007,0.993,0.0,1.0
uniform,12753,552,12201,0.043,0.957,0.0,1.0
immersive,12711,170,12541,0.013,0.987,0.0,1.0
asleep,12697,390,12307,0.031,0.969,0.0,1.0
unprecedented,12651,449,12202,0.035,0.965,0.0,1.0
youthful,12629,128,12501,0.01,0.99,0.0,1.0
automatic,12625,277,12348,0.022,0.978,0.0,1.0
unlimited,12584,129,12455,0.01,0.99,0.0,1.0
bullish,12578,598,11980,0.048,0.952,0.0,1.0
non-existent,12493,148,12345,0.012,0.988,0.0,1.0
daily,12486,22,12464,0.002,0.998,0.0,1.0
historic,12446,228,12218,0.018,0.982,0.0,1.0
inventive,12405,369,12036,0.03,0.97,0.0,1.0
pathetic,12400,401,11999,0.032,0.968,0.0,1.0
humane,12378,249,12129,0.02,0.98,0.0,1.0
noble,12365,517,11848,0.042,0.958,0.0,1.0
playful,12348,214,12134,0.017,0.983,0.0,1.0
adaptable,12341,282,12059,0.023,0.977,0.0,1.0
incapable,12306,298,12008,0.024,0.976,0.0,1.0
lenient,12300,275,12025,0.022,0.978,0.0,1.0
disastrous,12263,450,11813,0.037,0.963,0.0,1.0
inspirational,12262,258,12004,0.021,0.979,0.0,1.0
anonymous,12258,481,11777,0.039,0.961,0.0,1.0
balance,12214,100,12114,0.008,0.992,0.0,1.0
slight,12199,95,12104,0.008,0.992,0.0,1.0
annoyed,12189,315,11874,0.026,0.974,0.0,1.0
imaginative,12186,490,11696,0.04,0.96,0.0,1.0
traumatic,12182,443,11739,0.036,0.964,0.0,1.0
Jewish,12093,604,11489,0.05,0.95,0.0,1.0
accommodating,12077,594,11483,0.049,0.951,0.0,1.0
minded,12077,378,11699,0.031,0.969,0.0,1.0
zero,12056,141,11915,0.012,0.988,0.0,1.0
hectic,12052,508,11544,0.042,0.958,0.0,1.0
richer,12034,149,11885,0.012,0.988,0.0,1.0
fertile,12028,253,11775,0.021,0.979,0.0,1.0
pointless,11991,348,11643,0.029,0.971,0.0,1.0
worrisome,11968,419,11549,0.035,0.965,0.0,1.0
blunt,11948,374,11574,0.031,0.969,0.0,1.0
horny,11947,160,11787,0.013,0.987,0.0,1.0
glorious,11912,503,11409,0.042,0.958,0.0,1.0
secretive,11897,260,11637,0.022,0.978,0.0,1.0
aged,11875,154,11721,0.013,0.987,0.0,1.0
fitting,11857,405,11452,0.034,0.966,0.0,1.0
experimental,11832,205,11627,0.017,0.983,0.0,1.0
vigilant,11828,391,11437,0.033,0.967,0.0,1.0
pleasurable,11817,412,11405,0.035,0.965,0.0,1.0
compliant,11793,516,11277,0.044,0.956,0.0,1.0
bloody,11742,318,11424,0.027,0.973,0.0,1.0
assertive,11666,313,11353,0.027,0.973,0.0,1.0
reputable,11636,196,11440,0.017,0.983,0.0,1.0
inefficient,11592,302,11290,0.026,0.974,0.0,1.0
insecure,11589,239,11350,0.021,0.979,0.0,1.0
user-friendly,11572,510,11062,0.044,0.956,0.0,1.0
comfy,11545,420,11125,0.036,0.964,0.0,1.0
enticing,11539,493,11046,0.043,0.957,0.0,1.0
astonish,11536,184,11352,0.016,0.984,0.0,1.0
committed,11504,500,11004,0.043,0.957,0.0,1.0
terrified,11484,394,11090,0.034,0.966,0.0,1.0
confidential,11482,167,11315,0.015,0.985,0.0,1.0
easier,11475,420,11055,0.037,0.963,0.0,1.0
pale,11473,238,11235,0.021,0.979,0.0,1.0
worthless,11453,405,11048,0.035,0.965,0.0,1.0
pragmatic,11450,139,11311,0.012,0.988,0.0,1.0
flavorful,11438,527,10911,0.046,0.954,0.0,1.0
elite,11411,241,11170,0.021,0.979,0.0,1.0
captivating,11403,348,11055,0.031,0.969,0.0,1.0
homeless,11401,235,11166,0.021,0.979,0.0,1.0
literal,11395,544,10851,0.048,0.952,0.0,1.0
oblivious,11334,265,11069,0.023,0.977,0.0,1.0
British,11325,283,11042,0.025,0.975,0.0,1.0
arbitrary,11319,389,10930,0.034,0.966,0.0,1.0
outdated,11312,270,11042,0.024,0.976,0.0,1.0
seamless,11288,455,10833,0.04,0.96,0.0,1.0
dependable,11279,415,10864,0.037,0.963,0.0,1.0
fruitful,11272,514,10758,0.046,0.954,0.0,1.0
endure,11156,120,11036,0.011,0.989,0.0,1.0
intentional,11149,470,10679,0.042,0.958,0.0,1.0
caring,11145,259,10886,0.023,0.977,0.0,1.0
pertinent,11107,355,10752,0.032,0.968,0.0,1.0
unfamiliar,11085,544,10541,0.049,0.951,0.0,1.0
helpless,11078,478,10600,0.043,0.957,0.0,1.0
moist,11020,291,10729,0.026,0.974,0.0,1.0
dubious,11010,106,10904,0.01,0.99,0.0,1.0
peculiar,10959,163,10796,0.015,0.985,0.0,1.0
organized,10952,223,10729,0.02,0.98,0.0,1.0
collaborative,10899,95,10804,0.009,0.991,0.0,1.0
exempt,10799,412,10387,0.038,0.962,0.0,1.0
constructive,10797,408,10389,0.038,0.962,0.0,1.0
specialized,10774,36,10738,0.003,0.997,0.0,1.0
incompetent,10767,375,10392,0.035,0.965,0.0,1.0
acidic,10767,295,10472,0.027,0.973,0.0,1.0
relatable,10695,300,10395,0.028,0.972,0.0,1.0
cozy,10675,356,10319,0.033,0.967,0.0,1.0
flawless,10660,375,10285,0.035,0.965,0.0,1.0
muslim,10649,30,10619,0.003,0.997,0.0,1.0
several,10645,43,10602,0.004,0.996,0.0,1.0
favourable,10629,446,10183,0.042,0.958,0.0,1.0
fake,10629,261,10368,0.025,0.975,0.0,1.0
equitable,10626,105,10521,0.01,0.99,0.0,1.0
obese,10598,257,10341,0.024,0.976,0.0,1.0
candid,10555,328,10227,0.031,0.969,0.0,1.0
startling,10541,251,10290,0.024,0.976,0.0,1.0
heartbreaking,10495,223,10272,0.021,0.979,0.0,1.0
static,10466,287,10179,0.027,0.973,0.0,1.0
instrumental,10458,226,10232,0.022,0.978,0.0,1.0
lame,10455,299,10156,0.029,0.971,0.0,1.0
preferable,10454,240,10214,0.023,0.977,0.0,1.0
autonomous,10445,237,10208,0.023,0.977,0.0,1.0
improbable,10406,356,10050,0.034,0.966,0.0,1.0
Alien,10364,395,9969,0.038,0.962,0.0,1.0
gracious,10339,482,9857,0.047,0.953,0.0,1.0
adjustable,10336,107,10229,0.01,0.99,0.0,1.0
masculine,10305,358,9947,0.035,0.965,0.0,1.0
urban,10293,145,10148,0.014,0.986,0.0,1.0
chic,10282,295,9987,0.029,0.971,0.0,1.0
upsetting,10231,277,9954,0.027,0.973,0.0,1.0
unsafe,10218,360,9858,0.035,0.965,0.0,1.0
tame,10199,243,9956,0.024,0.976,0.0,1.0
prudent,10176,441,9735,0.043,0.957,0.0,1.0
pink,10168,374,9794,0.037,0.963,0.0,1.0
innocuous,10148,160,9988,0.016,0.984,0.0,1.0
approachable,10138,195,9943,0.019,0.981,0.0,1.0
respected,10121,122,9999,0.012,0.988,0.0,1.0
defunct,10086,29,10057,0.003,0.997,0.0,1.0
scenic,10085,231,9854,0.023,0.977,0.0,1.0
cheerful,10039,409,9630,0.041,0.959,0.0,1.0
vigorous,9957,289,9668,0.029,0.971,0.0,1.0
focused,9949,366,9583,0.037,0.963,0.0,1.0
decisive,9943,420,9523,0.042,0.958,0.0,1.0
exhausting,9910,327,9583,0.033,0.967,0.0,1.0
opaque,9904,341,9563,0.034,0.966,0.0,1.0
imperative,9887,237,9650,0.024,0.976,0.0,1.0
courageous,9882,311,9571,0.031,0.969,0.0,1.0
unprepared,9879,219,9660,0.022,0.978,0.0,1.0
English,9850,329,9521,0.033,0.967,0.0,1.0
opposite,9826,355,9471,0.036,0.964,0.0,1.0
proper,9820,426,9394,0.043,0.957,0.0,1.0
unreliable,9820,129,9691,0.013,0.987,0.0,1.0
scalable,9773,222,9551,0.023,0.977,0.0,1.0
clueless,9763,379,9384,0.039,0.961,0.0,1.0
brigh,9760,290,9470,0.03,0.97,0.0,1.0
gross,9728,471,9257,0.048,0.952,0.0,1.0
forceful,9712,443,9269,0.046,0.954,0.0,1.0
recognisable,9696,193,9503,0.02,0.98,0.0,1.0
disadvantaged,9696,89,9607,0.009,0.991,0.0,1.0
deliberate,9686,179,9507,0.018,0.982,0.0,1.0
Republican,9666,205,9461,0.021,0.979,0.0,1.0
legendary,9663,146,9517,0.015,0.985,0.0,1.0
indifferent,9653,351,9302,0.036,0.964,0.0,1.0
nonexistent,9637,110,9527,0.011,0.989,0.0,1.0
troubled,9610,159,9451,0.017,0.983,0.0,1.0
cohesive,9593,339,9254,0.035,0.965,0.0,1.0
yummy,9580,232,9348,0.024,0.976,0.0,1.0
superficial,9567,271,9296,0.028,0.972,0.0,1.0
horrifying,9561,294,9267,0.031,0.969,0.0,1.0
dare,9557,216,9341,0.023,0.977,0.0,1.0
overweight,9555,367,9188,0.038,0.962,0.0,1.0
eclectic,9546,75,9471,0.008,0.992,0.0,1.0
unsuccessful,9532,130,9402,0.014,0.986,0.0,1.0
paranoid,9519,368,9151,0.039,0.961,0.0,1.0
charismatic,9507,376,9131,0.04,0.96,0.0,1.0
artistic,9502,335,9167,0.035,0.965,0.0,1.0
cumbersome,9494,381,9113,0.04,0.96,0.0,1.0
holy,9492,286,9206,0.03,0.97,0.0,1.0
educational,9483,397,9086,0.042,0.958,0.0,1.0
exhaust,9481,188,9293,0.02,0.98,0.0,1.0
classy,9478,388,9090,0.041,0.959,0.0,1.0
distressing,9462,179,9283,0.019,0.981,0.0,1.0
speculative,9448,157,9291,0.017,0.983,0.0,1.0
slippery,9422,308,9114,0.033,0.967,0.0,1.0
catastrophic,9418,363,9055,0.039,0.961,0.0,1.0
definitive,9408,475,8933,0.05,0.95,0.0,1.0
mediocre,9388,168,9220,0.018,0.982,0.0,1.0
total,9344,76,9268,0.008,0.992,0.0,1.0
inaccessible,9325,104,9221,0.011,0.989,0.0,1.0
extinct,9309,264,9045,0.028,0.972,0.0,1.0
retarded,9309,230,9079,0.025,0.975,0.0,1.0
ardent,9258,55,9203,0.006,0.994,0.0,1.0
impatient,9255,207,9048,0.022,0.978,0.0,1.0
endearing,9250,276,8974,0.03,0.97,0.0,1.0
astounding,9250,137,9113,0.015,0.985,0.0,1.0
second,9249,71,9178,0.008,0.992,0.0,1.0
stronger,9228,98,9130,0.011,0.989,0.0,1.0
shaky,9189,112,9077,0.012,0.988,0.0,1.0
optional,9163,186,8977,0.02,0.98,0.0,1.0
educated,9143,142,9001,0.016,0.984,0.0,1.0
yellow,9141,226,8915,0.025,0.975,0.0,1.0
incomplete,9107,140,8967,0.015,0.985,0.0,1.0
alluring,9099,250,8849,0.027,0.973,0.0,1.0
dysfunctional,9088,162,8926,0.018,0.982,0.0,1.0
limitless,9050,47,9003,0.005,0.995,0.0,1.0
eccentric,9045,179,8866,0.02,0.98,0.0,1.0
gruesome,9038,228,8810,0.025,0.975,0.0,1.0
precarious,9035,117,8918,0.013,0.987,0.0,1.0
firm,9034,396,8638,0.044,0.956,0.0,1.0
painless,9030,211,8819,0.023,0.977,0.0,1.0
fraught,9008,241,8767,0.027,0.973,0.0,1.0
unnoticed,8984,24,8960,0.003,0.997,0.0,1.0
ruthless,8983,209,8774,0.023,0.977,0.0,1.0
doubtful,8966,125,8841,0.014,0.986,0.0,1.0
inexperienced,8961,118,8843,0.013,0.987,0.0,1.0
criminal,8956,364,8592,0.041,0.959,0.0,1.0
unemployed,8956,140,8816,0.016,0.984,0.0,1.0
picturesque,8929,318,8611,0.036,0.964,0.0,1.0
objectionable,8926,288,8638,0.032,0.968,0.0,1.0
Catholic,8925,315,8610,0.035,0.965,0.0,1.0
set,8858,164,8694,0.019,0.981,0.0,1.0
exact,8834,442,8392,0.05,0.95,0.0,1.0
excessive,8817,392,8425,0.044,0.956,0.0,1.0
informal,8813,72,8741,0.008,0.992,0.0,1.0
discerning,8809,202,8607,0.023,0.977,0.0,1.0
evocative,8779,180,8599,0.021,0.979,0.0,1.0
moral,8777,413,8364,0.047,0.953,0.0,1.0
contrary,8770,320,8450,0.036,0.964,0.0,1.0
dishonest,8769,410,8359,0.047,0.953,0.0,1.0
irresistible,8759,87,8672,0.01,0.99,0.0,1.0
chill,8739,83,8656,0.009,0.991,0.0,1.0
effortless,8724,329,8395,0.038,0.962,0.0,1.0
inept,8720,243,8477,0.028,0.972,0.0,1.0
uplifting,8713,317,8396,0.036,0.964,0.0,1.0
unwilling,8683,173,8510,0.02,0.98,0.0,1.0
top,8680,115,8565,0.013,0.987,0.0,1.0
sober,8675,303,8372,0.035,0.965,0.0,1.0
ominous,8624,234,8390,0.027,0.973,0.0,1.0
unbearable,8601,172,8429,0.02,0.98,0.0,1.0
holistic,8534,19,8515,0.002,0.998,0.0,1.0
insidious,8506,128,8378,0.015,0.985,0.0,1.0
humbling,8500,101,8399,0.012,0.988,0.0,1.0
bare,8471,229,8242,0.027,0.973,0.0,1.0
astute,8456,238,8218,0.028,0.972,0.0,1.0
infinite,8448,89,8359,0.011,0.989,0.0,1.0
enlightened,8436,290,8146,0.034,0.966,0.0,1.0
infectious,8435,169,8266,0.02,0.98,0.0,1.0
admirable,8431,377,8054,0.045,0.955,0.0,1.0
bankrupt,8426,174,8252,0.021,0.979,0.0,1.0
national,8419,238,8181,0.028,0.972,0.0,1.0
colourful,8395,195,8200,0.023,0.977,0.0,1.0
untouched,8394,59,8335,0.007,0.993,0.0,1.0
