,hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
228538,nyt_eng_19960902_0082_6:7,neg-ext-nonsubj,so_tired,so,tired,"If everyone around here was not so tired , Chicago might throw another party to celebrate what government officials said was the convention 's most important impact _ tons of free publicity that they say will draw more tourists and dollars to the city .",nyt_eng_19960902_0082_6,7,nyt_eng_199609,"The police said they also arrested a 19-year-old woman for walking topless through the streets of the Loop , a couple of miles from the United Center where the Democrats nominated President Clinton for a second term .","-LBQ-  We were under a microscope because of 1968 ,  -RDQ-  said Lisa Howard , a spokeswoman for Mayor Richard M. Daley .",nyt_eng_19960902,Nyt1,1996-09-02,negative,not_VP-adv,not,VP-adv,False,10800,1996,True
224416,nyt_eng_19960928_0189_35:14,neg-ext-nonsubj,so_lucky,so,lucky,"The next few times he clashed with Kemp , Dole would not be so lucky .",nyt_eng_19960928_0189_35,14,nyt_eng_199609,"During one of the many interviews he gave at the time , Dole told The Washington Post ,  -LBQ-  I never really understood all that supply-side business .  -RDQ-",-LRB- STORY CAN END HERE .,nyt_eng_19960928,Nyt1,1996-09-28,negative,not_VP-adv,not,VP-adv,True,9773,1996,True
265222,nyt_eng_19960928_0189_35:14,neg-mit,so_lucky,so,lucky,"The next few times he clashed with Kemp , Dole would not be so lucky .",nyt_eng_19960928_0189_35,14,nyt_eng_199609,"During one of the many interviews he gave at the time , Dole told The Washington Post ,  -LBQ-  I never really understood all that supply-side business .  -RDQ-",-LRB- STORY CAN END HERE .,nyt_eng_19960928,Nyt1,1996-09-28,negative,few_det-of-subj,few,det-of-subj,True,180,1996,True
200631,nyt_eng_19961011_0263_1:27,neg-ext-nonsubj,entirely_auspicious,entirely,auspicious,"Certainly the few times his campaign has tried to stage-manage an event that would bring a casual side into view , the results have not been entirely auspicious .",nyt_eng_19961011_0263_1,27,nyt_eng_199610,,"Last summer , for example , the campaign , eager to emphasize Dole 's fitness , invited a newspaper photographer to take pictures of him exercising on his treadmill .",nyt_eng_19961011,Nyt1,1996-10-11,negative,not_VP-adv,not,VP-adv,True,36111,1996,True
265054,nyt_eng_19961011_0263_1:27,neg-mit,entirely_auspicious,entirely,auspicious,"Certainly the few times his campaign has tried to stage-manage an event that would bring a casual side into view , the results have not been entirely auspicious .",nyt_eng_19961011_0263_1,27,nyt_eng_199610,,"Last summer , for example , the campaign , eager to emphasize Dole 's fitness , invited a newspaper photographer to take pictures of him exercising on his treadmill .",nyt_eng_19961011,Nyt1,1996-10-11,negative,few_det-of-subj,few,det-of-subj,True,93,1996,True
197747,nyt_eng_19961029_0104_8:13,neg-ext-nonsubj,as_sure,as,sure,"Jonathan Larson knew it , even though everyone around him was n't as sure .",nyt_eng_19961029_0104_8,13,nyt_eng_199610,-LBQ-  Rent  -RDQ-  was the show that would change all that .,He dreamed up the idea with a friend named Billy Aronson in 1989 ; they decided to transfer the artistes of Puccini 's 19th-century Left Bank to the East Village of the '90s .,nyt_eng_19961029,Nyt1,1996-10-29,negative,not_VP-adv,not,VP-adv,False,35473,1996,True
261600,nyt_eng_19961029_0104_8:13,unknown-polarity,as_sure,as,sure,"Jonathan Larson knew it , even though everyone around him was n't as sure .",nyt_eng_19961029_0104_8,13,nyt_eng_199610,-LBQ-  Rent  -RDQ-  was the show that would change all that .,He dreamed up the idea with a friend named Billy Aronson in 1989 ; they decided to transfer the artistes of Puccini 's 19th-century Left Bank to the East Village of the '90s .,nyt_eng_19961029,Nyt1,1996-10-29,unknown,everyone_subj,everyone,subj,False,347,1996,True
265139,nyt_eng_19961031_0322_3:17,neg-mit,particularly_appealing,particularly,appealing,"Even the few relatively decent men and women in this story of a kidnapping are n't particularly appealing , so the suspicion lingers that the film has more zest for sensation than for subtlety of character and a balanced depiction of life .",nyt_eng_19961031_0322_3,17,nyt_eng_199610,That outcome arises not from the excellence of  -LBQ-  Mercy  -RDQ-  but from its monotonous focus on nasty people and ugly incidents .,"-LBQ-  Mercy ,  -RDQ-  written and directed by Richard Shepard , stars John Rubinstein as Frank Kramer , a well-to-do divorced lawyer who lives in Manhattan , prides himself on his physical fitness and maintains the sort of crowded schedule in which days end with black-tie charity dinners .",nyt_eng_19961031,Nyt1,1996-10-31,negative,few_det-of-subj,few,det-of-subj,True,78,1996,True
213570,nyt_eng_19961031_0322_3:17,neg-ext-nonsubj,particularly_appealing,particularly,appealing,"Even the few relatively decent men and women in this story of a kidnapping are n't particularly appealing , so the suspicion lingers that the film has more zest for sensation than for subtlety of character and a balanced depiction of life .",nyt_eng_19961031_0322_3,17,nyt_eng_199610,That outcome arises not from the excellence of  -LBQ-  Mercy  -RDQ-  but from its monotonous focus on nasty people and ugly incidents .,"-LBQ-  Mercy ,  -RDQ-  written and directed by Richard Shepard , stars John Rubinstein as Frank Kramer , a well-to-do divorced lawyer who lives in Manhattan , prides himself on his physical fitness and maintains the sort of crowded schedule in which days end with black-tie charity dinners .",nyt_eng_19961031,Nyt1,1996-10-31,negative,not_VP-adv,not,VP-adv,True,35357,1996,True
256646,nyt_eng_19961113_0521_15:11,neg-ext-subj,quite_right,quite,right,"Yet , no question about it , something is not quite right with him .",nyt_eng_19961113_0521_15,11,nyt_eng_199611,"He has rushed for 1,000 yards or more for five consecutive seasons , and he still has power and moves .","He does not have the zip he once had , even as recently as one year ago .",nyt_eng_19961113,Nyt1,1996-11-13,negative,no_subj-det,no,subj-det,True,572,1996,True
216326,nyt_eng_19961113_0521_15:11,neg-ext-nonsubj,quite_right,quite,right,"Yet , no question about it , something is not quite right with him .",nyt_eng_19961113_0521_15,11,nyt_eng_199611,"He has rushed for 1,000 yards or more for five consecutive seasons , and he still has power and moves .","He does not have the zip he once had , even as recently as one year ago .",nyt_eng_19961113,Nyt1,1996-11-13,negative,not_VP-adv,not,VP-adv,True,61305,1996,True
261845,nyt_eng_19970320_0735_19:5,unknown-polarity,so_bullish,so,bullish,But everyone is not so bullish .,nyt_eng_19970320_0735_19,5,nyt_eng_199703,"Boyd predicts that D\/FW will become one of the top two U.S. gateways to Asia , as American boosts its international traffic and benefits from a stronger feeder system because of the smaller jets .","-LBQ-  American will continue to have the highest cost structure in the industry , and it looks to be significantly impaired over the long term ,  -RDQ-  said Vivian Lee , an analyst at BT Securities in New York .",nyt_eng_19970320,Nyt1,1997-03-20,unknown,everyone_subj,everyone,subj,True,718,1997,True
220713,nyt_eng_19970320_0735_19:5,neg-ext-nonsubj,so_bullish,so,bullish,But everyone is not so bullish .,nyt_eng_19970320_0735_19,5,nyt_eng_199703,"Boyd predicts that D\/FW will become one of the top two U.S. gateways to Asia , as American boosts its international traffic and benefits from a stronger feeder system because of the smaller jets .","-LBQ-  American will continue to have the highest cost structure in the industry , and it looks to be significantly impaired over the long term ,  -RDQ-  said Vivian Lee , an analyst at BT Securities in New York .",nyt_eng_19970320,Nyt1,1997-03-20,negative,not_VP-adv,not,VP-adv,True,44163,1997,True
192507,nyt_eng_19970407_0218_19:32,neg-ext-nonsubj,as_little,as,little,"But what about Russia 's far reaches ? Is there as much money to burn in Murmansk as there obviously is in Moscow ? Perhaps not , but neither is there as little as was previously believed .",nyt_eng_19970407_0218_19,32,nyt_eng_199704,-LBQ-  Clearly the price of real estate in the world is directly related to the distance from the Kremlin walls .  -RDQ-,"A survey released in March of about 4,000 people across Russia estimated that the average Russian household takes in about $ 205 to $ 220 a month _ nearly double the official totals .",nyt_eng_19970407,Nyt1,1997-04-07,negative,not_VP-adv,not,VP-adv,True,64740,1997,True
256080,nyt_eng_19970407_0218_19:32,neg-ext-subj,as_little,as,little,"But what about Russia 's far reaches ? Is there as much money to burn in Murmansk as there obviously is in Moscow ? Perhaps not , but neither is there as little as was previously believed .",nyt_eng_19970407_0218_19,32,nyt_eng_199704,-LBQ-  Clearly the price of real estate in the world is directly related to the distance from the Kremlin walls .  -RDQ-,"A survey released in March of about 4,000 people across Russia estimated that the average Russian household takes in about $ 205 to $ 220 a month _ nearly double the official totals .",nyt_eng_19970407,Nyt1,1997-04-07,negative,neither_subj-NP,neither,subj-NP,True,103,1997,True
265287,nyt_eng_19970415_0316_4:11,neg-mit,too_difficult,too,difficult,"The thing is , the first few columns are not too difficult _ you can let loose a hobby horse for a quick canter around a 650-word course .",nyt_eng_19970415_0316_4,11,nyt_eng_199704,I gather your first column is to be circulated today -LRB- Tuesday -RRB- and I look forward to seeing your debut .,"But that can pretty swiftly become tiresome , and you end up resorting to moaning about the delays and cancellations on South West Trains or moving on to the portentous stuff _ like why-oh-why does Newt Gingrich keep saying  -LBQ-  Let 's bomb Iran  -RDQ-  _ and I suspect the New York Times already has its fair share of that .",nyt_eng_19970415,Nyt1,1997-04-15,negative,few_det-of-subj,few,det-of-subj,False,168,1997,True
236582,nyt_eng_19970415_0316_4:11,neg-ext-nonsubj,too_difficult,too,difficult,"The thing is , the first few columns are not too difficult _ you can let loose a hobby horse for a quick canter around a 650-word course .",nyt_eng_19970415_0316_4,11,nyt_eng_199704,I gather your first column is to be circulated today -LRB- Tuesday -RRB- and I look forward to seeing your debut .,"But that can pretty swiftly become tiresome , and you end up resorting to moaning about the delays and cancellations on South West Trains or moving on to the portentous stuff _ like why-oh-why does Newt Gingrich keep saying  -LBQ-  Let 's bomb Iran  -RDQ-  _ and I suspect the New York Times already has its fair share of that .",nyt_eng_19970415,Nyt1,1997-04-15,negative,not_VP-adv,not,VP-adv,False,64412,1997,True
261134,nyt_eng_19970506_0820_10:9,unknown-polarity,too_young,too,young,-LBQ-  Every individual in this band is not too young .,nyt_eng_19970506_0820_10,9,nyt_eng_199705,"-LBQ-  Why ?  -RDQ-  asked Al Casey , the guitarist in Waller 's band .",We worked with the biggest bands in the country .,nyt_eng_19970506,Nyt1,1997-05-06,unknown,every_det-of-subj,every,det-of-subj,True,335,1997,True
239595,nyt_eng_19970506_0820_10:9,neg-ext-nonsubj,too_young,too,young,-LBQ-  Every individual in this band is not too young .,nyt_eng_19970506_0820_10,9,nyt_eng_199705,"-LBQ-  Why ?  -RDQ-  asked Al Casey , the guitarist in Waller 's band .",We worked with the biggest bands in the country .,nyt_eng_19970506,Nyt1,1997-05-06,negative,not_VP-adv,not,VP-adv,True,4511,1997,True
240584,nyt_eng_19970610_0505_17:29,neg-ext-nonsubj,very_appealing,very,appealing,"Attendance is good , but the American public knows that Barry Bonds and Albert Belle are jerks , and suspects the few other baseball superstars may not be very appealing behind the posters and the hype .",nyt_eng_19970610_0505_17,29,nyt_eng_199706,"Those were the good old days , when rivalries were allowed to develop , when leagues were separate , when the fans supplied enough passion , but now the owners know their sport is sinking into a psychological morass .","The fact is , Michael and Scottie and Karl and John _ you know very well which ones _ are more charismatic than anything baseball has to offer .",nyt_eng_19970610,Nyt1,1997-06-10,negative,not_VP-adv,not,VP-adv,True,30962,1997,True
265311,nyt_eng_19970610_0505_17:29,neg-mit,very_appealing,very,appealing,"Attendance is good , but the American public knows that Barry Bonds and Albert Belle are jerks , and suspects the few other baseball superstars may not be very appealing behind the posters and the hype .",nyt_eng_19970610_0505_17,29,nyt_eng_199706,"Those were the good old days , when rivalries were allowed to develop , when leagues were separate , when the fans supplied enough passion , but now the owners know their sport is sinking into a psychological morass .","The fact is , Michael and Scottie and Karl and John _ you know very well which ones _ are more charismatic than anything baseball has to offer .",nyt_eng_19970610,Nyt1,1997-06-10,negative,few_det-of-subj,few,det-of-subj,True,101,1997,True
262658,nyt_eng_19970707_0789_25:5,unknown-polarity,so_provincial,so,provincial,"If everybody were n't so provincial , they 'd see that Juan Gonzalez is simply one of the best players on the planet and vote him onto the team .",nyt_eng_19970707_0789_25,5,nyt_eng_199707,"They 're a big part of the problem , you see .","For the fans , it 's a popularity contest .",nyt_eng_19970707,Nyt1,1997-07-07,unknown,everybody_subj,everybody,subj,True,98,1997,True
226007,nyt_eng_19970707_0789_25:5,neg-ext-nonsubj,so_provincial,so,provincial,"If everybody were n't so provincial , they 'd see that Juan Gonzalez is simply one of the best players on the planet and vote him onto the team .",nyt_eng_19970707_0789_25,5,nyt_eng_199707,"They 're a big part of the problem , you see .","For the fans , it 's a popularity contest .",nyt_eng_19970707,Nyt1,1997-07-07,negative,not_VP-adv,not,VP-adv,True,18585,1997,True
264693,nyt_eng_19970929_0219_12:11,neg-mit,so_bad,so,bad,"A few of life 's creature comforts would n't be so bad  -COL-  a leather interior , sunroof , CD player .",nyt_eng_19970929_0219_12,11,nyt_eng_199709,Good gas mileage would be nice .,How ` bout some alloy wheels ?,nyt_eng_19970929,Nyt1,1997-09-29,negative,few_subj,few,subj,False,103,1997,True
