,hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
260678,nyt_eng_20060515_0152_8:24,unknown-polarity,so_unique,so,unique,"Introducing the sitcom  -LBQ-  30 Rock ,  -RDQ-  star Alec Baldwin joked ,  -LBQ-  Every few years an idea comes along that is so unique , that NBC only has two of them .  -RDQ-",nyt_eng_20060515_0152_8,24,nyt_eng_200605,"In these shows ' favor , however , are their creative teams  -COL-  Aaron Sorkin -LRB-  -LBQ-  The West Wing  -RDQ-  -RRB- is behind  -LBQ-  Studio 60 on the Sunset Strip ,  -RDQ-  which stars Matthew Perry , Bradley Whitford and Amanda Peet , and Tina Fey -LRB-  -LBQ-  Saturday Night Live  -RDQ-  -RRB- created  -LBQ-  30 Rock ,  -RDQ-  both behind-the-scenes looks at sketch-comedy programs .",Both shows appeared to be the most promising of the network 's new offerings .,nyt_eng_20060515,Nyt2,2006-05-15,unknown,every_det-of-subj,every,det-of-subj,False,207,2006,True
147834,nyt_eng_20060518_0288_16:16,neg-ext-nonsubj,that_challenging,that,challenging,"-LBQ-  And no wind to speak of out there , so club selection was n't that challenging .",nyt_eng_20060518_0288_16,16,nyt_eng_200605,"-LBQ-  The course is as good as I have ever seen it ,  -RDQ-  Cink said .","-LBQ-  If you 're swinging well and thinking well , you 'll get a lot of shots close .  -RDQ-",nyt_eng_20060518,Nyt2,2006-05-18,negative,not_VP-adv,not,VP-adv,False,53623,2006,True
251124,nyt_eng_20060518_0288_16:16,neg-ext-subj,that_challenging,that,challenging,"-LBQ-  And no wind to speak of out there , so club selection was n't that challenging .",nyt_eng_20060518_0288_16,16,nyt_eng_200605,"-LBQ-  The course is as good as I have ever seen it ,  -RDQ-  Cink said .","-LBQ-  If you 're swinging well and thinking well , you 'll get a lot of shots close .  -RDQ-",nyt_eng_20060518,Nyt2,2006-05-18,negative,no_subj-det,no,subj-det,False,129,2006,True
266561,nyt_eng_20060617_0102_57:9,neg-mit,very_good,very,good,"-LBQ-  The last few weeks have n't been very good for us ,  -RDQ-  he said .",nyt_eng_20060617_0102_57,9,nyt_eng_200606,But he also said he knew he was not as close to the front as he used to be .,,nyt_eng_20060617,Nyt2,2006-06-17,negative,few_det-of-subj,few,det-of-subj,False,522,2006,True
162101,nyt_eng_20060617_0102_57:9,neg-ext-nonsubj,very_good,very,good,"-LBQ-  The last few weeks have n't been very good for us ,  -RDQ-  he said .",nyt_eng_20060617_0102_57,9,nyt_eng_200606,But he also said he knew he was not as close to the front as he used to be .,,nyt_eng_20060617,Nyt2,2006-06-17,negative,not_VP-adv,not,VP-adv,False,56691,2006,True
260716,nyt_eng_20060624_0034_5:18,unknown-polarity,that_unique,that,unique,"-LBQ-  I thought that after -LRB- Steadman -RRB- seeing every case possible that I would n't be that unique ,  -RDQ-  Mueller said .",nyt_eng_20060624_0034_5,18,nyt_eng_200606,"Mueller has an arthritic right knee , with bone rubbing on bone in three areas , a problem he has dealt with for years .",-LBQ-  It was heartbreaking to know that he did n't really have an answer .  -RDQ-,nyt_eng_20060624,Nyt2,2006-06-24,unknown,every_det-of-subj,every,det-of-subj,False,170,2006,True
153865,nyt_eng_20060624_0034_5:18,neg-ext-nonsubj,that_unique,that,unique,"-LBQ-  I thought that after -LRB- Steadman -RRB- seeing every case possible that I would n't be that unique ,  -RDQ-  Mueller said .",nyt_eng_20060624_0034_5,18,nyt_eng_200606,"Mueller has an arthritic right knee , with bone rubbing on bone in three areas , a problem he has dealt with for years .",-LBQ-  It was heartbreaking to know that he did n't really have an answer .  -RDQ-,nyt_eng_20060624,Nyt2,2006-06-24,negative,not_VP-adv,not,VP-adv,False,56558,2006,True
266180,nyt_eng_20060803_0108_10:14,neg-mit,exactly_promising,exactly,promising,And the few tentative stabs at democracy in the region have not been exactly promising .,nyt_eng_20060803_0108_10,14,nyt_eng_200608,"Rather , Iran , instructed by the U.S. invasion of nukeless Iraq , revved up its nuclear program , with the country 's Islamist leadership cannily using the program to excite patriotism and cement its theocracy .","The Lebanese did demand and carry out elections but those produced a government shot through with Hezbollah cadres and , to boot , a de facto partition , with Hezbollah setting up its own mini-state to attack Israel .",nyt_eng_20060803,Nyt2,2006-08-03,negative,few_det-of-subj,few,det-of-subj,False,676,2006,True
113897,nyt_eng_20060803_0108_10:14,neg-ext-nonsubj,exactly_promising,exactly,promising,And the few tentative stabs at democracy in the region have not been exactly promising .,nyt_eng_20060803_0108_10,14,nyt_eng_200608,"Rather , Iran , instructed by the U.S. invasion of nukeless Iraq , revved up its nuclear program , with the country 's Islamist leadership cannily using the program to excite patriotism and cement its theocracy .","The Lebanese did demand and carry out elections but those produced a government shot through with Hezbollah cadres and , to boot , a de facto partition , with Hezbollah setting up its own mini-state to attack Israel .",nyt_eng_20060803,Nyt2,2006-08-03,negative,not_VP-adv,not,VP-adv,False,89322,2006,True
265347,nyt_eng_20060803_0274_82:7,neg-mit,assiduously_enlisted,assiduously,enlisted,Almost no art had been more assiduously enlisted to reinforce that status quo than Grandma Moses ' .,nyt_eng_20060803_0274_82,7,nyt_eng_200608,"It gave art a new and different power , as a critical alternative , even an agent of resistance to a prevailing ideological and aesthetic status quo .",Even a cursory scan of 20th-century American life makes this clear .,nyt_eng_20060803,Nyt2,2006-08-03,negative,almost-no_det-of-subj,almost-no,det-of-subj,False,2,2006,True
250654,nyt_eng_20060803_0274_82:7,neg-ext-subj,assiduously_enlisted,assiduously,enlisted,Almost no art had been more assiduously enlisted to reinforce that status quo than Grandma Moses ' .,nyt_eng_20060803_0274_82,7,nyt_eng_200608,"It gave art a new and different power , as a critical alternative , even an agent of resistance to a prevailing ideological and aesthetic status quo .",Even a cursory scan of 20th-century American life makes this clear .,nyt_eng_20060803,Nyt2,2006-08-03,negative,no_subj-det,no,subj-det,False,531,2006,True
262904,nyt_eng_20060814_0170_17:9,unknown-polarity,as_devious-minded,as,devious-minded,"Atia is almost puzzled that everyone is n't as devious-minded as she , which gives the character a comic element .",nyt_eng_20060814_0170_17,9,nyt_eng_200608,Walker plays her perfectly .,"Hinds -LRB-  -LBQ-  Munich  -RDQ-  -RRB- gives Caesar the expected arrogance but humanizes him , too .",nyt_eng_20060814,Nyt2,2006-08-14,unknown,everyone_subj,everyone,subj,False,705,2006,True
168870,nyt_eng_20060814_0170_17:9,neg-ext-nonsubj,as_devious-minded,as,devious-minded,"Atia is almost puzzled that everyone is n't as devious-minded as she , which gives the character a comic element .",nyt_eng_20060814_0170_17,9,nyt_eng_200608,Walker plays her perfectly .,"Hinds -LRB-  -LBQ-  Munich  -RDQ-  -RRB- gives Caesar the expected arrogance but humanizes him , too .",nyt_eng_20060814,Nyt2,2006-08-14,negative,not_VP-adv,not,VP-adv,False,89007,2006,True
263781,nyt_eng_20060831_0337_7:6,unknown-polarity,that_good,that,good,"But everyone ca n't be that good , that smart or that rich .",nyt_eng_20060831_0337_7,6,nyt_eng_200608,"-LRB- Below average ? Well , that 's somebody else . -RRB-","-LBQ-  Being born several years in front of the first boomers has made life 's game a little easier to play for me than for them ,  -RDQ-  writes William Gross in September 's Investment Outlook .",nyt_eng_20060831,Nyt2,2006-08-31,unknown,everyone_subj,everyone,subj,False,697,2006,True
150244,nyt_eng_20060831_0337_7:6,neg-ext-nonsubj,that_good,that,good,"But everyone ca n't be that good , that smart or that rich .",nyt_eng_20060831_0337_7,6,nyt_eng_200608,"-LRB- Below average ? Well , that 's somebody else . -RRB-","-LBQ-  Being born several years in front of the first boomers has made life 's game a little easier to play for me than for them ,  -RDQ-  writes William Gross in September 's Investment Outlook .",nyt_eng_20060831,Nyt2,2006-08-31,negative,not_VP-adv,not,VP-adv,False,88468,2006,True
264210,nyt_eng_20060916_0066_27:35,neg-mit,as_bad,as,bad,"And at least a few , among them an essay comparing  -LBQ-  Hamlet  -RDQ-  and  -LBQ-  Oedipus Rex ,  -RDQ-  and a thematic analysis of  -LBQ-  The Great Gatsby ,  -RDQ-  are n't nearly as bad as the papers The Times paid for .",nyt_eng_20060916_0066_27,35,nyt_eng_200609,"A random search of Asian Grade suggests , moreover , that most papers there are not of the footnote-heavy , time-wasting research sort but , rather , single-topic essays of the kind The Times originally ordered -- papers that require you not to track down sources but ostensibly to think for yourself .","They 're not  -LBQ-  A  -RDQ-  work , certainly , but in a pinch they might squeak by .",nyt_eng_20060916,Nyt2,2006-09-16,negative,few_subj,few,subj,False,230,2006,True
85451,nyt_eng_20060916_0066_27:35,neg-ext-nonsubj,as_bad,as,bad,"And at least a few , among them an essay comparing  -LBQ-  Hamlet  -RDQ-  and  -LBQ-  Oedipus Rex ,  -RDQ-  and a thematic analysis of  -LBQ-  The Great Gatsby ,  -RDQ-  are n't nearly as bad as the papers The Times paid for .",nyt_eng_20060916_0066_27,35,nyt_eng_200609,"A random search of Asian Grade suggests , moreover , that most papers there are not of the footnote-heavy , time-wasting research sort but , rather , single-topic essays of the kind The Times originally ordered -- papers that require you not to track down sources but ostensibly to think for yourself .","They 're not  -LBQ-  A  -RDQ-  work , certainly , but in a pinch they might squeak by .",nyt_eng_20060916,Nyt2,2006-09-16,negative,not_VP-adv,not,VP-adv,False,29101,2006,True
266410,nyt_eng_20060919_0183_54:21,neg-mit,so_great,so,great,"Americans are far better off than they were a generation ago , but the last few years have n't been so great .",nyt_eng_20060919_0183_54,21,nyt_eng_200609,"So , these are the facts .","It 's time for both parties to move on to the harder question  -COL-  What are the policies -- in education , health care and other parts of the economy -- to ensure that tomorrow 's middle class can afford the next invention as worthy as the snow blower ?",nyt_eng_20060919,Nyt2,2006-09-19,negative,few_det-of-subj,few,det-of-subj,False,60,2006,True
138053,nyt_eng_20060919_0183_54:21,neg-ext-nonsubj,so_great,so,great,"Americans are far better off than they were a generation ago , but the last few years have n't been so great .",nyt_eng_20060919_0183_54,21,nyt_eng_200609,"So , these are the facts .","It 's time for both parties to move on to the harder question  -COL-  What are the policies -- in education , health care and other parts of the economy -- to ensure that tomorrow 's middle class can afford the next invention as worthy as the snow blower ?",nyt_eng_20060919,Nyt2,2006-09-19,negative,not_VP-adv,not,VP-adv,False,28982,2006,True
260563,nyt_eng_20060920_0177_48:9,unknown-polarity,rigorously_accurate,rigorously,accurate,"If every bit of that anecdote is n't rigorously accurate , it 's still an archetypal 20th-century American pop culture story .",nyt_eng_20060920_0177_48,9,nyt_eng_200609,"As Bennett has told the story , it was 1949 , he was an unknown singer just back from World War II , and it was none other than Bob Hope who christened him TB , chopped way down from Antonio Benedetto , saying ,  -LBQ-  Come on , kid , you 're going to come to the Paramount and sing with me .  -RDQ-",That kind of unabashedly old-fashioned Americana also spills over into Bennett 's reverence for the Great American Songbook .,nyt_eng_20060920,Nyt2,2006-09-20,unknown,every_det-of-subj,every,det-of-subj,False,579,2006,True
132747,nyt_eng_20060920_0177_48:9,neg-ext-nonsubj,rigorously_accurate,rigorously,accurate,"If every bit of that anecdote is n't rigorously accurate , it 's still an archetypal 20th-century American pop culture story .",nyt_eng_20060920_0177_48,9,nyt_eng_200609,"As Bennett has told the story , it was 1949 , he was an unknown singer just back from World War II , and it was none other than Bob Hope who christened him TB , chopped way down from Antonio Benedetto , saying ,  -LBQ-  Come on , kid , you 're going to come to the Paramount and sing with me .  -RDQ-",That kind of unabashedly old-fashioned Americana also spills over into Bennett 's reverence for the Great American Songbook .,nyt_eng_20060920,Nyt2,2006-09-20,negative,not_VP-adv,not,VP-adv,False,28948,2006,True
258687,nyt_eng_20061029_0135_25:6,unknown-polarity,so_muted,so,muted,If only everybody were n't so muted .,nyt_eng_20061029_0135_25,6,nyt_eng_200610,"As a solitary Nicole plucks a gray hair , or Angel joylessly rifles through her bedroom drawers , viewers educated at the Lifetime school of movie crisis resolution may pine for a shooting or a scholarship -- anything to put these people out of their misery .","A little melodrama would tell us how to feel , and leave us feeling better .",nyt_eng_20061029,Nyt2,2006-10-29,unknown,everybody_subj,everybody,subj,False,184,2006,True
140521,nyt_eng_20061029_0135_25:6,neg-ext-nonsubj,so_muted,so,muted,If only everybody were n't so muted .,nyt_eng_20061029_0135_25,6,nyt_eng_200610,"As a solitary Nicole plucks a gray hair , or Angel joylessly rifles through her bedroom drawers , viewers educated at the Lifetime school of movie crisis resolution may pine for a shooting or a scholarship -- anything to put these people out of their misery .","A little melodrama would tell us how to feel , and leave us feeling better .",nyt_eng_20061029,Nyt2,2006-10-29,negative,not_VP-adv,not,VP-adv,False,25537,2006,True
260301,nyt_eng_20070123_0045_30:32,unknown-polarity,as_good,as,good,"-LBQ-  To return to the glory years now would be a feat nothing short of amazing , but would also pose the question as to why every show could n't be as good as the movie .  -RDQ-",nyt_eng_20070123_0045_30,32,nyt_eng_200701,"-LBQ-  The show is completely different now ,  -RDQ-  Wolf says .","Wolf 's beefs  -COL-  Too many gags at the expense of story , too much Homer -LRB- which goes hand-in-hand with the first complaint , because Homer is usually the source\/butt of the show 's slapstick -RRB- .",nyt_eng_20070123,Nyt2,2007-01-23,unknown,every_det-of-subj,every,det-of-subj,False,280,2007,True
94448,nyt_eng_20070123_0045_30:32,neg-ext-nonsubj,as_good,as,good,"-LBQ-  To return to the glory years now would be a feat nothing short of amazing , but would also pose the question as to why every show could n't be as good as the movie .  -RDQ-",nyt_eng_20070123_0045_30,32,nyt_eng_200701,"-LBQ-  The show is completely different now ,  -RDQ-  Wolf says .","Wolf 's beefs  -COL-  Too many gags at the expense of story , too much Homer -LRB- which goes hand-in-hand with the first complaint , because Homer is usually the source\/butt of the show 's slapstick -RRB- .",nyt_eng_20070123,Nyt2,2007-01-23,negative,not_VP-adv,not,VP-adv,False,79848,2007,True
266034,nyt_eng_20070131_0228_14:22,neg-mit,as_strong,as,strong,"But underneath the robust growth numbers , some economists saw signs that the first few months of 2007 might not be as strong as the last few months of 2006 .",nyt_eng_20070131_0228_14,22,nyt_eng_200701,"-LBQ-  The state of our economy is strong ,  -RDQ-  he told an audience at Federal Hall , the site where Congress and the Supreme Court first convened .","They noted a number of factors that were not likely to repeat , including the spending increase brought about by lower gas prices .",nyt_eng_20070131,Nyt2,2007-01-31,negative,few_det-of-subj,few,det-of-subj,False,826,2007,True
104213,nyt_eng_20070131_0228_14:22,neg-ext-nonsubj,as_strong,as,strong,"But underneath the robust growth numbers , some economists saw signs that the first few months of 2007 might not be as strong as the last few months of 2006 .",nyt_eng_20070131_0228_14,22,nyt_eng_200701,"-LBQ-  The state of our economy is strong ,  -RDQ-  he told an audience at Federal Hall , the site where Congress and the Supreme Court first convened .","They noted a number of factors that were not likely to repeat , including the spending increase brought about by lower gas prices .",nyt_eng_20070131,Nyt2,2007-01-31,negative,not_VP-adv,not,VP-adv,False,79610,2007,True
266374,nyt_eng_20070312_0161_27:28,neg-mit,so_bad,so,bad,"And the NHL is fighting a constant battle to gain casual viewers , so maybe a few fights now and then on ESPN 's SportsCenter are not so bad .",nyt_eng_20070312_0161_27,28,nyt_eng_200703,"Old-timers remember the days when Gordie Howe was as likely to fight as to score a goal , so today 's top goal scorers are pansies in comparison .",But it is just that bad .,nyt_eng_20070312,Nyt2,2007-03-12,negative,few_det-of-subj,few,det-of-subj,False,218,2007,True
134011,nyt_eng_20070312_0161_27:28,neg-ext-nonsubj,so_bad,so,bad,"And the NHL is fighting a constant battle to gain casual viewers , so maybe a few fights now and then on ESPN 's SportsCenter are not so bad .",nyt_eng_20070312_0161_27,28,nyt_eng_200703,"Old-timers remember the days when Gordie Howe was as likely to fight as to score a goal , so today 's top goal scorers are pansies in comparison .",But it is just that bad .,nyt_eng_20070312,Nyt2,2007-03-12,negative,not_VP-adv,not,VP-adv,False,38804,2007,True
104912,nyt_eng_20070324_0084_63:22,neg-ext-nonsubj,as_susceptible,as,susceptible,It would be easier to scold the students for not taking the occasion seriously enough if everyone else were not just as susceptible to the allure of star power .,nyt_eng_20070324_0084_63,22,nyt_eng_200703,"At least as a Columbia grad , Fox knows what he is getting into and , we hope , will take whatever happens with a sense of humor .","If a member of the Backstreet Boys can address a Senate environmental subcommittee , Fox can address graduating seniors .",nyt_eng_20070324,Nyt2,2007-03-24,negative,not_VP-adv,not,VP-adv,False,38486,2007,True
262972,nyt_eng_20070324_0084_63:22,unknown-polarity,as_susceptible,as,susceptible,It would be easier to scold the students for not taking the occasion seriously enough if everyone else were not just as susceptible to the allure of star power .,nyt_eng_20070324_0084_63,22,nyt_eng_200703,"At least as a Columbia grad , Fox knows what he is getting into and , we hope , will take whatever happens with a sense of humor .","If a member of the Backstreet Boys can address a Senate environmental subcommittee , Fox can address graduating seniors .",nyt_eng_20070324,Nyt2,2007-03-24,unknown,everyone_subj,everyone,subj,False,1028,2007,True
258281,nyt_eng_20070401_0001_18:18,unknown-polarity,as_big,as,big,"But if I can start games like that , I 'll be fine because everybody 's not as big and heavy as Yao Ming is .  -RDQ-",nyt_eng_20070401_0001_18,18,nyt_eng_200704,"As the game went on , it wore down .",FARMED OUT  -COL-  The Lakers will make rookie guard Jordan Farmar the first same-day call-up in NBA Development League history today .,nyt_eng_20070401,Nyt2,2007-04-01,unknown,everybody_subj,everybody,subj,False,33,2007,True
86251,nyt_eng_20070401_0001_18:18,neg-ext-nonsubj,as_big,as,big,"But if I can start games like that , I 'll be fine because everybody 's not as big and heavy as Yao Ming is .  -RDQ-",nyt_eng_20070401_0001_18,18,nyt_eng_200704,"As the game went on , it wore down .",FARMED OUT  -COL-  The Lakers will make rookie guard Jordan Farmar the first same-day call-up in NBA Development League history today .,nyt_eng_20070401,Nyt2,2007-04-01,negative,not_VP-adv,not,VP-adv,False,60856,2007,True
263776,nyt_eng_20070408_0102_11:47,unknown-polarity,terribly_sorry,terribly,sorry,"That 's not to say that everyone at MSNBC , which simulcasts the show , and its owner , NBC -LRB- a unit of General Electric Co. -RRB- , along with CBS Radio , which owns WFAN and syndicates the show , was n't terribly , terribly sorry .",nyt_eng_20070408_0102_11,47,nyt_eng_200704,-LRB- Which part was supposed to be funny ? The nappy-head or the ho 's ? -RRB-,"Before apologizing , network executives at MSNBC pointed out that ,  -RDQ-  ` Imus in the Morning ' is not a production of the cable network and is produced by WFAN Radio ,  -RDQ-  which is a little like saying that they did not manufacture a bomb , they only delivered it .",nyt_eng_20070408,Nyt2,2007-04-08,unknown,everyone_subj,everyone,subj,False,1045,2007,True
146582,nyt_eng_20070408_0102_11:47,neg-ext-nonsubj,terribly_sorry,terribly,sorry,"That 's not to say that everyone at MSNBC , which simulcasts the show , and its owner , NBC -LRB- a unit of General Electric Co. -RRB- , along with CBS Radio , which owns WFAN and syndicates the show , was n't terribly , terribly sorry .",nyt_eng_20070408_0102_11,47,nyt_eng_200704,-LRB- Which part was supposed to be funny ? The nappy-head or the ho 's ? -RRB-,"Before apologizing , network executives at MSNBC pointed out that ,  -RDQ-  ` Imus in the Morning ' is not a production of the cable network and is produced by WFAN Radio ,  -RDQ-  which is a little like saying that they did not manufacture a bomb , they only delivered it .",nyt_eng_20070408,Nyt2,2007-04-08,negative,not_VP-adv,not,VP-adv,False,60667,2007,True
260711,nyt_eng_20070510_0095_45:34,unknown-polarity,that_cut-and-dry,that,cut-and-dry,"Some hazards seem obvious , such as electrical outlets , swimming pools and stove tops , but do your research , because the list is long and every potential risk factor is n't that cut-and-dry .",nyt_eng_20070510_0095_45,34,nyt_eng_200705,NSC encourages parents to look at surroundings from a child 's point of view and baby-proof as needed .,"For example , NSC advises that infants , known to wiggle and roll , should never be placed on top of soft surfaces such as sofas , large soft toys , sofa cushions , pillows , water beds , blankets , quilts or comforters .",nyt_eng_20070510,Nyt2,2007-05-10,unknown,every_det-of-subj,every,det-of-subj,False,397,2007,True
172393,nyt_eng_20070510_0095_45:34,neg-ext-nonsubj,that_cut-and-dry,that,cut-and-dry,"Some hazards seem obvious , such as electrical outlets , swimming pools and stove tops , but do your research , because the list is long and every potential risk factor is n't that cut-and-dry .",nyt_eng_20070510_0095_45,34,nyt_eng_200705,NSC encourages parents to look at surroundings from a child 's point of view and baby-proof as needed .,"For example , NSC advises that infants , known to wiggle and roll , should never be placed on top of soft surfaces such as sofas , large soft toys , sofa cushions , pillows , water beds , blankets , quilts or comforters .",nyt_eng_20070510,Nyt2,2007-05-10,negative,not_VP-adv,not,VP-adv,False,76960,2007,True
174588,nyt_eng_20070525_0103_15:11,neg-ext-nonsubj,quite_right,quite,right,"The consensus is that the poor guy has n't been quite right since reconstructive knee surgery in 2005 and probably never will be , guaranteeing that the Dolphins will admit a mistake in getting the three-time Pro Bowler from Minnesota last year and release him as soon as the Green deal goes through .",nyt_eng_20070525_0103_15,11,nyt_eng_200705,This first show of genuine combativeness on Culpepper 's part since Cam Cameron became Miami coach can be interpreted in a couple of ways .,"The minority view , and I 'm asking it again , is why the rush , especially when Culpepper says he is close to 100 percent and will be ready to go on the first day of mini-camp June 8 ? That 's two weeks away .",nyt_eng_20070525,Nyt2,2007-05-25,negative,never_VP-adv,never,VP-adv,False,2072,2007,True
128378,nyt_eng_20070525_0103_15:11,neg-ext-nonsubj,quite_right,quite,right,"The consensus is that the poor guy has n't been quite right since reconstructive knee surgery in 2005 and probably never will be , guaranteeing that the Dolphins will admit a mistake in getting the three-time Pro Bowler from Minnesota last year and release him as soon as the Green deal goes through .",nyt_eng_20070525_0103_15,11,nyt_eng_200705,This first show of genuine combativeness on Culpepper 's part since Cam Cameron became Miami coach can be interpreted in a couple of ways .,"The minority view , and I 'm asking it again , is why the rush , especially when Culpepper says he is close to 100 percent and will be ready to go on the first day of mini-camp June 8 ? That 's two weeks away .",nyt_eng_20070525,Nyt2,2007-05-25,negative,not_VP-adv,not,VP-adv,False,76648,2007,True
92671,nyt_eng_20070530_0013_14:4,neg-ext-nonsubj,as_fortunate,as,fortunate,"Everyone is not as fortunate to be a Roger Clemens , who can sit on his butt and not be a part of a team .  -RDQ-",nyt_eng_20070530_0013_14,4,nyt_eng_200705,"Everybody wants to go out on their own terms , but you ca n't control that part .",Everett is opinionated .,nyt_eng_20070530,Nyt2,2007-05-30,negative,not_VP-adv,not,VP-adv,False,76536,2007,True
262932,nyt_eng_20070530_0013_14:4,unknown-polarity,as_fortunate,as,fortunate,"Everyone is not as fortunate to be a Roger Clemens , who can sit on his butt and not be a part of a team .  -RDQ-",nyt_eng_20070530_0013_14,4,nyt_eng_200705,"Everybody wants to go out on their own terms , but you ca n't control that part .",Everett is opinionated .,nyt_eng_20070530,Nyt2,2007-05-30,unknown,everyone_subj,everyone,subj,False,1065,2007,True
111227,nyt_eng_20070625_0151_3:35,neg-ext-nonsubj,even_campy,even,campy,"Unsurprisingly , not all of them are cult films -LRB- if there is any fan frenzy over John Guillermin 's  -LBQ-  Skyjacked ,  -RDQ-  it is certainly muted -RRB- ; a few are n't even campy -LRB- Howard Hawks '  -LBQ-  Land of the Pharaohs  -RDQ-  could be the most down-to-earth costume epic ever made -RRB- ; and none of them would qualify as classics , even in the Ed Wood pantheon .",nyt_eng_20070625_0151_3,35,nyt_eng_200706,Warner Home Video has brought a very diverse group of 12 films together into four box sets collectively called  -LBQ-  Cult Camp Classics .  -RDQ-,What these films have in common is a starless obscurity that makes them difficult to release into the name-driven DVD market .,nyt_eng_20070625,Nyt2,2007-06-25,negative,not_VP-adv,not,VP-adv,False,3727,2007,True
264364,nyt_eng_20070625_0151_3:35,neg-mit,even_campy,even,campy,"Unsurprisingly , not all of them are cult films -LRB- if there is any fan frenzy over John Guillermin 's  -LBQ-  Skyjacked ,  -RDQ-  it is certainly muted -RRB- ; a few are n't even campy -LRB- Howard Hawks '  -LBQ-  Land of the Pharaohs  -RDQ-  could be the most down-to-earth costume epic ever made -RRB- ; and none of them would qualify as classics , even in the Ed Wood pantheon .",nyt_eng_20070625_0151_3,35,nyt_eng_200706,Warner Home Video has brought a very diverse group of 12 films together into four box sets collectively called  -LBQ-  Cult Camp Classics .  -RDQ-,What these films have in common is a starless obscurity that makes them difficult to release into the name-driven DVD market .,nyt_eng_20070625,Nyt2,2007-06-25,negative,few_subj,few,subj,False,155,2007,True
125131,nyt_eng_20070714_0060_35:13,neg-ext-nonsubj,particularly_good,particularly,good,"For all the attention , the last few years have not been particularly good to political consultants .",nyt_eng_20070714_0060_35,13,nyt_eng_200707,"Carville and his wife , Mary Matalin , the Republican consultant , are as likely to be recognized walking into a Washington restaurant as an actual former presidential candidate .","McCain 's campaign imploded even though he recruited some of the best and the brightest advisers , including an infusion of talent from the White House political operation .",nyt_eng_20070714,Nyt2,2007-07-14,negative,not_VP-adv,not,VP-adv,False,26869,2007,True
266283,nyt_eng_20070714_0060_35:13,neg-mit,particularly_good,particularly,good,"For all the attention , the last few years have not been particularly good to political consultants .",nyt_eng_20070714_0060_35,13,nyt_eng_200707,"Carville and his wife , Mary Matalin , the Republican consultant , are as likely to be recognized walking into a Washington restaurant as an actual former presidential candidate .","McCain 's campaign imploded even though he recruited some of the best and the brightest advisers , including an infusion of talent from the White House political operation .",nyt_eng_20070714,Nyt2,2007-07-14,negative,few_det-of-subj,few,det-of-subj,False,366,2007,True
115256,nyt_eng_20071102_0020_28:39,neg-ext-nonsubj,fully_satisfied,fully,satisfied,"Burke Magnus , the vice president and general manager of ESPNU , said that while the vast ESPN axis shows more games from the Big East and other conferences than in past years , everyone ca n't be fully satisfied .",nyt_eng_20071102_0020_28,39,nyt_eng_200711,"ESPNU came to life in the spring of 2005 and is still far from having robust distribution , which is reason alone for ire among fans who ca n't see what it carries .","Still , he said ,  -LBQ-  We 're flashing toward a time when all games for conferences like the Big East will be available , as opposed to 10 or 15 years ago when only the best games were on national TV .  -RDQ-",nyt_eng_20071102,Nyt2,2007-11-02,negative,not_VP-adv,not,VP-adv,False,30258,2007,True
263078,nyt_eng_20071102_0020_28:39,unknown-polarity,fully_satisfied,fully,satisfied,"Burke Magnus , the vice president and general manager of ESPNU , said that while the vast ESPN axis shows more games from the Big East and other conferences than in past years , everyone ca n't be fully satisfied .",nyt_eng_20071102_0020_28,39,nyt_eng_200711,"ESPNU came to life in the spring of 2005 and is still far from having robust distribution , which is reason alone for ire among fans who ca n't see what it carries .","Still , he said ,  -LBQ-  We 're flashing toward a time when all games for conferences like the Big East will be available , as opposed to 10 or 15 years ago when only the best games were on national TV .  -RDQ-",nyt_eng_20071102,Nyt2,2007-11-02,unknown,everyone_subj,everyone,subj,False,155,2007,True
266505,nyt_eng_20071110_0127_18:7,neg-mit,too_keen,too,keen,A few assistant coaches were not too keen on adding videography to their scouting duties .,nyt_eng_20071110_0127_18,7,nyt_eng_200711,Orgeron joked that he would hand an Oscar to the assistant who came back with the best film .,"But Orgeron had convinced himself that film would help fine-tune the evaluation process , so they kept their reservations to themselves .",nyt_eng_20071110,Nyt2,2007-11-10,negative,few_det-of-subj,few,det-of-subj,False,57,2007,True
156838,nyt_eng_20071110_0127_18:7,neg-ext-nonsubj,too_keen,too,keen,A few assistant coaches were not too keen on adding videography to their scouting duties .,nyt_eng_20071110_0127_18,7,nyt_eng_200711,Orgeron joked that he would hand an Oscar to the assistant who came back with the best film .,"But Orgeron had convinced himself that film would help fine-tune the evaluation process , so they kept their reservations to themselves .",nyt_eng_20071110,Nyt2,2007-11-10,negative,not_VP-adv,not,VP-adv,False,30080,2007,True
264512,nyt_eng_20071115_0089_54:7,neg-mit,as_busy,as,busy,Still almost none of them are as busy as Vereen himself .,nyt_eng_20071115_0089_54,7,nyt_eng_200711,"Almost with the flip of a mental switch , Vereen talks about all the celebrities who have visited or performed for the church .",He 's been on TV 's  -LBQ-  Law & amp ; Order  -RDQ-  and  -LBQ-  Grey 's Anatomy  -RDQ-  ; he 's been onstage in  -LBQ-  Wicked .  -RDQ-,nyt_eng_20071115,Nyt2,2007-11-15,negative,almost-none_subj,almost-none,subj,False,1,2007,True
