colloc,positive_raw,negative_raw,total_raw,positive_plus1,negative_plus1,positive_ratio,negative_ratio,positive_skew,negative_skew
too_mushy,4,0,4,5,1,1.0,0.0,1.1313,0.0
very_disconcerting,21,0,21,22,1,1.0,0.0,1.1313,0.0
very_discomforting,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_meek,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_mediocre,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_mechanistic,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_mechanical,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_meaty,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_melodic,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_mellow,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_limited,42,0,42,43,1,1.0,0.0,1.1313,0.0
too_mexican,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_mired,2,0,2,3,1,1.0,0.0,1.1313,0.0
very_discouraged,18,0,18,19,1,1.0,0.0,1.1313,0.0
too_minuscule,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_minimalist,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_minimal,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_metaphysical,1,0,1,2,1,1.0,0.0,1.1313,0.0
very_disorganized,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_innocuous,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_inebriated,1,0,1,2,1,1.0,0.0,1.1313,0.0
pretty_sappy,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_insular,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_insulting,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_integral,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_integrated,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intellectual,7,0,7,8,1,1.0,0.0,1.1313,0.0
too_intemperate,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_insubstantial,1,0,1,2,1,1.0,0.0,1.1313,0.0
very_disingenuous,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intriguing,2,0,2,3,1,1.0,0.0,1.1313,0.0
very_disillusioning,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_intricate,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_intractable,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_intoxicating,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intoxicated,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intense,40,0,40,41,1,1.0,0.0,1.1313,0.0
too_innovative,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_institutional,1,0,1,2,1,1.0,0.0,1.1313,0.0
weirdly_tranquil,1,0,1,2,1,1.0,0.0,1.1313,0.0
privately_excited,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_militarized,1,0,1,2,1,1.0,0.0,1.1313,0.0
pretty_ludicrous,2,0,2,3,1,1.0,0.0,1.1313,0.0
primarily_emotional,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_enjoyable,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_sophomoric,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_social,2,0,2,3,1,1.0,0.0,1.1313,0.0
primarily_presidential,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_sexual,2,0,2,3,1,1.0,0.0,1.1313,0.0
primarily_scientific,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_satisfying,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_safe,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_retail,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_recreational,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_pro-american,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_seasonal,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_contingent,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_managerial,2,0,2,3,1,1.0,0.0,1.1313,0.0
primarily_low-key,1,0,1,2,1,1.0,0.0,1.1313,0.0
primarily_european,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_inside-the-news-biz,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_militaristic,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intuitive,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_inexact,3,0,3,4,1,1.0,0.0,1.1313,0.0
very_disobedient,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_inexperienced,22,0,22,23,1,1.0,0.0,1.1313,0.0
too_infuriating,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_infrequent,4,0,4,5,1,1.0,0.0,1.1313,0.0
very_disjunctive,1,0,1,2,1,1.0,0.0,1.1313,0.0
very_dismal,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_informal,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_innocent,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_ingrained,7,0,7,8,1,1.0,0.0,1.1313,0.0
too_intervention-happy,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_ineffable,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_indulgent,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_interior,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_interactive,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_intent,12,0,12,13,1,1.0,0.0,1.1313,0.0
too_intensive,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_intimidating,6,0,6,7,1,1.0,0.0,1.1313,0.0
too_inexpensive,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_inefficient,5,0,5,6,1,1.0,0.0,1.1313,0.0
too_mild,10,0,10,11,1,1.0,0.0,1.1313,0.0
very_dismissive,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_middle-class,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_middle-aged,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_mind-bending,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_insider-ish,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_narrow-minded,1,0,1,2,1,1.0,0.0,1.1313,0.0
very_disgusted,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_inquisitive,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_insane,1,0,1,2,1,1.0,0.0,1.1313,0.0
too_insecure,7,0,7,8,1,1.0,0.0,1.1313,0.0
very_disjointed,2,0,2,3,1,1.0,0.0,1.1313,0.0
too_insensitive,3,0,3,4,1,1.0,0.0,1.1313,0.0
too_likable,6,0,6,7,1,1.0,0.0,1.1313,0.0
too_military,1,0,1,2,1,1.0,0.0,1.1313,0.0
