key,index,l1,l2,f,E11,am_log_likelihood,am_log_likelihood_tt,am_odds_ratio_disc,am_Dice,am_t_score,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,am_p1_given2_margin,am_p2_given1_margin,am_expect_diff,f1,f2,N
not~satisfied,710,not,satisfied,25999,5511.596367,44380.21769,44380.21769,0.7771604,0.011504652,127.05993,0.19733153,0.00489935,0.25010583,0.005887741,0.19708523,0.0046395836,20487.40363,4415785,103952,83284343
woefully~inadequate,711,woefully,inadequate,3541,3.016964,44708.54371,44708.54371,3.2915103,0.22167966,59.4556,0.19719952,0.25271946,0.19732516,0.25289243,0.19715704,0.25267696,3537.98304,14002,17945,83284343
highly~respected,712,highly,respected,1901,84.616906,8591.48812,8591.48812,1.4489974,0.004911783,41.659725,0.19715478,0.002396856,0.20631647,0.0024854774,0.19713296,0.0023748444,1816.38309,764843,9214,83284343
too~big,713,too,big,85297,15243.655612,170570.28783,170570.28783,0.85656786,0.043582093,239.8623,0.19714189,0.020570733,0.23901153,0.023977073,0.19629714,0.019692067,70053.34439,3557440,356874,83284343
very~light,714,very,light,20027,7557.764506,17125.02764,17125.02764,0.53338283,0.0040146634,88.11135,0.1965343,0.0014277601,0.31541562,0.0020201884,0.19638447,0.0012578123,12469.23549,9913432,63494,83284343
more~selective,715,more,selective,6105,2216.643128,5526.24165,5526.24165,0.54871136,0.001307168,49.764915,0.19636887,0.0004697325,0.30823994,0.0006549729,0.19632217,0.000417161,3888.35687,9320997,19806,83284343
most~dominant,716,most,dominant,10812,3422.146041,11828.49307,11828.49307,0.60569483,0.0028428438,71.06943,0.19633515,0.0010739561,0.28712556,0.0014284936,0.19624639,0.0009763559,7389.85396,7568812,37656,83284343
not~adequate,717,not,adequate,3689,784.59869,6262.38733,6262.38733,0.7734707,0.0016652436,47.8192,0.19630474,0.0006945574,0.24929045,0.0008354121,0.19626985,0.0006577316,2904.40131,4415785,14798,83284343
highly~improbable,718,highly,improbable,2007,89.860693,9045.50117,9045.50117,1.4458439,0.005181842,42.793713,0.19594938,0.0025298113,0.20510986,0.002624068,0.19592635,0.0025065788,1917.13931,764843,9785,83284343
more~progressive,719,more,progressive,9924,3614.272098,8936.0574,8936.0574,0.5469184,0.0021220339,63.338425,0.1954597,0.0007622459,0.30730167,0.001064693,0.1953839,0.000676937,6309.7279,9320997,32294,83284343
more~confident,720,more,confident,44383,16179.614616,39970.49777,39970.49777,0.5474594,0.009377782,133.87297,0.19542791,0.0034071063,0.30700645,0.0047616153,0.19508868,0.0030257907,28203.38538,9320997,144567,83284343
more~immersive,721,more,immersive,3617,1318.615033,3249.94694,3249.94694,0.54610056,0.0007751175,38.21629,0.19510356,0.0002776561,0.30699372,0.0003880486,0.19507596,0.0002465815,2298.38497,9320997,11782,83284343
also~key,722,also,key,3511,224.620045,13438.40015,13438.40015,1.2908161,0.006239598,55.46287,0.19477637,0.0030046557,0.20804693,0.0031672947,0.1947369,0.0029646636,3286.37995,1108517,16876,83284343
most~horrific,723,most,horrific,3797,1208.965604,4114.0149,4114.0149,0.60179776,0.0010015675,42.000046,0.19457625,0.0003761151,0.28542435,0.0005016639,0.19454516,0.000341934,2588.0344,7568812,13303,83284343
very~touching,724,very,touching,1762,668.955122,1488.33384,1488.33384,0.52906483,0.0003552759,26.039644,0.1945051,0.0001251565,0.31352314,0.0001777386,0.19449197,0.000110259,1093.04488,9913432,5620,83284343
well~underway,725,well,underway,8183,90.495954,59593.84762,59593.84762,2.070296,0.07350946,89.45954,0.19443703,0.044808086,0.19651306,0.045210693,0.19433981,0.044710707,8092.50405,180997,41641,83284343
most~disadvantaged,726,most,disadvantaged,2546,811.187475,2755.48961,2755.48961,0.60135573,0.0006719683,34.381382,0.19437581,0.0002521176,0.28523415,0.0003363804,0.19435498,0.0002292054,1734.81252,7568812,8926,83284343
most~remote,727,most,remote,7617,2428.200554,8239.31551,8239.31551,0.6012072,0.002005653,59.453156,0.1942612,0.0007540802,0.28507805,0.0010063667,0.19419886,0.0006855501,5188.79945,7568812,26719,83284343
more~democratic,728,more,democratic,9517,3480.754212,8504.29683,8504.29683,0.544252,0.002035265,61.875237,0.19415776,0.0007292079,0.30600303,0.0010210281,0.19408527,0.0006475966,6036.24579,9320997,31101,83284343
most~optimal,729,most,optimal,2203,702.859504,2379.16023,2379.16023,0.60052204,0.0005815315,31.961319,0.19398497,0.0002180131,0.28484613,0.0002910629,0.19396697,0.0001982003,1500.1405,7568812,7734,83284343
most~reliable,730,most,reliable,29400,9389.454128,31754.82417,31754.82417,0.60102487,0.0076641035,116.70387,0.19391975,0.0029081018,0.28455836,0.0038843611,0.19367918,0.002643816,20010.54587,7568812,103318,83284343
most~noteworthy,731,most,noteworthy,4936,1575.390419,5328.56517,5328.56517,0.6003844,0.0013013195,47.833317,0.19390304,0.0004883922,0.28474185,0.0006521499,0.19386268,0.0004440075,3360.60958,7568812,17335,83284343
almost~unheard,732,almost,unheard,3542,90.062696,19857.66363,19857.66363,1.6924472,0.016137041,58.00142,0.19387251,0.008237511,0.1988882,0.008409686,0.19383106,0.008195853,3451.9373,421181,17809,83284343
more~thoughtful,733,more,thoughtful,6571,2405.448387,5861.29809,5861.29809,0.54359573,0.0014066914,51.387417,0.19385971,0.0005032189,0.30572745,0.0007049675,0.19380969,0.0004468998,4165.55161,9320997,21493,83284343
currently~underway,734,currently,underway,8108,59.629322,65789.90367,65789.90367,2.2573004,0.10078122,89.38221,0.19337665,0.067581564,0.19471194,0.067984775,0.19327995,0.06748479,8048.37068,119262,41641,83284343
mutually~agreeable,735,mutually,agreeable,1525,4.206691,15299.97143,15299.97143,2.6678596,0.058214996,38.943527,0.19328213,0.034175746,0.19379845,0.034251958,0.19326386,0.034157477,1520.79331,44523,7869,83284343
most~ambitious,736,most,ambitious,18449,5904.419702,19847.85353,19847.85353,0.5992811,0.004833515,92.35698,0.1932334,0.0018230845,0.28396183,0.0024375026,0.19308266,0.0016574041,12544.5803,7568812,64970,83284343
very~poor,737,very,poor,30267,11546.974819,25370.62836,25370.62836,0.5268132,0.006047087,107.60235,0.19319907,0.002143492,0.3120052,0.0030531303,0.19297403,0.0018883497,18720.02518,9913432,97008,83284343
highly~customizable,738,highly,customizable,3436,155.982,15390.03383,15390.03383,1.4390612,0.008789657,55.956387,0.19315203,0.0043282337,0.20229614,0.0044924254,0.19311263,0.0042884853,3280.018,764843,16985,83284343
more~menacing,739,more,menacing,1903,699.150238,1685.98991,1685.98991,0.5412304,0.0004080519,27.59643,0.19272292,0.0001454309,0.30462623,0.0002041627,0.19270846,0.0001291546,1203.84976,9320997,6247,83284343
more~timely,740,more,timely,5349,1966.730773,4733.1779,4733.1779,0.54081374,0.0011455715,46.245754,0.19251028,0.0004085946,0.30438742,0.0005738656,0.19246966,0.0003628656,3382.26923,9320997,17573,83284343
more~acute,741,more,acute,5130,1886.48574,4538.12614,4538.12614,0.5407157,0.0010987537,45.285286,0.19246386,0.0003918323,0.30434266,0.0005503703,0.19242491,0.0003479793,3243.51426,9320997,16856,83284343
almost~zero,742,almost,zero,2256,57.808225,12603.35163,12603.35163,1.6869823,0.010429669,46.280285,0.19232732,0.0052456423,0.19735806,0.005356367,0.19230092,0.0052191145,2198.19178,421181,11431,83284343
much~worse,743,much,worse,46017,5093.396755,130217.17685,130217.17685,1.060128,0.04182898,190.77203,0.19215702,0.021101873,0.21551915,0.023162205,0.19166438,0.020598494,40923.60325,1986728,213517,83284343
more~serious,744,more,serious,89429,32990.669227,79021.4779,79021.4779,0.541525,0.01860048,188.7274,0.19214182,0.0068180254,0.3033795,0.009594359,0.19146176,0.006054967,56438.33077,9320997,294776,83284343
not~unusual,745,not,unusual,26541,5748.651425,44247.52813,44247.52813,0.7647974,0.011732882,127.627686,0.19202062,0.0049722744,0.24479124,0.006010483,0.19177064,0.0047086417,20792.34858,4415785,108423,83284343
relatively~painless,746,relatively,painless,1704,62.846778,8308.64863,8308.64863,1.5277696,0.00549092,39.757065,0.191945,0.0027009924,0.19927494,0.0027838135,0.1919253,0.002681141,1641.15322,612110,8551,83284343
most~thrilling,747,most,thrilling,4174,1342.103589,4453.72552,4453.72552,0.59586,0.0011007994,43.832996,0.19179298,0.0004115551,0.28263813,0.0005514736,0.19175896,0.0003741534,2831.89641,7568812,14768,83284343
not~worthy,748,not,worthy,9580,2075.968179,15938.82693,15938.82693,0.76314706,0.0043008444,76.66761,0.19174443,0.0017945115,0.24467488,0.0021694896,0.19165428,0.0016993653,7504.03182,4415785,39154,83284343
less~stressful,749,less,stressful,9926,724.971534,35532.9398,35532.9398,1.2336277,0.015213321,92.35262,0.19164301,0.007432759,0.20662378,0.007897396,0.19153248,0.007320589,9201.02847,1256870,48039,83284343
more~dynamic,750,more,dynamic,12815,4732.106672,11256.10551,11256.10551,0.53837085,0.0027372888,71.401535,0.1912634,0.0009764529,0.30308405,0.0013748528,0.1911663,0.0008671705,8082.89333,9320997,42282,83284343
most~effective,751,most,effective,148925,48198.767698,158727.73442,158727.73442,0.5981411,0.036775358,261.011,0.19113731,0.0146383885,0.2807993,0.01967614,0.18992013,0.013308064,100726.2323,7568812,530361,83284343
very~minimal,752,very,minimal,5888,2260.758832,4869.4344,4869.4344,0.52203137,0.0011856118,47.270756,0.19102135,0.0004153286,0.31000894,0.0005939416,0.1909778,0.0003658916,3627.24117,9913432,18993,83284343
more~physical,753,more,physical,11289,4173.189385,9895.08833,9895.08833,0.5376375,0.0024126214,66.97252,0.19091928,0.0008596246,0.30275154,0.0012111365,0.19083379,0.0007634173,7115.81062,9320997,37288,83284343
more~responsive,754,more,responsive,12177,4507.48773,10647.90203,10647.90203,0.53683186,0.0026015695,69.502045,0.19052075,0.0009265144,0.30234638,0.0013064053,0.19042861,0.000822821,7669.51227,9320997,40275,83284343
more~discreet,755,more,discreet,2082,770.777604,1819.13552,1819.13552,0.5364694,0.0004464035,28.73664,0.19040668,0.0001584021,0.3023087,0.0002233667,0.19039094,0.000140674,1311.2224,9320997,6887,83284343
more~intuitive,756,more,intuitive,7032,2603.878573,6143.42114,6143.42114,0.5364574,0.0015050946,52.805614,0.19037904,0.0005349386,0.30224362,0.0007544257,0.19032586,0.0004750695,4428.12143,9320997,23266,83284343
more~energetic,757,more,energetic,6212,2300.245694,5426.77306,5426.77306,0.5364313,0.001329972,49.63132,0.1903722,0.000472559,0.302243,0.0006664523,0.19032522,0.0004196712,3911.75431,9320997,20553,83284343
more~mundane,758,more,mundane,5761,2134.383575,5027.74924,5027.74924,0.5360857,0.0012336099,47.78072,0.1902075,0.0004381129,0.3020817,0.0006180669,0.19016394,0.0003890803,3626.61642,9320997,19071,83284343
virtually~non-existent,759,virtually,non-existent,2296,12.424677,19924.76157,19924.76157,2.3698912,0.046870057,47.657295,0.18966165,0.02660197,0.190666,0.026719112,0.18963422,0.026574522,2283.57532,85931,12042,83284343
so~kind,760,so,kind,7801,2082.140021,10426.02779,10426.02779,0.6727515,0.00270577,64.74919,0.18923448,0.0010707638,0.25803784,0.0013600155,0.18916579,0.0009970181,5718.85998,5735964,30232,83284343
nearly~flawless,761,nearly,flawless,1963,21.51088,14253.21254,14253.21254,2.0564983,0.02124183,43.820248,0.18919696,0.011145485,0.1912696,0.011245352,0.18917364,0.011122124,1941.48912,174561,10263,83284343
more~sweeping,762,more,sweeping,1999,743.693506,1730.96521,1730.96521,0.5334155,0.0004286185,28.076527,0.188925,0.0001516471,0.30082768,0.000214462,0.18890993,0.0001346751,1255.30649,9320997,6645,83284343
more~durable,763,more,durable,15563,5793.087024,13472.88515,13472.88515,0.533472,0.0033209005,78.314835,0.1888642,0.0011802531,0.30066457,0.0016696712,0.18874682,0.0010481618,9769.91298,9320997,51762,83284343
more~reflective,764,more,reflective,4207,1566.624786,3637.01591,3637.01591,0.5328676,0.0009013395,40.707966,0.18865688,0.0003189702,0.30054292,0.0004513466,0.18862517,0.0002832718,2640.37521,9320997,13998,83284343
most~profound,765,most,profound,10134,3296.096632,10622.8422,10622.8422,0.5891607,0.0026650603,67.925446,0.18861514,0.000993742,0.27941218,0.0013389156,0.188533,0.0009034315,6837.90337,7568812,36269,83284343
more~conservative,766,more,conservative,31726,11842.465715,27349.17141,27349.17141,0.532271,0.0067310142,111.63129,0.18814929,0.0024020278,0.299828,0.003403713,0.18791024,0.0021331983,19883.53429,9320997,105814,83284343
potentially~lethal,767,potentially,lethal,3699,47.969987,25645.56147,25645.56147,1.98568,0.032850653,60.030678,0.18810555,0.017785737,0.19053261,0.017974896,0.18806171,0.017741792,3651.03001,205787,19414,83284343
potentially~deadly,768,potentially,deadly,6463,83.867172,44886.00567,44886.00567,1.9912435,0.05391922,79.34957,0.18801878,0.0310755,0.19041306,0.03140626,0.18794216,0.030998716,6379.13283,205787,33942,83284343
more~intricate,769,more,intricate,4334,1617.435448,3731.8535,3731.8535,0.5315196,0.0009285038,41.264404,0.18800415,0.0003281742,0.2998893,0.0004649717,0.18797153,0.0002914457,2716.56455,9320997,14452,83284343
potentially~disastrous,770,potentially,disastrous,2210,28.677226,15303.49664,15303.49664,1.9822345,0.020331841,46.40062,0.18797405,0.0106261615,0.19041875,0.010739259,0.18794785,0.010599906,2181.32277,205787,11606,83284343
ultimately~unsuccessful,771,ultimately,unsuccessful,1688,4.004819,17451.81172,17451.81172,2.73544,0.073106825,40.9878,0.18792418,0.045268238,0.18835081,0.045355618,0.18790394,0.04524801,1683.99518,37217,8962,83284343
most~distinctive,772,most,distinctive,6152,2007.339116,6414.51651,6414.51651,0.5870776,0.0016208882,52.842194,0.18769288,0.0006023372,0.27852228,0.0008128092,0.18764311,0.0005475973,4144.66088,7568812,22088,83284343
seemingly~unrelated,773,seemingly,unrelated,3227,33.196774,23856.36693,23856.36693,2.086773,0.035986908,56.22231,0.18753414,0.019715725,0.18944465,0.01988183,0.18749578,0.019677302,3193.80323,162309,17034,83284343
more~intense,774,more,intense,33814,12652.302616,29023.2715,29023.2715,0.5308447,0.0071685035,115.08063,0.18744327,0.002556436,0.2991066,0.0036277235,0.18718883,0.0022703256,21161.69738,9320997,113050,83284343
so~cute,775,so,cute,21997,5926.440486,29068.10975,29068.10975,0.66810656,0.0075564915,108.35508,0.18695155,0.0030089517,0.25563043,0.0038349263,0.18675838,0.002801719,16070.55951,5735964,86050,83284343
most~successful,776,most,successful,112288,36857.774264,116757.38396,116757.38396,0.58801365,0.028162185,225.10168,0.1868963,0.010962158,0.27686533,0.0148356175,0.18598618,0.009965926,75430.22574,7568812,405569,83284343
absolutely~gorgeous,777,absolutely,gorgeous,6733,149.85824,39517.16743,39517.16743,1.750972,0.034580786,80.22854,0.18688786,0.018667059,0.19106129,0.019010806,0.1868088,0.018587677,6583.14176,354167,35240,83284343
more~sober,778,more,sober,2416,906.645763,2058.95711,2058.95711,0.5280515,0.0005179493,30.707376,0.18633515,0.0001823373,0.2982348,0.0002591997,0.18631703,0.0001619306,1509.35424,9320997,8101,83284343
most~recognisable,779,most,recognisable,2565,841.086722,2652.80925,2652.80925,0.5839795,0.0006769536,34.038605,0.18628901,0.0002505337,0.2771475,0.0003388907,0.18626831,0.0002277654,1723.91328,7568812,9255,83284343
more~expensive,780,more,expensive,131690,49592.885299,112304.61584,112304.61584,0.530096,0.02697428,226.23068,0.18626206,0.009917731,0.2971888,0.014128317,0.18527104,0.008807761,82097.1147,9320997,443119,83284343
most~potent,781,most,potent,12159,3988.777668,12574.17492,12574.17492,0.58408487,0.0031943975,74.09432,0.18624616,0.0011873659,0.2770272,0.0016064608,0.18614802,0.001079459,8170.22233,7568812,43891,83284343
most~economical,782,most,economical,6095,2001.341091,6291.27776,6291.27776,0.58327746,0.001605884,52.435425,0.18593869,0.0005949251,0.27676868,0.0008052783,0.18588951,0.0005408588,4093.65891,7568812,22022,83284343
so~desperate,783,so,desperate,9190,2486.763354,12062.46888,12062.46888,0.6648163,0.003184299,69.92409,0.18572974,0.0012550724,0.25452128,0.0016021718,0.18564923,0.001168633,6703.23665,5735964,36107,83284343
very~professional,784,very,professional,22704,8877.22492,18147.41767,18147.41767,0.51113814,0.0045462507,91.76344,0.18556386,0.001583202,0.30442888,0.002290226,0.1853977,0.0013947516,13826.77508,9913432,74579,83284343
potentially~harmful,785,potentially,harmful,9273,122.430456,64177.17595,64177.17595,1.9880757,0.072633706,95.025024,0.18478711,0.04457636,0.18714808,0.045061156,0.18467718,0.044466216,9150.56954,205787,49549,83284343
more~masculine,786,more,masculine,2833,1068.702677,2391.05591,2391.05591,0.52482694,0.0006072528,33.147324,0.18478371,0.0002131357,0.29668027,0.0003039374,0.18476252,0.000189282,1764.29732,9320997,9549,83284343
very~pale,787,very,pale,3017,1182.931673,2395.94754,2395.94754,0.5088381,0.0006080596,33.39088,0.18457307,0.0002100056,0.30358222,0.0003043346,0.18455105,0.0001850084,1834.06833,9913432,9938,83284343
really~nice,788,really,nice,65373,7871.003395,175014.23324,175014.23324,1.022576,0.054278433,224.89703,0.18455528,0.028141668,0.20902972,0.03118856,0.18386224,0.027433412,57501.99661,2096057,312745,83284343
always~advisable,789,always,advisable,2776,111.092585,13078.19574,13078.19574,1.4887531,0.008493089,50.57925,0.18414886,0.004201153,0.19179218,0.0043426976,0.18411686,0.0041689076,2664.90742,639234,14474,83284343
very~proud,790,very,proud,68156,26815.101778,53951.93728,53951.93728,0.50863385,0.013444709,158.35358,0.18400832,0.004733641,0.30254176,0.0068751164,0.18351059,0.00417019,41340.89822,9913432,225278,83284343
most~eye-catching,791,most,eye-catching,1644,544.184472,1674.6383,1674.6383,0.57832074,0.0004340709,27.12495,0.18368313,0.0001598345,0.2745491,0.0002172071,0.18366992,0.0001453089,1099.81553,7568812,5988,83284343
not~ready,792,not,ready,56396,12662.695417,90536.77125,90536.77125,0.7466272,0.024232315,184.15697,0.18364447,0.010458366,0.23613845,0.012771455,0.18311785,0.0099038575,43733.30458,4415785,238826,83284343
most~remarkable,793,most,remarkable,16349,5416.489436,16645.67039,16645.67039,0.5783414,0.0042863437,85.50161,0.18355967,0.0015888049,0.2743075,0.0021600483,0.1834283,0.0014444157,10932.51056,7568812,59601,83284343
more~rugged,794,more,rugged,2240,848.672364,1875.26521,1875.26521,0.5221463,0.0004802446,29.397161,0.18349655,0.0001680792,0.2953976,0.0002403176,0.18347985,0.0001492681,1391.32764,9320997,7583,83284343
most~exhilarating,795,most,exhilarating,1824,604.71,1853.335,1853.335,0.57738596,0.0004815545,28.549242,0.1832563,0.0001771975,0.27412084,0.0002409889,0.18324167,0.000161094,1219.29,7568812,6654,83284343
totally~unacceptable,796,totally,unacceptable,5147,113.909078,30224.41417,30224.41417,1.7497168,0.027615253,70.15485,0.18324848,0.0146371005,0.18733394,0.0149063105,0.18318802,0.014576416,5033.09092,345290,27475,83284343
chronically~homeless,797,chronically,homeless,1975,1.941412,24064.59932,24064.59932,3.1566012,0.1532255,44.397285,0.18305324,0.1315697,0.18320964,0.13167545,0.18302955,0.131546,1973.05859,14999,10780,83284343
not~compatible,798,not,compatible,8304,1866.006643,13261.10056,13261.10056,0.74227995,0.0037313139,70.64914,0.18300605,0.0015395792,0.23594931,0.0018805263,0.18292873,0.0014579499,6437.99336,4415785,35194,83284343
completely~unacceptable,799,completely,unacceptable,5229,204.458037,24881.38163,24881.38163,1.4998505,0.016157739,69.484375,0.18293722,0.008167903,0.19031847,0.008437014,0.18287687,0.00810712,5024.54196,619769,27475,83284343
even~more,800,even,more,199527,13828.766438,763543.55189,763543.55189,1.3278267,0.1857501,415.72577,0.1828745,0.16803174,0.1940673,0.1781165,0.18061693,0.16577165,185698.23356,1120205,1028133,83284343
most~vocal,801,most,vocal,8883,2955.390622,8978.48952,8978.48952,0.5755142,0.002337222,62.892628,0.18234701,0.0008614503,0.27315497,0.001173632,0.18227582,0.0007831625,5927.60938,7568812,32520,83284343
more~plentiful,802,more,plentiful,2798,1064.337885,2324.94371,2324.94371,0.51968616,0.000599753,32.77484,0.18231967,0.0002094348,0.2942166,0.0003001825,0.18229885,0.0001859954,1733.66212,9320997,9510,83284343
even~richer,803,even,richer,2219,152.540615,8160.77301,8160.77301,1.2523388,0.0039220676,43.86804,0.18223621,0.0018698658,0.19566175,0.0019808875,0.18221138,0.0018447154,2066.45938,1120205,11341,83284343
most~crucial,804,most,crucial,18573,6185.599855,18753.16416,18753.16416,0.57530344,0.004864031,90.89482,0.18214522,0.0018002418,0.27287552,0.0024538857,0.18199636,0.0016366373,12387.40015,7568812,68064,83284343
very~patient,805,very,patient,8462,3346.084953,6611.37771,6611.37771,0.50370157,0.0017023514,55.61434,0.18205124,0.0005857857,0.30102095,0.0008535894,0.18198979,0.0005160589,5115.91505,9913432,28111,83284343
pretty~pink,806,pretty,pink,1879,181.852963,5719.566,5719.566,1.1037779,0.002303985,39.15219,0.18174723,0.001067275,0.20119928,0.0011586264,0.18172684,0.0010464924,1697.14704,1621748,9339,83284343
highly~selective,807,highly,selective,3780,181.888695,16462.76933,16462.76933,1.4077619,0.009634881,58.523285,0.18171096,0.004747982,0.19085126,0.004942191,0.18166775,0.004704379,3598.11131,764843,19806,83284343
most~hardcore,808,most,hardcore,1917,639.153205,1930.03821,1930.03821,0.5740003,0.0005060822,29.18554,0.18170834,0.0001857075,0.27257216,0.0002532762,0.18169299,0.0001688306,1277.84679,7568812,7033,83284343
nearly~impossible,809,nearly,impossible,37483,429.450485,276616.88048,276616.88048,2.131862,0.19756229,191.3871,0.18128853,0.2127129,0.1829385,0.21472722,0.18084253,0.21226706,37053.54951,174561,204894,83284343
most~suitable,810,most,suitable,23547,7869.954399,23646.61858,23646.61858,0.57339805,0.006151728,102.16366,0.18122086,0.002278321,0.2719116,0.0031110563,0.18103242,0.002071269,15677.0456,7568812,86598,83284343
so~dear,811,so,dear,3383,931.976672,4332.98846,4332.98846,0.6540872,0.0011767988,42.140186,0.18115738,0.0004589144,0.25,0.0005897875,0.18112795,0.000427308,2451.02333,5735964,13532,83284343
very~strong,812,very,strong,113462,45121.618141,88156.38118,88156.38118,0.5033279,0.022047497,202.88605,0.18110675,0.007825153,0.2993136,0.011445279,0.18028243,0.006893716,68340.38186,9913432,379074,83284343
more~cooperative,813,more,cooperative,2983,1139.882372,2457.54187,2457.54187,0.5168937,0.0006393617,33.74632,0.18098606,0.0002226576,0.2928817,0.0003200301,0.18096393,0.0001977382,1843.11763,9320997,10185,83284343
very~appreciative,814,very,appreciative,4666,1853.553232,3611.89668,3611.89668,0.50074565,0.0009398727,41.172947,0.18064299,0.0003220325,0.2996404,0.0004706745,0.18060923,0.0002837006,2812.44677,9913432,15572,83284343
more~hospitable,815,more,hospitable,2013,770.106097,1654.71339,1654.71339,0.51617587,0.0004316094,27.702066,0.18064186,0.0001501476,0.2925447,0.000215964,0.18062693,0.0001333435,1242.8939,9320997,6881,83284343
more~upright,816,more,upright,1564,598.536173,1284.77478,1284.77478,0.5159719,0.000335394,24.412802,0.18053961,0.0001166327,0.29244578,0.0001677932,0.18052801,0.0001035795,965.46383,9320997,5348,83284343
not~optional,817,not,optional,2038,463.930162,3204.88039,3204.88039,0.73448586,0.0009212268,34.867588,0.1799126,0.0003764225,0.23291428,0.0004615261,0.1798937,0.0003564643,1574.06984,4415785,8750,83284343
most~dynamic,818,most,dynamic,11438,3842.553083,11381.50944,11381.50944,0.5698284,0.0030056126,71.01961,0.17972907,0.0011038346,0.270517,0.0015112015,0.17963783,0.001003519,7595.44692,7568812,42282,83284343
virtually~unchanged,819,virtually,unchanged,3684,21.033838,31595.31158,31595.31158,2.3485022,0.06930218,60.34942,0.17972447,0.042670857,0.18071225,0.042871606,0.17968048,0.04262683,3662.96616,85931,20386,83284343
most~touching,820,most,touching,1519,510.740938,1508.40795,1508.40795,0.56897885,0.0004010862,25.86981,0.17941764,0.0001465287,0.2702847,0.000200692,0.17940553,0.0001332123,1008.25906,7568812,5620,83284343
mentally~unstable,821,mentally,unstable,4467,24.135796,38853.74965,38853.74965,2.3776796,0.08443197,66.474495,0.17907117,0.05490696,0.17999034,0.055151552,0.17901781,0.054853562,4442.8642,80995,24818,83284343
very~favorite,822,very,favorite,3886,1551.928271,2976.41769,2976.41769,0.49743488,0.0007829571,37.442326,0.17904872,0.0002672573,0.29805183,0.0003919934,0.17902069,0.0002354454,2334.07173,9913432,13038,83284343
more~deliberate,823,more,deliberate,2689,1034.455843,2187.28984,2187.28984,0.512773,0.0005764053,31.906778,0.17902496,0.000199877,0.29092285,0.0002884885,0.1790051,0.0001775072,1654.54416,9320997,9243,83284343
more~scientific,824,more,scientific,3950,1520.626587,3208.95923,3208.95923,0.51236933,0.0008463152,38.654114,0.17883049,0.0002934801,0.29071906,0.0004237744,0.17880131,0.0002606345,2429.37341,9320997,13587,83284343
most~urgent,825,most,urgent,8356,2817.436041,8263.46287,8263.46287,0.5675304,0.0021990011,60.589584,0.17871836,0.000804911,0.269531,0.0011040042,0.17865182,0.0007317613,5538.56396,7568812,31002,83284343
pretty~cool,826,pretty,cool,49436,4871.727752,149880.66758,149880.66758,1.1058065,0.0528181,200.43112,0.17866126,0.028024873,0.19759698,0.030483158,0.17812456,0.02747916,44564.27225,1621748,250186,83284343
highly~doubtful,827,highly,doubtful,1610,78.785374,6950.31923,6950.31923,1.3976216,0.004163316,38.161297,0.17850243,0.0020205544,0.18766756,0.0021050072,0.17848405,0.0020019987,1531.21463,764843,8579,83284343
still~asleep,828,still,asleep,2220,117.439315,9254.96608,9254.96608,1.3640385,0.005274005,44.624367,0.17846543,0.002558455,0.18840703,0.0026744346,0.17844018,0.0025329555,2102.56068,830082,11783,83284343
more~discerning,829,more,discerning,2257,870.272491,1827.79157,1827.79157,0.5113549,0.0004838793,29.189413,0.17835096,0.0001675234,0.29025206,0.0002421415,0.1783343,0.0001487746,1386.72751,9320997,7776,83284343
truly~exceptional,830,truly,exceptional,3044,82.570638,16625.15406,16625.15406,1.6555722,0.014135917,53.675865,0.17834899,0.007187772,0.18328516,0.0073514497,0.17831342,0.0071520363,2961.42936,414068,16608,83284343
more~practical,831,more,practical,19431,7500.280514,15719.38564,15719.38564,0.51121265,0.004139534,85.58922,0.17817129,0.001441289,0.2899457,0.0020846482,0.17802793,0.0012799832,11930.71949,9320997,67016,83284343
very~large,832,very,large,87382,35079.316222,66537.93556,66537.93556,0.49668774,0.017120065,176.9347,0.17810373,0.0059887944,0.29650468,0.008814505,0.1774735,0.005275941,52302.68378,9913432,294707,83284343
fast~asleep,833,fast,asleep,2095,1.081325,28557.98753,28557.98753,3.5113285,0.21569031,45.747547,0.1777319,0.2739907,0.17779852,0.27410704,0.17770675,0.27396554,2093.91867,7643,11783,83284343
even~cooler,834,even,cooler,2683,188.97766,9732.3042,9732.3042,1.2394025,0.0047308584,48.149303,0.17754044,0.0022567522,0.19096085,0.0023950974,0.17751049,0.002226398,2494.02234,1120205,14050,83284343
very~slim,835,very,slim,4467,1793.204433,3386.40728,3386.40728,0.494253,0.0008998341,40.005547,0.17751606,0.0003061566,0.2965151,0.0004506008,0.17748395,0.0002697144,2673.79557,9913432,15065,83284343
more~artistic,836,more,artistic,2559,990.919835,2055.63688,2055.63688,0.50876135,0.0005485618,30.997961,0.17712298,0.0001894317,0.2890219,0.0002745414,0.17710415,0.0001682309,1568.08016,9320997,8854,83284343
too~simplistic,837,too,simplistic,3248,631.873988,5920.5527,5920.5527,0.8000712,0.0018184704,45.90401,0.17688033,0.0007682093,0.2195633,0.0009130161,0.17684892,0.0007353957,2616.12601,3557440,14793,83284343
too~loose,838,too,loose,3985,775.693343,7260.31676,7260.31676,0.7998212,0.0022289965,50.839005,0.17676248,0.0009423931,0.21943833,0.0011201876,0.17672394,0.0009021394,3209.30666,3557440,18160,83284343
