,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
192047,COMPLEMENT,yet_willing,100,494.548,-2212.321,-2.021,-0.768,-0.0,-6.718,-5.824,-394.548,-3.945,0.0,yet,willing,96968.0,141649.0
192048,COMPLEMENT,only_impressed,28,138.55,-619.929,-2.017,-0.768,-0.0,-6.719,-5.085,-110.55,-3.948,0.0,only,impressed,445868.0,112686.0
192049,COMPLEMENT,that_impressive,297,1471.137,-6585.697,-2.023,-0.768,-0.0,-6.721,-6.192,-1174.137,-3.953,0.0,that,impressive,249255.0,195248.0
192050,COMPLEMENT,necessarily_dangerous,40,198.204,-887.363,-2.019,-0.768,-0.0,-6.721,-5.34,-158.204,-3.955,0.0,necessarily,dangerous,54048.0,292327.0
192051,COMPLEMENT,remotely_surprising,18,89.481,-401.146,-2.016,-0.769,-0.0,-6.727,-4.719,-71.481,-3.971,0.0,remotely,surprising,21399.0,149928.0
192052,COMPLEMENT,totally_sure,422,2101.349,-9427.981,-2.026,-0.769,-0.001,-6.73,-6.285,-1679.349,-3.979,0.0,totally,sure,345264.0,843994.0
192053,COMPLEMENT,only_flexible,17,84.67,-379.88,-2.017,-0.769,-0.0,-6.73,-4.669,-67.67,-3.981,0.0,only,flexible,445868.0,81094.0
192054,COMPLEMENT,only_unlawful,16,79.859,-358.614,-2.017,-0.769,-0.0,-6.734,-4.614,-63.859,-3.991,0.0,only,unlawful,445868.0,2960.0
192055,COMPLEMENT,only_exciting,57,284.798,-1279.488,-2.025,-0.77,-0.0,-6.736,-5.57,-227.798,-3.996,0.0,only,exciting,445868.0,235728.0
192056,COMPLEMENT,yet_tired,19,95.253,-428.533,-2.021,-0.77,-0.0,-6.742,-4.788,-76.253,-4.013,0.0,yet,tired,96968.0,81824.0
192057,COMPLEMENT,that_visible,17,85.632,-386.002,-2.023,-0.771,-0.0,-6.751,-4.694,-68.632,-4.037,0.0,that,visible,249255.0,137004.0
192058,COMPLEMENT,ever_simple,50,252.085,-1136.751,-2.029,-0.771,-0.0,-6.752,-5.513,-202.085,-4.042,0.0,ever,simple,117671.0,424800.0
192059,COMPLEMENT,that_crazy,82,417.576,-1890.757,-2.036,-0.773,-0.0,-6.77,-5.792,-335.576,-4.092,0.0,that,crazy,249255.0,64993.0
192060,COMPLEMENT,as_clear-cut,155,790.892,-3584.072,-2.038,-0.774,-0.0,-6.774,-6.053,-635.892,-4.103,0.0,as,clear-cut,3709246.0,4386.0
192061,COMPLEMENT,necessarily_fatal,32,163.567,-741.735,-2.035,-0.774,-0.0,-6.777,-5.252,-131.567,-4.111,0.0,necessarily,fatal,54048.0,25920.0
192062,COMPLEMENT,only_healthier,33,169.339,-769.131,-2.037,-0.775,-0.0,-6.784,-5.282,-136.339,-4.131,0.0,only,healthier,445868.0,13978.0
192063,COMPLEMENT,only_functional,118,609.045,-2772.776,-2.044,-0.776,-0.0,-6.794,-5.973,-491.045,-4.161,0.0,only,functional,445868.0,46702.0
192064,COMPLEMENT,that_necessary,23,119.307,-544.241,-2.041,-0.777,-0.0,-6.803,-5.028,-96.307,-4.187,0.0,that,necessary,249255.0,186376.0
192065,COMPLEMENT,initially_aware,20,103.913,-474.32,-2.04,-0.777,-0.0,-6.806,-4.912,-83.913,-4.196,0.0,initially,aware,23588.0,319176.0
192066,COMPLEMENT,necessarily_harmful,37,192.431,-878.723,-2.045,-0.777,-0.0,-6.807,-5.387,-155.431,-4.201,0.0,necessarily,harmful,54048.0,49547.0
192067,COMPLEMENT,that_useful,144,751.444,-3436.084,-2.05,-0.778,-0.0,-6.813,-6.069,-607.444,-4.218,0.0,that,useful,249255.0,253186.0
192068,COMPLEMENT,necessarily_proud,16,83.708,-383.14,-2.042,-0.778,-0.0,-6.818,-4.72,-67.708,-4.232,0.0,necessarily,proud,54048.0,225273.0
192069,COMPLEMENT,overly_surprised,41,214.561,-982.186,-2.048,-0.778,-0.0,-6.818,-5.467,-173.561,-4.233,0.0,overly,surprised,117569.0,103751.0
192070,COMPLEMENT,always_realistic,54,282.874,-1295.413,-2.05,-0.778,-0.0,-6.82,-5.633,-228.874,-4.238,0.0,always,realistic,639123.0,79332.0
192071,COMPLEMENT,only_painful,49,259.782,-1195.268,-2.056,-0.781,-0.0,-6.841,-5.601,-210.782,-4.302,0.0,only,painful,445868.0,89319.0
192072,COMPLEMENT,that_clever,47,249.198,-1146.606,-2.056,-0.781,-0.0,-6.841,-5.576,-202.198,-4.302,0.0,that,clever,249255.0,40099.0
192073,COMPLEMENT,necessarily_exclusive,21,111.61,-514.011,-2.053,-0.781,-0.0,-6.846,-5.003,-90.61,-4.315,0.0,necessarily,exclusive,54048.0,40997.0
192074,COMPLEMENT,that_farfetched,19,101.989,-471.502,-2.057,-0.783,-0.0,-6.863,-4.936,-82.989,-4.368,0.0,that,farfetched,249255.0,1769.0
192075,COMPLEMENT,that_pleased,17,91.405,-422.841,-2.057,-0.783,-0.0,-6.866,-4.838,-74.405,-4.377,0.0,that,pleased,249255.0,169702.0
192076,COMPLEMENT,just_desirable,20,107.761,-498.909,-2.06,-0.784,-0.0,-6.87,-4.99,-87.761,-4.388,0.0,just,desirable,647978.0,48191.0
192077,COMPLEMENT,yet_visible,45,244.388,-1134.866,-2.068,-0.785,-0.0,-6.884,-5.598,-199.388,-4.431,0.0,yet,visible,96968.0,137004.0
192078,COMPLEMENT,only_challenging,34,184.734,-857.999,-2.067,-0.785,-0.0,-6.884,-5.418,-150.734,-4.433,0.0,only,challenging,445868.0,153386.0
192079,COMPLEMENT,that_compelling,26,141.437,-657.203,-2.067,-0.785,-0.0,-6.887,-5.225,-115.437,-4.44,0.0,that,compelling,249255.0,71692.0
192080,COMPLEMENT,only_happier,15,81.783,-380.339,-2.063,-0.786,-0.0,-6.89,-4.747,-66.783,-4.452,0.0,only,happier,445868.0,19420.0
192081,COMPLEMENT,necessarily_concerned,26,142.399,-663.364,-2.07,-0.786,-0.0,-6.898,-5.239,-116.399,-4.477,0.0,necessarily,concerned,54048.0,253664.0
192082,COMPLEMENT,only_entertaining,70,383.9,-1789.318,-2.075,-0.787,-0.0,-6.901,-5.858,-313.9,-4.484,0.0,only,entertaining,445868.0,72333.0
192083,COMPLEMENT,that_eager,17,93.329,-435.159,-2.068,-0.787,-0.0,-6.903,-4.883,-76.329,-4.49,0.0,that,eager,249255.0,51004.0
192084,COMPLEMENT,necessarily_unique,37,204.939,-958.72,-2.078,-0.788,-0.0,-6.918,-5.513,-167.939,-4.539,0.0,necessarily,unique,54048.0,187238.0
192085,COMPLEMENT,too_surprised,472,2615.14,-12236.56,-2.083,-0.789,-0.001,-6.919,-6.503,-2143.14,-4.541,0.001,too,surprised,3557198.0,103751.0
192086,COMPLEMENT,necessarily_valid,19,105.837,-496.148,-2.077,-0.789,-0.0,-6.928,-5.015,-86.837,-4.57,0.0,necessarily,valid,54048.0,54546.0
192087,COMPLEMENT,best_pleased,87,491.662,-2317.033,-2.091,-0.792,-0.0,-6.953,-6.016,-404.662,-4.651,0.0,best,pleased,54023.0,169702.0
192088,COMPLEMENT,strictly_comparable,25,141.437,-666.797,-2.087,-0.792,-0.0,-6.955,-5.275,-116.437,-4.657,0.0,strictly,comparable,35058.0,16539.0
192089,COMPLEMENT,that_memorable,37,211.674,-1001.937,-2.095,-0.794,-0.0,-6.974,-5.577,-174.674,-4.721,0.0,that,memorable,249255.0,83524.0
192090,COMPLEMENT,only_knowledgeable,41,234.766,-1111.592,-2.096,-0.794,-0.0,-6.976,-5.644,-193.766,-4.726,0.0,only,knowledgeable,445868.0,40179.0
192091,COMPLEMENT,only_talented,45,258.82,-1227.43,-2.098,-0.795,-0.0,-6.984,-5.709,-213.82,-4.752,0.0,only,talented,445868.0,123219.0
192092,COMPLEMENT,that_disappointed,21,121.232,-575.682,-2.096,-0.795,-0.0,-6.99,-5.175,-100.232,-4.773,0.0,that,disappointed,249255.0,85112.0
192093,COMPLEMENT,always_practical,157,913.086,-4347.371,-2.107,-0.797,-0.0,-7.003,-6.299,-756.086,-4.816,0.0,always,practical,639123.0,67013.0
192094,COMPLEMENT,only_wrong,218,1271.008,-6056.877,-2.109,-0.797,-0.0,-7.007,-6.406,-1053.008,-4.83,0.0,only,wrong,445868.0,185680.0
192095,COMPLEMENT,only_stressful,15,87.556,-417.387,-2.099,-0.797,-0.0,-7.009,-4.895,-72.556,-4.837,0.0,only,stressful,445868.0,48036.0
192096,COMPLEMENT,only_timely,21,123.156,-588.056,-2.104,-0.798,-0.0,-7.017,-5.208,-102.156,-4.865,0.0,only,timely,445868.0,17572.0
192097,COMPLEMENT,that_concerned,161,945.799,-4518.927,-2.112,-0.798,-0.0,-7.02,-6.325,-784.799,-4.875,0.0,that,concerned,249255.0,253664.0
192098,COMPLEMENT,necessarily_happy,44,260.744,-1249.524,-2.114,-0.8,-0.0,-7.035,-5.753,-216.744,-4.926,0.0,necessarily,happy,54048.0,526181.0
192099,COMPLEMENT,exactly_true,282,1674.152,-8028.28,-2.118,-0.8,-0.0,-7.038,-6.509,-1392.152,-4.937,0.0,exactly,true,59426.0,347077.0
192100,COMPLEMENT,only_passionate,39,231.88,-1112.459,-2.115,-0.8,-0.0,-7.041,-5.685,-192.88,-4.946,0.0,only,passionate,445868.0,60071.0
192101,COMPLEMENT,exactly_normal,26,154.907,-743.702,-2.114,-0.801,-0.0,-7.044,-5.409,-128.907,-4.958,0.0,exactly,normal,59426.0,88813.0
192102,COMPLEMENT,that_spectacular,24,144.323,-695.076,-2.118,-0.802,-0.0,-7.06,-5.366,-120.323,-5.013,0.0,that,spectacular,249255.0,47612.0
192103,COMPLEMENT,entirely_bleak,22,132.778,-640.252,-2.119,-0.803,-0.0,-7.067,-5.304,-110.778,-5.035,0.0,entirely,bleak,291794.0,14849.0
192104,COMPLEMENT,yet_obvious,16,97.178,-469.584,-2.12,-0.804,-0.0,-7.077,-5.04,-81.178,-5.074,0.0,yet,obvious,96968.0,192364.0
192105,COMPLEMENT,necessarily_perfect,18,109.686,-530.609,-2.123,-0.804,-0.0,-7.083,-5.154,-91.686,-5.094,0.0,necessarily,perfect,54048.0,162720.0
192106,COMPLEMENT,only_impossible,48,292.495,-1414.971,-2.129,-0.804,-0.0,-7.083,-5.857,-244.495,-5.094,0.0,only,impossible,445868.0,204894.0
192107,COMPLEMENT,yet_evident,23,140.475,-680.07,-2.126,-0.805,-0.0,-7.087,-5.363,-117.475,-5.108,0.0,yet,evident,96968.0,60600.0
192108,COMPLEMENT,immediately_sure,28,171.264,-829.532,-2.128,-0.805,-0.0,-7.09,-5.515,-143.264,-5.117,0.0,immediately,sure,101150.0,843994.0
192109,COMPLEMENT,always_rosy,22,134.702,-652.661,-2.127,-0.805,-0.0,-7.091,-5.333,-112.702,-5.123,0.0,always,rosy,639123.0,6664.0
192110,COMPLEMENT,only_damaging,18,110.648,-536.816,-2.127,-0.806,-0.0,-7.098,-5.171,-92.648,-5.147,0.0,only,damaging,445868.0,38337.0
192111,COMPLEMENT,necessarily_useful,19,118.345,-576.645,-2.134,-0.808,-0.0,-7.121,-5.245,-99.345,-5.229,0.0,necessarily,useful,54048.0,253186.0
192112,COMPLEMENT,exactly_accurate,64,399.295,-1946.661,-2.142,-0.808,-0.0,-7.123,-6.055,-335.295,-5.239,0.0,exactly,accurate,59426.0,175436.0
192113,COMPLEMENT,that_stable,18,112.572,-549.239,-2.136,-0.808,-0.0,-7.128,-5.207,-94.572,-5.254,0.0,that,stable,249255.0,90154.0
192114,COMPLEMENT,that_different,1195,7478.84,-36510.363,-2.147,-0.808,-0.002,-7.129,-6.868,-6283.839,-5.258,0.002,that,different,249255.0,906565.0
192115,COMPLEMENT,just_beneficial,29,181.848,-887.995,-2.141,-0.809,-0.0,-7.132,-5.589,-152.848,-5.271,0.0,just,beneficial,647978.0,101287.0
192116,COMPLEMENT,that_scary,103,651.38,-3189.572,-2.15,-0.81,-0.0,-7.147,-6.294,-548.38,-5.324,0.0,that,scary,249255.0,58727.0
192117,COMPLEMENT,that_interesting,346,2211.035,-10863.379,-2.156,-0.812,-0.001,-7.164,-6.688,-1865.035,-5.39,0.0,that,interesting,249255.0,494362.0
192118,COMPLEMENT,that_rare,76,485.889,-2387.454,-2.155,-0.812,-0.0,-7.165,-6.182,-409.889,-5.393,0.0,that,rare,249255.0,132282.0
192119,COMPLEMENT,always_intuitive,26,166.453,-818.222,-2.151,-0.812,-0.0,-7.167,-5.55,-140.453,-5.402,0.0,always,intuitive,639123.0,23265.0
192120,COMPLEMENT,only_informative,47,301.155,-1480.778,-2.154,-0.812,-0.0,-7.169,-5.939,-254.155,-5.408,0.0,only,informative,445868.0,26685.0
192121,COMPLEMENT,that_active,31,199.166,-980.122,-2.154,-0.812,-0.0,-7.173,-5.682,-168.166,-5.425,0.0,that,active,249255.0,230052.0
192122,COMPLEMENT,real_sure,89,572.483,-2818.366,-2.158,-0.813,-0.0,-7.175,-6.264,-483.483,-5.432,0.0,real,sure,93622.0,843994.0
192123,COMPLEMENT,entirely_shocking,16,102.951,-506.871,-2.149,-0.813,-0.0,-7.176,-5.159,-86.951,-5.434,0.0,entirely,shocking,291794.0,40162.0
192124,COMPLEMENT,that_wonderful,68,437.781,-2155.792,-2.158,-0.813,-0.0,-7.177,-6.142,-369.781,-5.438,0.0,that,wonderful,249255.0,76952.0
192125,COMPLEMENT,only_excellent,18,116.421,-574.121,-2.153,-0.813,-0.0,-7.185,-5.274,-98.421,-5.468,0.0,only,excellent,445868.0,43211.0
192126,COMPLEMENT,terribly_uncommon,18,116.421,-574.121,-2.153,-0.813,-0.0,-7.185,-5.274,-98.421,-5.468,0.0,terribly,uncommon,68120.0,61712.0
192127,COMPLEMENT,only_expensive,83,543.618,-2691.338,-2.167,-0.815,-0.0,-7.206,-6.266,-460.618,-5.55,0.0,only,expensive,445868.0,443109.0
192128,COMPLEMENT,only_easier,79,518.602,-2569.29,-2.168,-0.816,-0.0,-7.21,-6.248,-439.602,-5.565,0.0,only,easier,445868.0,237031.0
192129,COMPLEMENT,necessarily_comfortable,25,166.453,-828.204,-2.17,-0.818,-0.0,-7.234,-5.596,-141.453,-5.658,0.0,necessarily,comfortable,54048.0,310532.0
192130,COMPLEMENT,that_bright,54,359.846,-1790.932,-2.175,-0.818,-0.0,-7.235,-6.088,-305.846,-5.664,0.0,that,bright,249255.0,65020.0
192131,COMPLEMENT,necessarily_true,543,3642.723,-18169.012,-2.182,-0.819,-0.001,-7.246,-6.866,-3099.723,-5.709,0.001,necessarily,true,54048.0,347077.0
192132,COMPLEMENT,that_difficult,935,6271.334,-31282.13,-2.182,-0.819,-0.002,-7.246,-6.954,-5336.333,-5.707,0.001,that,difficult,249255.0,832963.0
192133,COMPLEMENT,always_linear,18,121.232,-605.289,-2.174,-0.819,-0.0,-7.253,-5.355,-103.232,-5.735,0.0,always,linear,639123.0,8977.0
192134,COMPLEMENT,only_educational,26,175.112,-874.308,-2.177,-0.819,-0.0,-7.253,-5.647,-149.112,-5.735,0.0,only,educational,445868.0,8876.0
192135,COMPLEMENT,exactly_good,44,297.306,-1485.848,-2.181,-0.82,-0.0,-7.259,-5.999,-253.306,-5.757,0.0,exactly,good,59426.0,2030187.0
192136,COMPLEMENT,that_ironic,17,115.459,-577.903,-2.177,-0.82,-0.0,-7.267,-5.322,-98.459,-5.792,0.0,that,ironic,249255.0,18258.0
192137,COMPLEMENT,that_straightforward,65,443.554,-2223.254,-2.187,-0.821,-0.0,-7.275,-6.226,-378.554,-5.824,0.0,that,straightforward,249255.0,59542.0
192138,COMPLEMENT,necessarily_accurate,53,362.733,-1819.718,-2.188,-0.822,-0.0,-7.28,-6.126,-309.733,-5.844,0.0,necessarily,accurate,54048.0,175436.0
192139,COMPLEMENT,necessarily_popular,15,102.951,-516.894,-2.181,-0.822,-0.0,-7.285,-5.23,-87.951,-5.863,0.0,necessarily,popular,54048.0,827595.0
192140,COMPLEMENT,quite_ready,1675,11489.106,-57705.5,-2.194,-0.822,-0.003,-7.284,-7.065,-9814.106,-5.859,0.003,quite,ready,1064947.0,238804.0
192141,COMPLEMENT,that_sophisticated,20,137.588,-691.275,-2.185,-0.822,-0.0,-7.289,-5.485,-117.588,-5.879,0.0,that,sophisticated,249255.0,97956.0
192143,COMPLEMENT,only_pleasing,23,158.756,-798.403,-2.188,-0.823,-0.0,-7.294,-5.602,-135.756,-5.902,0.0,only,pleasing,445868.0,33284.0
192142,COMPLEMENT,always_conducive,23,158.756,-798.403,-2.188,-0.823,-0.0,-7.294,-5.602,-135.756,-5.902,0.0,always,conducive,639123.0,16385.0
192144,COMPLEMENT,nearly_strong,17,117.383,-590.395,-2.185,-0.823,-0.0,-7.295,-5.354,-100.383,-5.905,0.0,nearly,strong,174550.0,379061.0
192145,COMPLEMENT,only_unpleasant,16,110.648,-556.768,-2.186,-0.823,-0.0,-7.297,-5.304,-94.648,-5.915,0.0,only,unpleasant,445868.0,21204.0
192146,COMPLEMENT,necessarily_new,78,539.77,-2716.644,-2.195,-0.823,-0.0,-7.299,-6.337,-461.77,-5.92,0.0,necessarily,new,54048.0,320049.0
192147,COMPLEMENT,yet_active,19,131.815,-663.897,-2.189,-0.823,-0.0,-7.303,-5.459,-112.815,-5.938,0.0,yet,active,96968.0,230052.0
192148,COMPLEMENT,yet_able,214,1486.531,-7490.236,-2.198,-0.824,-0.0,-7.305,-6.71,-1272.531,-5.946,0.0,yet,able,96968.0,427094.0
192149,COMPLEMENT,that_relevant,39,271.328,-1367.68,-2.195,-0.824,-0.0,-7.308,-5.98,-232.328,-5.957,0.0,that,relevant,249255.0,142967.0
192150,COMPLEMENT,even_past,56,389.673,-1964.34,-2.197,-0.824,-0.0,-7.308,-6.185,-333.673,-5.958,0.0,even,past,1119967.0,4212.0
192151,COMPLEMENT,that_reliable,29,202.053,-1018.913,-2.194,-0.824,-0.0,-7.31,-5.789,-173.053,-5.967,0.0,that,reliable,249255.0,103312.0
192152,COMPLEMENT,necessarily_permanent,24,171.264,-869.552,-2.205,-0.827,-0.0,-7.35,-5.698,-147.264,-6.136,0.0,necessarily,permanent,54048.0,23101.0
192153,COMPLEMENT,entirely_surprised,55,392.56,-1993.266,-2.209,-0.827,-0.0,-7.35,-6.222,-337.56,-6.137,0.0,entirely,surprised,291794.0,103751.0
192154,COMPLEMENT,always_obvious,315,2248.559,-11418.702,-2.212,-0.827,-0.001,-7.35,-6.858,-1933.559,-6.138,0.001,always,obvious,639123.0,192364.0
192155,COMPLEMENT,that_worried,88,630.212,-3203.033,-2.212,-0.828,-0.0,-7.356,-6.45,-542.212,-6.162,0.0,that,worried,249255.0,118127.0
192156,COMPLEMENT,yet_conclusive,20,143.361,-728.799,-2.206,-0.828,-0.0,-7.357,-5.564,-123.361,-6.168,0.0,yet,conclusive,96968.0,5606.0
192157,COMPLEMENT,too_dissimilar,184,1320.078,-6712.84,-2.214,-0.828,-0.0,-7.359,-6.721,-1136.078,-6.174,0.0,too,dissimilar,3557198.0,8775.0
192158,COMPLEMENT,necessarily_helpful,28,201.091,-1022.825,-2.209,-0.828,-0.0,-7.361,-5.822,-173.091,-6.182,0.0,necessarily,helpful,54048.0,204360.0
192159,COMPLEMENT,only_rewarding,17,122.194,-621.67,-2.206,-0.828,-0.0,-7.362,-5.433,-105.194,-6.188,0.0,only,rewarding,445868.0,66861.0
192160,COMPLEMENT,that_likely,17,123.156,-627.932,-2.21,-0.829,-0.0,-7.375,-5.448,-106.156,-6.244,0.0,that,likely,249255.0,1048358.0
192161,COMPLEMENT,always_straightforward,88,638.872,-3259.396,-2.219,-0.83,-0.0,-7.379,-6.474,-550.872,-6.26,0.0,always,straightforward,639123.0,59542.0
192162,COMPLEMENT,only_embarrassing,21,153.945,-787.476,-2.217,-0.831,-0.0,-7.395,-5.646,-132.945,-6.331,0.0,only,embarrassing,445868.0,30515.0
192163,COMPLEMENT,overly_surprising,23,169.339,-867.249,-2.22,-0.831,-0.0,-7.402,-5.724,-146.339,-6.363,0.0,overly,surprising,117569.0,149928.0
192164,COMPLEMENT,entirely_certain,181,1347.018,-6919.048,-2.233,-0.833,-0.0,-7.42,-6.779,-1166.019,-6.442,0.0,entirely,certain,291794.0,104137.0
192165,COMPLEMENT,only_inconvenient,19,144.323,-745.334,-2.234,-0.835,-0.0,-7.454,-5.633,-125.323,-6.596,0.0,only,inconvenient,445868.0,9135.0
192166,COMPLEMENT,that_remarkable,17,131.815,-684.397,-2.243,-0.838,-0.0,-7.487,-5.579,-114.815,-6.754,0.0,that,remarkable,249255.0,59599.0
192167,COMPLEMENT,even_certain,95,737.974,-3833.555,-2.253,-0.838,-0.0,-7.491,-6.624,-642.974,-6.768,0.0,even,certain,1119967.0,104137.0
192168,COMPLEMENT,only_innovative,15,117.383,-610.904,-2.246,-0.839,-0.0,-7.503,-5.487,-102.383,-6.826,0.0,only,innovative,445868.0,59806.0
192169,COMPLEMENT,necessarily_applicable,17,133.74,-696.968,-2.25,-0.84,-0.0,-7.511,-5.606,-116.74,-6.867,0.0,necessarily,applicable,54048.0,34941.0
192170,COMPLEMENT,only_easy,187,1479.796,-7723.752,-2.263,-0.841,-0.0,-7.521,-6.894,-1292.796,-6.913,0.0,only,easy,445868.0,768379.0
192171,COMPLEMENT,necessarily_ready,28,222.258,-1160.901,-2.259,-0.841,-0.0,-7.526,-6.006,-194.258,-6.938,0.0,necessarily,ready,54048.0,238804.0
192172,COMPLEMENT,only_safer,34,273.252,-1431.69,-2.266,-0.842,-0.0,-7.546,-6.156,-239.252,-7.037,0.0,only,safer,445868.0,26662.0
192173,COMPLEMENT,necessarily_related,100,810.135,-4253.177,-2.274,-0.843,-0.0,-7.56,-6.717,-710.135,-7.101,0.0,necessarily,related,54048.0,134121.0
192174,COMPLEMENT,all_bleak,20,162.604,-854.386,-2.268,-0.844,-0.0,-7.565,-5.801,-142.604,-7.13,0.0,all,bleak,427480.0,14849.0
192175,COMPLEMENT,that_convenient,17,141.437,-747.332,-2.278,-0.847,-0.0,-7.603,-5.711,-124.437,-7.32,0.0,that,convenient,249255.0,94621.0
192176,COMPLEMENT,necessarily_easier,17,143.361,-759.941,-2.284,-0.848,-0.0,-7.625,-5.737,-126.361,-7.433,0.0,necessarily,easier,54048.0,237031.0
192177,COMPLEMENT,exactly_comfortable,24,203.015,-1076.942,-2.289,-0.848,-0.0,-7.63,-6.012,-179.015,-7.459,0.0,exactly,comfortable,59426.0,310532.0
192178,COMPLEMENT,necessarily_consistent,15,129.891,-692.806,-2.296,-0.851,-0.0,-7.668,-5.679,-114.891,-7.659,0.0,necessarily,consistent,54048.0,98461.0
192179,COMPLEMENT,entirely_uncommon,26,225.145,-1200.868,-2.301,-0.851,-0.0,-7.668,-6.111,-199.145,-7.659,0.0,entirely,uncommon,291794.0,61712.0
192180,COMPLEMENT,only_fashionable,16,139.513,-745.307,-2.3,-0.852,-0.0,-7.679,-5.747,-123.513,-7.72,0.0,only,fashionable,445868.0,16514.0
192181,COMPLEMENT,really_sure,2219,19363.393,-103557.86,-2.314,-0.852,-0.006,-7.681,-7.494,-17144.393,-7.726,0.005,really,sure,2095934.0,843994.0
192182,COMPLEMENT,only_unable,20,175.112,-936.372,-2.304,-0.852,-0.0,-7.686,-5.937,-155.112,-7.756,0.0,only,unable,445868.0,39861.0
192183,COMPLEMENT,only_false,40,350.225,-1872.759,-2.309,-0.852,-0.0,-7.686,-6.406,-310.225,-7.756,0.0,only,false,445868.0,35007.0
192184,COMPLEMENT,that_new,15,133.74,-718.072,-2.31,-0.854,-0.0,-7.715,-5.733,-118.74,-7.916,0.0,that,new,249255.0,320049.0
192185,COMPLEMENT,only_convenient,43,385.825,-2074.513,-2.321,-0.855,-0.0,-7.726,-6.49,-342.825,-7.973,0.0,only,convenient,445868.0,94621.0
192186,COMPLEMENT,yet_apparent,23,207.826,-1119.171,-2.321,-0.856,-0.0,-7.737,-6.099,-184.826,-8.036,0.0,yet,apparent,96968.0,63800.0
192187,COMPLEMENT,that_interested,286,2620.913,-14159.209,-2.336,-0.857,-0.001,-7.76,-7.254,-2334.913,-8.164,0.001,that,interested,249255.0,363372.0
192188,COMPLEMENT,only_vital,30,275.177,-1486.744,-2.33,-0.857,-0.0,-7.761,-6.309,-245.177,-8.173,0.0,only,vital,445868.0,54521.0
192189,COMPLEMENT,always_easy,2811,26365.965,-143317.64,-2.351,-0.86,-0.008,-7.797,-7.632,-23554.965,-8.38,0.007,always,easy,639123.0,768379.0
192190,COMPLEMENT,that_sweet,45,423.349,-2299.762,-2.344,-0.86,-0.0,-7.802,-6.597,-378.349,-8.408,0.0,that,sweet,249255.0,110381.0
192191,COMPLEMENT,necessarily_enough,32,302.117,-1642.414,-2.344,-0.86,-0.0,-7.808,-6.401,-270.117,-8.441,0.0,necessarily,enough,54048.0,450614.0
192192,COMPLEMENT,altogether_surprising,55,521.489,-2837.577,-2.349,-0.861,-0.0,-7.815,-6.716,-466.489,-8.482,0.0,altogether,surprising,19635.0,149928.0
192193,COMPLEMENT,that_familiar,126,1210.392,-6604.304,-2.357,-0.862,-0.0,-7.836,-7.09,-1084.392,-8.606,0.0,that,familiar,249255.0,209907.0
192194,COMPLEMENT,only_irresponsible,15,144.323,-787.695,-2.347,-0.862,-0.0,-7.838,-5.872,-129.323,-8.622,0.0,only,irresponsible,445868.0,13318.0
192195,COMPLEMENT,necessarily_aware,23,224.182,-1226.822,-2.357,-0.863,-0.0,-7.859,-6.233,-201.182,-8.747,0.0,necessarily,aware,54048.0,319176.0
192196,COMPLEMENT,necessarily_cheap,15,146.248,-800.374,-2.353,-0.863,-0.0,-7.859,-5.896,-131.248,-8.75,0.0,necessarily,cheap,54048.0,83211.0
192197,COMPLEMENT,entirely_clear,820,8034.966,-44034.863,-2.369,-0.864,-0.002,-7.867,-7.565,-7214.966,-8.799,0.002,entirely,clear,291794.0,489251.0
192198,COMPLEMENT,terribly_surprising,103,1014.112,-5561.245,-2.369,-0.864,-0.0,-7.875,-7.057,-911.112,-8.846,0.0,terribly,surprising,68120.0,149928.0
192199,COMPLEMENT,necessarily_obvious,22,219.372,-1206.025,-2.368,-0.866,-0.0,-7.895,-6.241,-197.372,-8.971,0.0,necessarily,obvious,54048.0,192364.0
192200,COMPLEMENT,only_useless,19,189.545,-1042.143,-2.367,-0.866,-0.0,-7.896,-6.131,-170.545,-8.976,0.0,only,useless,445868.0,29955.0
192201,COMPLEMENT,that_expensive,190,1916.615,-10561.945,-2.381,-0.867,-0.001,-7.914,-7.302,-1726.615,-9.087,0.0,that,expensive,249255.0,443109.0
192202,COMPLEMENT,that_costly,16,161.642,-890.955,-2.371,-0.867,-0.0,-7.916,-6.015,-145.642,-9.103,0.0,that,costly,249255.0,70935.0
192203,COMPLEMENT,only_cruel,22,225.145,-1244.116,-2.38,-0.868,-0.0,-7.937,-6.286,-203.145,-9.234,0.0,only,cruel,445868.0,22373.0
192204,COMPLEMENT,yet_satisfied,29,297.306,-1643.442,-2.383,-0.868,-0.0,-7.939,-6.48,-268.306,-9.252,0.0,yet,satisfied,96968.0,103947.0
192205,COMPLEMENT,only_durable,28,287.685,-1590.932,-2.384,-0.869,-0.0,-7.943,-6.461,-259.685,-9.274,0.0,only,durable,445868.0,51760.0
192206,COMPLEMENT,only_beautiful,189,1945.48,-10763.479,-2.391,-0.869,-0.001,-7.946,-7.334,-1756.48,-9.294,0.001,only,beautiful,445868.0,317258.0
192207,COMPLEMENT,yet_aware,87,906.351,-5025.772,-2.396,-0.87,-0.0,-7.965,-7.083,-819.351,-9.418,0.0,yet,aware,96968.0,319176.0
