,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability,adv,adj,adv_total,adj_total
187,NEGATED,only_unavoidable,34,1.325,213.647,2.767,0.934,0.0,9.754,4.749,32.675,0.961,0.0,only,unavoidable,445868.0,4611.0
190,NEGATED,only_untrue,167,6.509,1048.772,2.889,0.933,0.0,9.73,6.907,160.491,0.961,0.0,only,untrue,445868.0,11093.0
191,NEGATED,exactly_comforting,100,3.898,627.963,2.863,0.933,0.0,9.727,6.317,96.102,0.961,0.0,exactly,comforting,59426.0,14409.0
192,NEGATED,necessarily_synonymous,165,6.433,1035.793,2.884,0.933,0.0,9.712,6.888,158.567,0.961,0.0,necessarily,synonymous,54048.0,10924.0
193,NEGATED,only_unsupported,33,1.287,207.157,2.754,0.933,0.0,9.711,4.69,31.713,0.961,0.0,only,unsupported,445868.0,1436.0
194,NEGATED,exactly_sexy,64,2.498,401.339,2.817,0.932,0.0,9.667,5.715,61.502,0.961,0.0,exactly,sexy,59426.0,39790.0
195,NEGATED,exactly_quiet,64,2.498,401.339,2.817,0.932,0.0,9.667,5.715,61.502,0.961,0.0,exactly,quiet,59426.0,79915.0
198,NEGATED,only_baseless,32,1.249,200.669,2.741,0.932,0.0,9.667,4.629,30.751,0.961,0.0,only,baseless,445868.0,2754.0
199,NEGATED,only_breathtaking,32,1.249,200.669,2.741,0.932,0.0,9.667,4.629,30.751,0.961,0.0,only,breathtaking,445868.0,12278.0
197,NEGATED,only_spacious,32,1.249,200.669,2.741,0.932,0.0,9.667,4.629,30.751,0.961,0.0,only,spacious,445868.0,16101.0
196,NEGATED,only_invaluable,32,1.249,200.669,2.741,0.932,0.0,9.667,4.629,30.751,0.961,0.0,only,invaluable,445868.0,3483.0
200,NEGATED,necessarily_surprising,344,13.435,2155.505,2.882,0.931,0.0,9.635,7.558,330.565,0.961,0.0,necessarily,surprising,54048.0,149928.0
201,NEGATED,exactly_likely,31,1.211,194.183,2.727,0.931,0.0,9.621,4.566,29.789,0.961,0.0,exactly,likely,59426.0,1048358.0
202,NEGATED,only_unsightly,154,6.017,964.437,2.854,0.931,0.0,9.613,6.78,147.983,0.961,0.0,only,unsightly,445868.0,1553.0
203,NEGATED,yet_certain,874,34.173,5469.434,2.877,0.93,0.0,9.582,8.199,839.827,0.961,0.0,yet,certain,96968.0,104137.0
204,NEGATED,exactly_feasible,30,1.173,187.699,2.713,0.93,0.0,9.574,4.5,28.827,0.961,0.0,exactly,feasible,59426.0,31523.0
205,NEGATED,yet_convinced,178,6.963,1113.238,2.844,0.93,0.0,9.559,6.913,171.037,0.961,0.0,yet,convinced,96968.0,13434.0
206,NEGATED,exactly_uncommon,89,3.482,556.617,2.813,0.93,0.0,9.558,6.125,85.518,0.961,0.0,exactly,uncommon,59426.0,61712.0
207,NEGATED,only_delicious,859,33.605,5372.185,2.87,0.93,0.0,9.557,8.174,825.395,0.961,0.0,only,delicious,445868.0,69840.0
208,NEGATED,exactly_huge,59,2.308,368.916,2.782,0.929,0.0,9.55,5.574,56.692,0.961,0.0,exactly,huge,59426.0,39508.0
209,NEGATED,only_cozy,29,1.135,181.217,2.699,0.929,0.0,9.525,4.431,27.865,0.961,0.0,only,cozy,445868.0,9799.0
210,NEGATED,exactly_flawless,29,1.135,181.217,2.699,0.929,0.0,9.525,4.431,27.865,0.961,0.0,exactly,flawless,59426.0,10263.0
211,NEGATED,exactly_revelatory,29,1.135,181.217,2.699,0.929,0.0,9.525,4.431,27.865,0.961,0.0,exactly,revelatory,59426.0,1700.0
212,NEGATED,that_compatible,29,1.135,181.217,2.699,0.929,0.0,9.525,4.431,27.865,0.961,0.0,that,compatible,249255.0,35191.0
213,NEGATED,exactly_stellar,171,6.698,1067.871,2.827,0.928,0.0,9.501,6.85,164.302,0.961,0.0,exactly,stellar,59426.0,6942.0
214,NEGATED,necessarily_indicative,1406,55.101,8776.346,2.85,0.928,0.0,9.482,8.393,1350.899,0.961,0.0,necessarily,indicative,54048.0,12705.0
215,NEGATED,only_unhelpful,84,3.292,524.214,2.788,0.928,0.0,9.475,6.03,80.708,0.961,0.0,only,unhelpful,445868.0,3567.0
216,NEGATED,necessarily_apparent,56,2.195,349.476,2.759,0.928,0.0,9.475,5.483,53.805,0.961,0.0,necessarily,apparent,54048.0,63800.0
218,NEGATED,exactly_evil,28,1.097,174.738,2.684,0.928,0.0,9.474,4.359,26.903,0.961,0.0,exactly,evil,59426.0,29877.0
217,NEGATED,necessarily_enjoyable,28,1.097,174.738,2.684,0.928,0.0,9.474,4.359,26.903,0.961,0.0,necessarily,enjoyable,54048.0,95081.0
219,NEGATED,only_ineffective,361,14.154,2252.192,2.833,0.927,0.0,9.463,7.516,346.846,0.961,0.0,only,ineffective,445868.0,14824.0
220,NEGATED,that_shocking,111,4.352,692.475,2.799,0.927,0.0,9.462,6.364,106.648,0.961,0.0,that,shocking,249255.0,40162.0
221,NEGATED,exactly_original,163,6.396,1016.046,2.806,0.927,0.0,9.432,6.775,156.604,0.961,0.0,exactly,original,59426.0,45220.0
223,NEGATED,exactly_unusual,54,2.119,336.522,2.744,0.926,0.0,9.422,5.418,51.881,0.961,0.0,exactly,unusual,59426.0,108421.0
222,NEGATED,only_unprofessional,54,2.119,336.522,2.744,0.926,0.0,9.422,5.418,51.881,0.961,0.0,only,unprofessional,445868.0,3571.0
224,NEGATED,exactly_indicative,27,1.06,168.261,2.668,0.926,0.0,9.422,4.283,25.94,0.961,0.0,exactly,indicative,59426.0,12705.0
225,NEGATED,yet_jaded,27,1.06,168.261,2.668,0.926,0.0,9.422,4.283,25.94,0.961,0.0,yet,jaded,96968.0,4688.0
226,NEGATED,exactly_bare,27,1.06,168.261,2.668,0.926,0.0,9.422,4.283,25.94,0.961,0.0,exactly,bare,59426.0,7940.0
227,NEGATED,exactly_appealing,53,2.081,330.046,2.736,0.926,0.0,9.395,5.385,50.919,0.961,0.0,exactly,appealing,59426.0,86815.0
228,NEGATED,only_inefficient,105,4.125,653.62,2.775,0.925,0.0,9.382,6.274,100.875,0.961,0.0,only,inefficient,445868.0,10872.0
232,NEGATED,only_antithetical,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,only,antithetical,445868.0,1948.0
234,NEGATED,exactly_complimentary,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,exactly,complimentary,59426.0,5205.0
233,NEGATED,that_bothersome,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,that,bothersome,249255.0,3279.0
230,NEGATED,exactly_inconspicuous,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,exactly,inconspicuous,59426.0,1659.0
231,NEGATED,exactly_conventional,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,exactly,conventional,59426.0,22804.0
229,NEGATED,exactly_desirable,26,1.022,161.786,2.652,0.925,0.0,9.367,4.203,24.978,0.961,0.0,exactly,desirable,59426.0,48191.0
235,NEGATED,that_surprising,1142,44.921,7099.538,2.805,0.924,0.0,9.334,8.19,1097.079,0.961,0.0,that,surprising,249255.0,149928.0
236,NEGATED,exactly_hard,203,7.985,1261.938,2.784,0.924,0.0,9.333,6.953,195.015,0.961,0.0,exactly,hard,59426.0,429767.0
237,NEGATED,only_unrealistic,125,4.92,776.576,2.764,0.924,0.0,9.312,6.449,120.08,0.961,0.0,only,unrealistic,445868.0,11307.0
238,NEGATED,yet_online,100,3.936,621.26,2.754,0.924,0.0,9.312,6.194,96.064,0.961,0.0,yet,online,96968.0,17059.0
240,NEGATED,exactly_innocent,50,1.968,310.629,2.711,0.924,0.0,9.311,5.281,48.032,0.961,0.0,exactly,innocent,59426.0,29399.0
239,NEGATED,only_inspirational,50,1.968,310.629,2.711,0.924,0.0,9.311,5.281,48.032,0.961,0.0,only,inspirational,445868.0,11424.0
241,NEGATED,exactly_soft,25,0.984,155.314,2.636,0.924,0.0,9.311,4.12,24.016,0.961,0.0,exactly,soft,59426.0,72017.0
242,NEGATED,necessarily_life-threatening,25,0.984,155.314,2.636,0.924,0.0,9.311,4.12,24.016,0.961,0.0,necessarily,life-threatening,54048.0,7921.0
243,NEGATED,only_unnecessary,493,19.414,3061.071,2.787,0.923,0.0,9.292,7.659,473.586,0.961,0.0,only,unnecessary,445868.0,21611.0
244,NEGATED,yet_complete,2222,87.571,13785.844,2.786,0.922,0.001,9.262,8.435,2134.429,0.961,0.001,yet,complete,96968.0,106554.0
245,NEGATED,only_inappropriate,145,5.714,899.548,2.755,0.922,0.0,9.263,6.59,139.286,0.961,0.0,only,inappropriate,445868.0,21189.0
246,NEGATED,exactly_rosy,48,1.892,297.692,2.693,0.922,0.0,9.252,5.207,46.108,0.961,0.0,exactly,rosy,59426.0,6664.0
247,NEGATED,exactly_impartial,24,0.946,148.846,2.618,0.922,0.0,9.252,4.031,23.054,0.961,0.0,exactly,impartial,59426.0,2822.0
248,NEGATED,that_common,1217,47.986,7546.312,2.779,0.922,0.0,9.245,8.161,1169.014,0.961,0.0,that,common,249255.0,555883.0
249,NEGATED,yet_legal,166,6.547,1028.995,2.752,0.922,0.0,9.236,6.718,159.453,0.961,0.0,yet,legal,96968.0,42504.0
250,NEGATED,exactly_clear,1760,69.444,10905.726,2.773,0.921,0.001,9.221,8.311,1690.556,0.961,0.001,exactly,clear,59426.0,489251.0
251,NEGATED,yet_sure,1990,78.526,12329.789,2.773,0.921,0.001,9.217,8.358,1911.474,0.961,0.001,yet,sure,96968.0,843994.0
252,NEGATED,only_eco-friendly,69,2.725,427.143,2.703,0.92,0.0,9.191,5.697,66.275,0.961,0.0,only,eco-friendly,445868.0,3638.0
253,NEGATED,only_sexist,23,0.908,142.381,2.6,0.92,0.0,9.19,3.937,22.092,0.961,0.0,only,sexist,445868.0,5415.0
254,NEGATED,exactly_accessible,23,0.908,142.381,2.6,0.92,0.0,9.19,3.937,22.092,0.961,0.0,exactly,accessible,59426.0,162712.0
255,NEGATED,necessarily_greener,23,0.908,142.381,2.6,0.92,0.0,9.19,3.937,22.092,0.961,0.0,necessarily,greener,54048.0,3371.0
256,NEGATED,yet_right,202,7.985,1249.124,2.734,0.92,0.0,9.156,6.873,194.015,0.96,0.0,yet,right,96968.0,204019.0
257,NEGATED,exactly_common,155,6.131,957.899,2.722,0.919,0.0,9.137,6.609,148.869,0.96,0.0,exactly,common,59426.0,555883.0
258,NEGATED,yet_proficient,44,1.741,271.838,2.656,0.919,0.0,9.127,5.047,42.259,0.96,0.0,yet,proficient,96968.0,14150.0
261,NEGATED,exactly_concerned,22,0.87,135.919,2.581,0.919,0.0,9.126,3.838,21.13,0.96,0.0,exactly,concerned,59426.0,253664.0
262,NEGATED,exactly_sustainable,22,0.87,135.919,2.581,0.919,0.0,9.126,3.838,21.13,0.96,0.0,exactly,sustainable,59426.0,60664.0
260,NEGATED,that_welcoming,22,0.87,135.919,2.581,0.919,0.0,9.126,3.838,21.13,0.96,0.0,that,welcoming,249255.0,23463.0
259,NEGATED,that_technical,22,0.87,135.919,2.581,0.919,0.0,9.126,3.838,21.13,0.96,0.0,that,technical,249255.0,34385.0
263,NEGATED,only_preposterous,22,0.87,135.919,2.581,0.919,0.0,9.126,3.838,21.13,0.96,0.0,only,preposterous,445868.0,4131.0
264,NEGATED,that_dissimilar,307,12.148,1896.433,2.732,0.919,0.0,9.123,7.216,294.852,0.96,0.0,that,dissimilar,249255.0,8775.0
265,NEGATED,that_unusual,983,38.904,6071.427,2.74,0.918,0.0,9.117,7.968,944.096,0.96,0.0,that,unusual,249255.0,108421.0
266,NEGATED,that_fussy,65,2.573,401.299,2.677,0.918,0.0,9.105,5.594,62.427,0.96,0.0,that,fussy,249255.0,5115.0
267,NEGATED,exactly_helpful,129,5.109,796.142,2.705,0.918,0.0,9.094,6.404,123.891,0.96,0.0,exactly,helpful,59426.0,204360.0
268,NEGATED,exactly_thrilling,43,1.703,265.38,2.646,0.918,0.0,9.094,5.004,41.297,0.96,0.0,exactly,thrilling,59426.0,14767.0
269,NEGATED,too_surprising,4030,159.626,24873.082,2.736,0.918,0.001,9.09,8.496,3870.374,0.96,0.001,too,surprising,3557198.0,149928.0
270,NEGATED,exactly_popular,171,6.774,1055.068,2.71,0.917,0.0,9.086,6.685,164.226,0.96,0.0,exactly,popular,59426.0,827595.0
271,NEGATED,entirely_sure,13049,517.023,80547.875,2.735,0.917,0.004,9.08,8.743,12531.977,0.96,0.004,entirely,sure,291794.0,843994.0
272,NEGATED,exactly_simple,64,2.536,394.841,2.671,0.917,0.0,9.083,5.567,61.464,0.96,0.0,exactly,simple,59426.0,424800.0
273,NEGATED,only_incorrect,149,5.904,919.148,2.705,0.917,0.0,9.08,6.547,143.096,0.96,0.0,only,incorrect,445868.0,20856.0
274,NEGATED,yet_operational,212,8.401,1307.538,2.711,0.917,0.0,9.074,6.88,203.599,0.96,0.0,yet,operational,96968.0,17756.0
275,NEGATED,exactly_friendly,168,6.661,1035.698,2.702,0.917,0.0,9.06,6.657,161.339,0.96,0.0,exactly,friendly,59426.0,130614.0
276,NEGATED,exactly_realistic,84,3.33,517.847,2.679,0.917,0.0,9.06,5.906,80.67,0.96,0.0,exactly,realistic,59426.0,79332.0
277,NEGATED,exactly_optimistic,42,1.665,258.923,2.636,0.917,0.0,9.06,4.96,40.335,0.96,0.0,exactly,optimistic,59426.0,81289.0
278,NEGATED,yet_comparable,21,0.833,129.461,2.562,0.917,0.0,9.059,3.731,20.167,0.96,0.0,yet,comparable,96968.0,16539.0
279,NEGATED,only_fabulous,21,0.833,129.461,2.562,0.917,0.0,9.059,3.731,20.167,0.96,0.0,only,fabulous,445868.0,15042.0
280,NEGATED,exactly_enticing,21,0.833,129.461,2.562,0.917,0.0,9.059,3.731,20.167,0.96,0.0,exactly,enticing,59426.0,10912.0
281,NEGATED,even_gonna,21,0.833,129.461,2.562,0.917,0.0,9.059,3.731,20.167,0.96,0.0,even,gonna,1119967.0,3123.0
282,NEGATED,exactly_pleasant,144,5.714,886.871,2.69,0.916,0.0,9.031,6.493,138.286,0.96,0.0,exactly,pleasant,59426.0,63531.0
283,NEGATED,only_absurd,144,5.714,886.871,2.69,0.916,0.0,9.031,6.493,138.286,0.96,0.0,only,absurd,445868.0,25573.0
284,NEGATED,always_feasible,596,23.652,3670.574,2.711,0.916,0.0,9.029,7.63,572.348,0.96,0.0,always,feasible,639123.0,31523.0
285,NEGATED,always_clear-cut,143,5.677,880.418,2.687,0.915,0.0,9.02,6.482,137.323,0.96,0.0,always,clear-cut,639123.0,4386.0
286,NEGATED,exactly_sure,8864,351.986,54578.387,2.713,0.915,0.003,9.01,8.613,8512.014,0.96,0.003,exactly,sure,59426.0,843994.0
287,NEGATED,necessarily_confident,60,2.384,369.025,2.643,0.915,0.0,8.99,5.455,57.616,0.96,0.0,necessarily,confident,54048.0,144562.0
288,NEGATED,exactly_stable,40,1.589,246.016,2.615,0.915,0.0,8.989,4.868,38.411,0.96,0.0,exactly,stable,59426.0,90154.0
289,NEGATED,exactly_confident,40,1.589,246.016,2.615,0.915,0.0,8.989,4.868,38.411,0.96,0.0,exactly,confident,59426.0,144562.0
295,NEGATED,exactly_heroic,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,exactly,heroic,59426.0,7716.0
299,NEGATED,that_mysterious,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,that,mysterious,249255.0,19911.0
298,NEGATED,mutually_exceptional,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,mutually,exceptional,44511.0,16607.0
297,NEGATED,exactly_creative,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,exactly,creative,59426.0,88013.0
296,NEGATED,only_unheard,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,only,unheard,445868.0,17809.0
294,NEGATED,that_unheard,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,that,unheard,249255.0,17809.0
293,NEGATED,yet_late,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,yet,late,96968.0,162479.0
292,NEGATED,exactly_ugly,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,exactly,ugly,59426.0,28404.0
291,NEGATED,exactly_discreet,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,exactly,discreet,59426.0,6886.0
290,NEGATED,exactly_desperate,20,0.795,123.008,2.541,0.915,0.0,8.989,3.618,19.205,0.96,0.0,exactly,desperate,59426.0,36107.0
300,NEGATED,that_complicated,1209,48.062,7432.972,2.699,0.914,0.0,8.977,7.972,1160.938,0.96,0.0,that,complicated,249255.0,179499.0
301,NEGATED,exactly_exciting,118,4.693,725.151,2.666,0.914,0.0,8.966,6.26,113.307,0.96,0.0,exactly,exciting,59426.0,235728.0
302,NEGATED,necessarily_intuitive,59,2.346,362.575,2.636,0.914,0.0,8.965,5.425,56.654,0.96,0.0,necessarily,intuitive,54048.0,23265.0
303,NEGATED,exactly_attractive,39,1.552,239.567,2.604,0.913,0.0,8.953,4.82,37.448,0.96,0.0,exactly,attractive,59426.0,166546.0
304,NEGATED,only_sturdy,58,2.308,356.126,2.628,0.913,0.0,8.941,5.395,55.692,0.96,0.0,only,sturdy,445868.0,12175.0
305,NEGATED,exactly_healthy,193,7.682,1184.946,2.671,0.913,0.0,8.939,6.734,185.318,0.96,0.0,exactly,healthy,59426.0,113059.0
306,NEGATED,exactly_pleased,173,6.888,1061.937,2.667,0.913,0.0,8.933,6.63,166.112,0.96,0.0,exactly,pleased,59426.0,169702.0
307,NEGATED,yet_public,496,19.755,3043.512,2.678,0.912,0.0,8.922,7.45,476.245,0.96,0.0,yet,public,96968.0,41425.0
308,NEGATED,exactly_high,133,5.298,815.921,2.656,0.912,0.0,8.916,6.366,127.702,0.96,0.0,exactly,high,59426.0,586171.0
309,NEGATED,exactly_unique,95,3.784,582.8,2.645,0.912,0.0,8.916,6.002,91.216,0.96,0.0,exactly,unique,59426.0,187238.0
310,NEGATED,that_frequent,57,2.271,349.679,2.621,0.912,0.0,8.916,5.364,54.729,0.96,0.0,that,frequent,249255.0,64569.0
311,NEGATED,that_appetizing,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,that,appetizing,249255.0,3590.0
312,NEGATED,yet_expired,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,yet,expired,96968.0,1429.0
313,NEGATED,exactly_entertaining,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,exactly,entertaining,59426.0,72333.0
314,NEGATED,necessarily_satisfying,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,necessarily,satisfying,54048.0,66049.0
315,NEGATED,remotely_subtle,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,remotely,subtle,21399.0,56554.0
316,NEGATED,exactly_mind-blowing,19,0.757,116.56,2.519,0.912,0.0,8.915,3.496,18.243,0.96,0.0,exactly,mind-blowing,59426.0,1650.0
317,NEGATED,that_noticeable,265,10.558,1625.407,2.668,0.912,0.0,8.911,6.991,254.442,0.96,0.0,that,noticeable,249255.0,40293.0
318,NEGATED,only_futile,75,2.99,459.794,2.63,0.912,0.0,8.897,5.714,72.01,0.96,0.0,only,futile,445868.0,6062.0
319,NEGATED,yet_prepared,167,6.661,1023.264,2.652,0.911,0.0,8.882,6.575,160.339,0.96,0.0,yet,prepared,96968.0,9313.0
320,NEGATED,exactly_expensive,37,1.476,226.675,2.581,0.911,0.0,8.877,4.718,35.524,0.96,0.0,exactly,expensive,59426.0,443109.0
321,NEGATED,about_left,37,1.476,226.675,2.581,0.911,0.0,8.877,4.718,35.524,0.96,0.0,about,left,73646.0,941.0
322,NEGATED,that_impressed,684,27.285,4190.392,2.667,0.911,0.0,8.877,7.615,656.715,0.96,0.0,that,impressed,249255.0,112686.0
323,NEGATED,necessarily_representative,497,19.83,3044.068,2.663,0.911,0.0,8.87,7.42,477.17,0.96,0.0,necessarily,representative,54048.0,25071.0
324,NEGATED,only_incapable,73,2.914,446.907,2.618,0.91,0.0,8.858,5.668,70.086,0.96,0.0,only,incapable,445868.0,11357.0
325,NEGATED,necessarily_unusual,109,4.352,667.141,2.632,0.91,0.0,8.851,6.131,104.648,0.96,0.0,necessarily,unusual,54048.0,108421.0
328,NEGATED,exactly_truthful,36,1.438,220.233,2.57,0.91,0.0,8.837,4.665,34.562,0.96,0.0,exactly,truthful,59426.0,6650.0
327,NEGATED,only_unwarranted,36,1.438,220.233,2.57,0.91,0.0,8.837,4.665,34.562,0.96,0.0,only,unwarranted,445868.0,2278.0
326,NEGATED,that_unexpected,36,1.438,220.233,2.57,0.91,0.0,8.837,4.665,34.562,0.96,0.0,that,unexpected,249255.0,37613.0
329,NEGATED,exactly_relaxing,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,exactly,relaxing,59426.0,19874.0
330,NEGATED,exactly_complicated,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,exactly,complicated,59426.0,179499.0
331,NEGATED,always_conventional,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,always,conventional,639123.0,22804.0
332,NEGATED,exactly_foreign,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,exactly,foreign,59426.0,17885.0
333,NEGATED,only_barbaric,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,only,barbaric,445868.0,2631.0
334,NEGATED,necessarily_sweet,18,0.719,110.116,2.496,0.91,0.0,8.837,3.364,17.281,0.96,0.0,necessarily,sweet,54048.0,110381.0
335,NEGATED,exactly_enthusiastic,71,2.838,434.026,2.606,0.909,0.0,8.818,5.62,68.162,0.96,0.0,exactly,enthusiastic,59426.0,38887.0
337,NEGATED,exactly_affordable,35,1.4,213.794,2.558,0.908,0.0,8.797,4.61,33.6,0.96,0.0,exactly,affordable,59426.0,126070.0
336,NEGATED,only_sleek,35,1.4,213.794,2.558,0.908,0.0,8.797,4.61,33.6,0.96,0.0,only,sleek,445868.0,5062.0
338,NEGATED,only_exhausting,52,2.081,317.472,2.581,0.908,0.0,8.783,5.2,49.919,0.96,0.0,only,exhausting,445868.0,9319.0
339,NEGATED,necessarily_cause,52,2.081,317.472,2.581,0.908,0.0,8.783,5.2,49.919,0.96,0.0,necessarily,cause,54048.0,994.0
340,NEGATED,exactly_reliable,52,2.081,317.472,2.581,0.908,0.0,8.783,5.2,49.919,0.96,0.0,exactly,reliable,59426.0,103312.0
341,NEGATED,necessarily_visible,121,4.844,738.626,2.615,0.907,0.0,8.779,6.213,116.156,0.96,0.0,necessarily,visible,54048.0,137004.0
342,NEGATED,yet_live,119,4.768,725.756,2.608,0.907,0.0,8.755,6.186,114.232,0.96,0.0,yet,live,96968.0,16262.0
343,NEGATED,that_unreasonable,34,1.362,207.358,2.545,0.907,0.0,8.755,4.552,32.638,0.96,0.0,that,unreasonable,249255.0,11444.0
344,NEGATED,exactly_strong,34,1.362,207.358,2.545,0.907,0.0,8.755,4.552,32.638,0.96,0.0,exactly,strong,59426.0,379061.0
356,NEGATED,even_midnight,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,even,midnight,1119967.0,991.0
355,NEGATED,only_picturesque,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,only,picturesque,445868.0,8454.0
351,NEGATED,only_unworkable,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,only,unworkable,445868.0,1329.0
357,NEGATED,exactly_progressive,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,progressive,59426.0,32293.0
358,NEGATED,exactly_graceful,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,graceful,59426.0,6541.0
352,NEGATED,that_notable,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,that,notable,249255.0,57416.0
354,NEGATED,exactly_logical,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,logical,59426.0,26090.0
350,NEGATED,only_unafraid,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,only,unafraid,445868.0,1163.0
347,NEGATED,exactly_flashy,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,flashy,59426.0,6937.0
345,NEGATED,necessarily_advantageous,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,necessarily,advantageous,54048.0,14616.0
346,NEGATED,that_restrictive,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,that,restrictive,249255.0,26825.0
353,NEGATED,necessarily_wealthier,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,necessarily,wealthier,54048.0,1994.0
348,NEGATED,exactly_official,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,official,59426.0,9708.0
349,NEGATED,exactly_prone,17,0.681,103.679,2.472,0.907,0.0,8.754,3.221,16.319,0.96,0.0,exactly,prone,59426.0,43678.0
359,NEGATED,only_impractical,101,4.049,615.642,2.599,0.906,0.0,8.741,6.006,96.951,0.96,0.0,only,impractical,445868.0,5413.0
360,NEGATED,exactly_shocking,151,6.055,920.249,2.608,0.906,0.0,8.736,6.415,144.945,0.96,0.0,exactly,shocking,59426.0,40162.0
361,NEGATED,exactly_safe,117,4.693,712.889,2.6,0.906,0.0,8.731,6.158,112.307,0.96,0.0,exactly,safe,59426.0,160292.0
362,NEGATED,only_unfair,481,19.3,2929.559,2.618,0.905,0.0,8.72,7.308,461.7,0.96,0.0,only,unfair,445868.0,29591.0
363,NEGATED,exactly_positive,99,3.974,602.778,2.59,0.905,0.0,8.712,5.972,95.026,0.96,0.0,exactly,positive,59426.0,184195.0
