corpus_slice,file_MB,sentences,tokens,ADV_tokens,ADV_xpos,ADV_lemmas,ADV_forms,ADJ_tokens,ADJ_xpos,ADJ_lemmas,ADJ_forms,NEG_tokens,NEG_xpos,NEG_lemmas,NEG_forms,NR_tokens,NR_xpos,NR_lemmas,NR_forms
pcc_eng_03-013,49.32,23791,740706,50603,3,1326,1644,61723,3,6131,6741,7764,9,15,34,7416,15,24,100
pcc_eng_03-014,53.82,25715,804946,55215,3,1443,1780,67119,3,6567,7250,8364,10,15,38,8145,16,24,108
pcc_eng_03-015,50.24,24120,751060,51400,3,1327,1691,62349,3,6179,6871,7830,9,15,42,7357,16,24,104
pcc_eng_03-017,50.0,24154,751982,51236,3,1368,1721,62386,3,6168,6880,7691,10,15,36,7581,17,24,107
pcc_eng_03-018,50.47,24373,759155,52307,3,1341,1672,62936,3,6113,6804,7748,8,15,37,7334,16,24,100
pcc_eng_03-016,50.31,24338,757891,52017,3,1310,1647,62815,3,6130,6752,7734,9,15,38,7429,17,24,107
pcc_eng_03-019,50.01,24106,750703,51423,3,1377,1708,62670,3,6207,6869,7728,10,15,35,7675,14,24,101
pcc_eng_03-020,50.76,24271,755972,51965,3,1378,1690,62915,3,6185,6851,7813,10,15,36,7501,16,24,98
pcc_eng_03-021,50.33,24205,753927,51385,3,1373,1711,63333,3,6324,6976,7859,9,15,34,7624,17,24,97
pcc_eng_03-022,51.46,24721,769905,52704,3,1378,1685,64281,3,6233,6902,8037,9,15,35,7761,17,24,95
pcc_eng_03-023,49.11,23815,741073,50329,3,1337,1652,62064,3,6260,6906,7560,10,15,39,7286,16,24,96
pcc_eng_03-025,48.49,23713,737995,50318,3,1335,1656,60671,3,6020,6665,7336,9,15,32,7307,16,24,101
pcc_eng_03-024,50.09,24485,762214,51931,3,1393,1725,62869,3,6229,6894,7844,11,15,34,7458,16,24,96
pcc_eng_03-026,50.26,24149,751744,51755,3,1394,1718,63408,3,6220,6892,7752,9,15,37,7673,16,24,99
pcc_eng_03-027,50.49,24401,760170,52017,3,1350,1689,63910,3,6233,6895,7742,10,15,37,7520,15,24,101
pcc_eng_03-028,47.9,23309,725351,49209,3,1303,1661,60359,3,6157,6833,7376,10,15,40,7237,16,24,101
pcc_eng_03-031,50.57,24302,757273,52644,3,1287,1621,62895,3,6241,6926,7998,10,15,36,7695,17,24,100
pcc_eng_03-030,49.89,24028,748067,50951,3,1340,1653,62227,3,6135,6780,7741,10,15,38,7436,16,24,102
pcc_eng_03-032,50.77,24647,768214,52466,3,1329,1667,63257,3,6227,6898,7906,8,15,35,7619,15,24,99
pcc_eng_03-034,50.15,24501,762998,52380,3,1324,1670,62889,3,6244,6924,8022,11,15,39,7593,16,24,98
pcc_eng_03-029,50.13,24323,757273,51587,3,1370,1689,62909,3,6184,6800,7697,8,15,34,7684,16,24,96
pcc_eng_03-033,49.42,23848,742691,50861,3,1358,1690,61347,3,6164,6810,7878,10,15,37,7293,16,24,96
pcc_eng_03-035,48.81,23651,736502,50418,3,1321,1647,61175,3,6061,6696,7643,9,15,37,7305,15,24,104
pcc_eng_03-038,50.91,24900,776361,52786,3,1365,1707,63680,3,6237,6922,7975,9,14,36,7456,16,24,103
pcc_eng_03-036,49.23,23768,739769,51145,3,1313,1657,61316,3,6064,6737,7638,10,15,39,7320,17,23,97
pcc_eng_03-039,52.1,24769,772475,53394,3,1386,1713,65229,3,6362,7049,7814,9,15,37,7726,16,24,96
pcc_eng_03-037,49.25,24085,750241,50890,3,1371,1685,61235,3,5989,6656,7685,10,15,33,7464,16,24,101
pcc_eng_03-042,49.73,24230,755090,51506,3,1347,1677,61884,3,6290,6934,7885,10,15,38,7446,16,24,97
pcc_eng_03-041,49.15,23637,735854,50782,3,1366,1677,61461,3,6071,6730,7672,9,15,38,7226,16,24,107
pcc_eng_03-040,50.07,24268,756117,51841,3,1346,1701,62287,3,6072,6749,7869,9,15,38,7561,16,24,100
pcc_eng_03-044,50.77,24354,758738,52772,3,1393,1715,63365,3,6182,6831,7734,10,15,36,7847,16,24,95
pcc_eng_03-043,51.55,24852,774258,52599,3,1340,1665,64224,3,6211,6839,7899,9,15,40,7737,16,24,102
pcc_eng_03-045,50.59,24546,765169,52454,3,1347,1679,63204,3,6164,6828,7857,10,15,36,7701,16,24,98
pcc_eng_03-047,49.91,23958,746460,51386,3,1372,1692,61719,3,6158,6833,7813,11,15,42,7371,16,24,106
pcc_eng_03-046,50.7,24483,762585,52524,3,1348,1696,63488,3,6328,7055,7844,10,15,35,7540,17,24,109
pcc_eng_03-048,50.27,23936,746150,51408,3,1381,1717,62348,3,6173,6839,7798,11,15,39,7528,16,24,101
pcc_eng_03-049,51.19,24602,766523,52922,3,1393,1720,63991,3,6315,6983,7948,11,15,39,7631,16,24,101
pcc_eng_03-050,52.32,24460,762326,53237,3,1383,1706,65110,3,6189,6856,8890,13,15,40,7309,17,24,102
pcc_eng_03-052,50.93,24466,762004,52286,3,1359,1683,63189,3,6260,6908,7773,8,14,36,7737,16,24,106
pcc_eng_03-051,52.44,25083,781570,54392,3,1352,1682,65821,3,6270,6980,8249,9,15,36,7790,17,24,101
pcc_eng_03-053,49.14,24019,747837,50548,3,1372,1689,61806,3,6293,6955,7652,9,15,36,7444,16,24,98
pcc_eng_03-057,50.45,24061,749322,51361,3,1329,1655,62603,3,6175,6798,8123,10,15,37,7536,17,24,99
pcc_eng_03-055,49.64,23868,743591,51462,3,1346,1680,62041,3,6204,6828,7783,9,15,37,7468,17,24,100
pcc_eng_03-054,51.23,24771,771635,52800,3,1363,1696,64127,3,6211,6885,7654,11,15,36,7782,16,24,100
pcc_eng_03-056,50.98,24429,760953,52231,3,1334,1660,63950,3,6232,6890,7653,10,15,42,7544,16,24,100
pcc_eng_03-059,49.01,23902,744408,51013,3,1343,1655,61068,3,6108,6744,7755,11,15,36,7427,16,24,98
pcc_eng_03-058,48.08,23395,727694,49168,3,1335,1662,60649,3,6029,6673,7373,9,15,34,7222,16,24,95
pcc_eng_03-060,50.89,24438,761212,52004,3,1377,1716,63539,3,6172,6836,8058,8,15,35,7654,16,24,98
pcc_eng_03-061,50.29,24198,753480,51968,3,1367,1719,62927,3,6130,6802,7943,9,15,35,7533,16,24,102
pcc_eng_03-064,52.74,25504,794660,54638,3,1377,1719,66251,3,6302,7007,8247,10,14,40,7895,15,24,101
pcc_eng_03-062,50.01,24235,755506,51482,3,1399,1738,62791,3,6256,6919,7660,9,15,36,7466,15,24,101
pcc_eng_03-063,50.82,24574,765973,52712,3,1352,1670,63288,3,6236,6896,7850,9,15,36,7665,17,24,98
pcc_eng_03-066,52.67,25181,785404,54031,3,1387,1703,65523,3,6388,7090,8216,12,15,38,7790,15,24,98
pcc_eng_03-067,48.61,23742,739457,50733,3,1359,1681,61484,3,6105,6738,7437,10,15,37,7267,16,24,97
pcc_eng_03-065,50.7,24294,756586,52021,3,1404,1722,63833,3,6365,7041,7815,10,15,34,7531,16,24,105
pcc_eng_03-068,48.04,23391,728013,49251,3,1312,1620,60184,3,6030,6671,7417,9,15,38,7165,17,24,100
pcc_eng_03-069,51.12,24659,768660,53010,3,1369,1708,63814,3,6239,6878,7961,11,15,36,7610,16,24,104
pcc_eng_03-070,48.2,23211,722691,49542,3,1378,1688,60424,3,6158,6819,7455,10,15,38,7233,16,24,98
pcc_eng_03-074,50.9,24696,769222,52485,3,1412,1741,63582,3,6407,7046,7724,9,15,37,7580,15,24,101
pcc_eng_03-072,49.7,24220,754546,51356,3,1291,1634,62759,3,6201,6838,7634,8,15,33,7546,16,24,97
pcc_eng_03-071,50.2,24350,758220,52351,3,1366,1698,62938,3,6268,6956,7971,11,14,31,7651,16,24,108
pcc_eng_03-073,48.63,23320,725242,49994,3,1327,1660,61085,3,6158,6811,7450,10,15,36,7320,16,24,103
pcc_eng_03-075,51.39,24902,775595,53064,3,1378,1728,64708,3,6358,7078,8019,11,15,39,7685,15,24,104
pcc_eng_03-076,51.76,25011,779027,53436,3,1382,1718,64752,3,6267,6953,8097,9,15,37,7740,16,24,102
pcc_eng_03-078,48.39,23538,732897,49908,3,1350,1695,60863,3,6129,6780,7429,8,15,38,7334,16,24,100
pcc_eng_03-077,49.26,23689,737128,50445,3,1342,1674,61631,3,6137,6813,7633,12,15,37,7343,16,24,104
pcc_eng_03-079,49.96,24204,753423,51521,3,1354,1708,62326,3,6246,6930,7704,11,15,39,7558,17,24,97
pcc_eng_03-080,50.07,24242,755224,51260,3,1362,1687,63121,3,6123,6772,7737,10,15,37,7567,16,24,92
pcc_eng_03-081,49.52,23942,745227,50817,3,1320,1661,61876,3,6075,6771,7835,11,15,38,7393,16,24,103
pcc_eng_03-084,49.22,23999,747377,50565,3,1343,1663,61406,3,6131,6815,7696,9,15,36,7238,16,24,99
pcc_eng_03-083,51.87,25178,784668,53474,3,1376,1700,65089,3,6199,6852,8097,9,15,33,7901,16,24,101
pcc_eng_03-082,50.62,24338,757683,52363,3,1359,1701,63289,3,6224,6854,7871,10,15,38,7564,16,24,102
pcc_eng_03-085,51.08,24569,765229,52967,3,1392,1715,64109,3,6163,6827,7833,9,15,38,7520,15,24,100
pcc_eng_03-086,52.22,24870,774487,54256,3,1386,1730,65068,3,6349,7040,8414,11,15,37,7985,16,24,100
pcc_eng_03-087,49.56,24075,749291,51187,3,1369,1716,62054,3,6136,6806,7693,9,15,39,7535,16,24,100
pcc_eng_03-088,50.29,24106,750389,51942,3,1332,1669,62802,3,6280,6947,7659,10,15,36,7365,16,24,99
pcc_eng_03-090,49.41,23812,741592,50843,3,1393,1741,62207,3,6291,6921,7666,12,15,42,7272,17,24,102
pcc_eng_03-089,48.49,23782,740419,50043,3,1330,1665,60896,3,6177,6802,7596,9,14,34,7152,17,24,101
pcc_eng_03-091,49.7,24092,750097,51259,3,1357,1686,62241,3,6148,6862,7567,11,15,41,7555,17,24,110
pcc_eng_03-092,49.43,23678,737503,50881,3,1349,1682,61233,3,6107,6716,7851,9,15,34,7556,16,24,104
pcc_eng_03-093,48.14,23361,726893,49594,3,1327,1657,59821,3,6123,6728,7365,9,15,37,7279,16,24,97
pcc_eng_03-095,50.84,24370,759093,52769,3,1383,1730,63560,3,6190,6879,8063,9,15,40,7444,16,24,109
pcc_eng_03-094,50.42,24205,753706,51548,3,1347,1675,62853,3,6287,6978,7639,9,15,36,7582,16,24,97
pcc_eng_03-096,49.97,24226,755009,51866,3,1320,1665,62336,3,6158,6833,7890,11,15,36,7465,15,24,105
pcc_eng_03-099,49.59,24014,747768,51174,3,1323,1665,61878,3,6168,6844,7725,10,15,35,7351,16,24,98
pcc_eng_03-097,51.37,24647,768043,52894,3,1465,1814,63805,3,6351,7051,8037,10,15,40,7775,15,24,103
pcc_eng_03-098,50.61,24405,760358,52388,3,1345,1665,63187,3,6211,6870,8024,10,15,36,7492,16,24,101
pcc_eng_03-101,51.4,24615,766931,52768,3,1371,1703,64237,3,6288,6936,7833,12,15,38,7746,16,24,102
pcc_eng_03-100,49.53,23902,744199,51095,3,1291,1597,61487,3,6057,6682,7827,8,15,34,7306,17,24,91
pcc_eng_03-102,49.64,23969,746418,50803,3,1372,1687,62139,3,6156,6815,7708,10,15,34,7393,16,24,94
pcc_eng_03-103,48.55,23311,725497,49775,3,1326,1666,60767,3,6137,6795,7419,8,15,34,7189,16,24,105
pcc_eng_03-105,54.43,25566,799321,55954,3,1473,1803,67662,3,6573,7223,8515,10,15,35,8287,17,24,106
pcc_eng_03-104,50.46,24436,761028,52329,3,1334,1648,63173,3,6198,6865,7931,8,15,33,7600,16,24,103
pcc_eng_03-106,49.73,24089,749789,51154,3,1290,1627,62086,3,6123,6769,7599,9,15,34,7469,17,24,108
pcc_eng_03-108,49.39,24055,748766,51479,3,1316,1659,62262,3,6186,6846,7788,10,15,34,7603,18,24,106
pcc_eng_03-107,47.89,23264,723726,49507,3,1344,1671,59831,3,6067,6705,7408,8,15,35,7164,16,24,97
pcc_eng_04-001,51.05,24667,767896,52561,3,1390,1730,64107,3,6222,6933,7907,9,15,39,7742,17,24,105
pcc_eng_04-002,50.96,24536,764468,52645,3,1400,1732,64045,3,6274,6939,7800,10,15,35,7487,16,24,103
pcc_eng_04-004,51.09,24724,769854,52880,3,1371,1707,63906,3,6140,6806,8008,11,15,39,7635,17,24,106
pcc_eng_04-003,49.72,24040,748534,50796,3,1373,1732,61684,3,6135,6801,7473,9,14,34,7537,16,24,103
pcc_eng_04-005,48.84,23940,745639,50376,3,1344,1672,61350,3,6073,6732,7557,10,15,34,7290,16,24,100
pcc_eng_04-006,49.2,23693,737681,50499,3,1334,1666,61547,3,6198,6889,7525,8,15,36,7435,15,24,99
pcc_eng_04-007,49.57,23968,746148,51203,3,1329,1657,61779,3,6084,6758,7473,12,15,36,7458,17,24,107
pcc_eng_04-008,49.54,24030,747852,51108,3,1383,1696,62372,3,6186,6827,7597,8,14,35,7379,15,24,100
pcc_eng_04-009,50.01,24100,750339,51893,3,1384,1701,62308,3,6196,6865,7909,9,15,36,7308,15,24,101
pcc_eng_04-010,48.53,23651,736375,49817,3,1348,1698,60587,3,6191,6911,7631,11,15,42,7253,16,24,105
pcc_eng_04-011,50.2,24509,763396,51794,3,1376,1704,63277,3,6371,7016,7650,11,15,37,7491,16,24,100
pcc_eng_04-013,50.31,24282,756891,51844,3,1399,1754,62765,3,6294,6918,7861,11,15,41,7329,16,24,96
pcc_eng_04-012,50.36,24108,750326,51327,3,1354,1690,62617,3,6196,6846,7706,10,15,34,7345,16,24,103
pcc_eng_04-014,49.47,24029,747999,50904,3,1357,1673,61954,3,6187,6865,7716,10,15,37,7411,16,24,99
pcc_eng_04-015,49.31,24077,749307,51029,3,1322,1641,62090,3,6139,6780,7551,10,15,39,7473,17,24,103
pcc_eng_04-016,49.76,24001,747360,50992,3,1330,1665,62388,3,6171,6860,7783,9,15,36,7516,16,24,94
pcc_eng_04-017,51.24,24678,768676,53166,3,1380,1729,64082,3,6281,6928,7939,9,15,43,7489,14,24,97
pcc_eng_04-018,50.84,24369,759006,52419,3,1401,1721,63871,3,6285,6967,7763,8,15,35,7617,16,24,100
pcc_eng_04-019,50.02,24246,755029,51887,3,1377,1688,62927,3,6190,6839,7776,10,15,38,7556,16,24,101
pcc_eng_04-022,51.51,25001,778871,53170,3,1388,1725,64537,3,6364,7015,7940,11,15,35,7785,16,24,101
pcc_eng_04-020,49.15,23782,740344,50445,3,1323,1661,61728,3,6065,6723,7546,11,15,39,7328,15,24,101
pcc_eng_04-021,49.92,23968,746465,50965,3,1352,1675,62360,3,6147,6830,7726,8,15,36,7582,16,24,106
pcc_eng_04-023,51.81,24965,778395,53647,3,1445,1777,64509,3,6314,6984,8036,10,15,35,7683,16,24,100
pcc_eng_04-024,49.22,23609,734676,50415,3,1348,1674,61742,3,6189,6841,7461,10,15,36,7361,16,24,97
pcc_eng_04-025,52.43,25154,784475,53232,3,1341,1665,65343,3,6212,6878,7905,12,15,37,8335,16,24,99
pcc_eng_04-026,51.69,24839,773965,52801,3,1424,1746,64391,3,6361,7019,7835,11,15,36,7691,16,24,103
pcc_eng_04-028,50.51,24240,754773,51691,3,1380,1714,63123,3,6180,6829,7791,10,15,35,7469,15,24,94
pcc_eng_04-030,51.39,24796,772617,52445,3,1516,1884,64266,3,6356,7024,7890,10,15,36,7700,16,24,106
pcc_eng_04-027,48.74,24010,748057,50929,3,1312,1631,60893,3,6087,6755,7670,10,15,38,7336,16,24,100
pcc_eng_04-029,49.9,24166,752600,51507,3,1375,1730,62991,3,6228,6917,7588,10,15,41,7357,16,24,102
pcc_eng_04-031,51.59,24646,767574,52895,3,1355,1668,64181,3,6158,6816,7858,11,15,33,7691,16,24,96
pcc_eng_04-033,50.75,24716,769889,52339,3,1354,1689,63495,3,6212,6861,7855,9,15,37,7354,16,24,105
pcc_eng_04-032,50.42,24182,753032,51854,3,1362,1679,62566,3,6117,6759,7857,12,15,39,7373,15,24,93
pcc_eng_04-034,50.46,24283,756612,51629,3,1316,1640,62754,3,6201,6853,7789,10,14,35,7504,15,24,97
pcc_eng_04-035,49.14,23691,737265,49990,3,1325,1640,61866,3,6140,6807,7437,9,15,41,7435,16,24,102
pcc_eng_04-036,51.4,24567,765366,52680,3,1374,1703,64061,3,6168,6815,8028,9,15,36,7648,17,24,97
pcc_eng_04-037,49.79,24019,748204,51533,3,1336,1655,62124,3,6067,6713,7569,10,15,37,7364,16,24,108
pcc_eng_04-038,48.51,23630,735538,50072,3,1346,1659,60973,3,6041,6729,7327,8,13,34,7202,17,24,96
pcc_eng_04-039,48.55,23368,727160,49378,3,1339,1658,60325,3,6066,6722,7545,12,15,36,7379,16,24,103
pcc_eng_04-040,50.34,24168,752485,51798,3,1323,1631,62427,3,6078,6706,7947,9,15,37,7404,16,24,101
pcc_eng_04-041,50.14,24001,747904,51021,3,1355,1680,62454,3,6181,6866,7706,11,15,35,7512,16,24,105
pcc_eng_04-043,51.79,24612,766436,52637,3,1382,1694,64004,3,6385,7032,8092,10,14,38,7531,16,24,103
pcc_eng_04-042,50.95,24786,771299,52373,3,1390,1739,63922,3,6311,7051,7976,8,15,35,7321,16,24,102
pcc_eng_04-044,51.28,24400,760123,52609,3,1386,1708,63999,3,6303,6985,7979,10,15,34,7503,16,24,96
pcc_eng_04-045,49.43,23900,744148,50749,3,1328,1664,61760,3,6104,6743,7549,11,15,36,7337,16,24,107
pcc_eng_04-046,48.56,23511,731888,50393,3,1315,1638,60348,3,6065,6723,7691,11,15,35,7270,16,24,102
pcc_eng_04-048,50.01,23820,741529,50612,3,1380,1698,62436,3,6297,6966,7786,10,15,37,7530,15,24,106
pcc_eng_04-047,48.98,23843,742765,50376,3,1341,1672,61650,3,6188,6840,7506,9,15,36,7227,15,24,107
pcc_eng_04-051,48.8,23545,733290,49970,3,1347,1666,61328,3,6182,6830,7313,10,15,36,7279,16,24,96
pcc_eng_04-050,51.01,24054,749229,51815,3,1392,1745,63230,3,6286,6984,7515,9,15,38,7558,15,24,100
pcc_eng_04-049,50.83,24449,760909,52122,3,1327,1642,63770,3,6206,6865,7843,11,15,37,7690,16,24,105
pcc_eng_04-052,51.25,24632,767361,52706,3,1418,1760,64204,3,6267,6927,7742,12,14,40,7599,16,24,107
pcc_eng_04-053,48.93,23958,745760,50827,3,1310,1633,61044,3,6051,6691,7735,10,15,41,7428,16,24,105
pcc_eng_04-055,48.27,23360,727025,49880,3,1347,1688,60246,3,6089,6785,7368,10,15,35,7329,15,24,100
pcc_eng_04-054,49.78,23972,746565,51073,3,1313,1645,61682,3,6074,6739,7797,9,15,35,7434,15,24,105
pcc_eng_04-056,50.34,24108,750723,51568,3,1357,1690,62433,3,6176,6848,7793,11,15,38,7458,16,24,99
pcc_eng_04-057,49.89,23924,744951,51214,3,1349,1668,62761,3,6205,6839,7492,12,15,38,7623,17,24,103
pcc_eng_04-058,51.14,24595,766510,52710,3,1336,1661,63353,3,6202,6853,7871,9,15,36,7595,17,24,99
pcc_eng_04-059,49.75,24079,749813,50811,3,1350,1686,62233,3,6215,6890,7567,10,15,40,7522,17,24,99
pcc_eng_04-060,50.45,24257,755578,52328,3,1385,1714,62690,3,6319,6976,8055,9,15,36,7520,17,24,105
pcc_eng_04-061,50.48,24487,762621,51741,3,1360,1700,63117,3,6260,6925,7764,10,15,36,7739,16,24,101
pcc_eng_04-062,48.83,23293,724956,50390,3,1356,1685,60257,3,6150,6789,7634,10,15,38,7210,16,24,104
pcc_eng_04-063,50.33,23967,746431,51537,3,1351,1665,62436,3,6169,6800,7702,9,15,35,7702,16,24,101
pcc_eng_04-066,50.93,24399,759614,52303,3,1404,1756,64098,3,6412,7085,8020,11,15,41,7678,16,24,106
pcc_eng_04-065,49.22,23759,739345,50636,3,1358,1675,61144,3,6162,6806,7628,10,15,35,7420,15,24,100
pcc_eng_04-064,49.22,23755,739245,51058,3,1350,1692,61878,3,6182,6873,7462,8,15,36,7287,16,24,100
pcc_eng_04-067,51.14,24635,768098,52325,3,1395,1729,63854,3,6235,6882,7971,10,15,39,7619,16,24,101
pcc_eng_04-069,50.32,24330,757705,51654,3,1357,1678,63042,3,6207,6889,7541,11,15,41,7552,16,24,104
pcc_eng_04-068,48.94,23802,740977,50495,3,1360,1655,60916,3,6134,6786,7642,10,15,36,7159,16,24,97
pcc_eng_04-072,50.53,24449,761725,51544,3,1371,1690,63088,3,6058,6679,7648,10,15,37,7690,16,24,100
pcc_eng_04-071,52.36,25112,782144,54043,3,1424,1754,65153,3,6256,6921,8073,11,14,36,7883,16,24,100
pcc_eng_04-070,52.72,25162,784062,54548,3,1407,1747,66160,3,6418,7074,8256,10,15,40,7831,16,24,110
pcc_eng_04-073,49.83,24035,748266,51503,3,1355,1675,62570,3,6163,6815,7639,8,15,35,7349,15,24,107
pcc_eng_04-075,48.69,23662,736631,50108,3,1379,1717,60712,3,6211,6880,7457,10,15,35,7294,16,24,100
pcc_eng_04-074,50.68,24431,761191,52214,3,1381,1682,63176,3,6195,6874,7929,11,15,34,7655,15,24,108
pcc_eng_04-076,51.02,24530,764710,52227,3,1388,1717,63451,3,6285,6960,8004,10,15,39,7632,16,24,103
pcc_eng_04-077,50.16,24289,756962,51130,3,1372,1699,63081,3,6263,6896,7778,10,15,37,7580,17,24,96
pcc_eng_04-078,50.5,24520,763956,52413,3,1385,1740,63312,3,6266,6915,7931,9,15,35,7587,16,24,105
pcc_eng_04-079,49.29,23712,738533,50791,3,1422,1760,61247,3,6184,6881,7763,9,15,36,7378,15,24,96
pcc_eng_04-080,51.08,24649,768018,52432,3,1341,1679,64028,3,6258,6908,7999,10,15,40,7620,15,24,99
pcc_eng_04-082,50.91,24490,762992,52074,3,1380,1709,62964,3,6209,6879,7923,11,15,40,7487,16,24,96
pcc_eng_04-081,50.58,24351,757950,51844,3,1380,1712,63064,3,6312,6983,7730,9,15,36,7557,16,24,103
pcc_eng_04-083,49.88,23978,746645,51233,3,1369,1708,62333,3,6327,7029,7651,10,15,37,7466,16,24,104
pcc_eng_04-084,51.17,24545,764459,52708,3,1339,1670,63135,3,6190,6855,7918,12,15,38,7531,16,24,101
pcc_eng_04-085,49.75,23907,743826,50875,3,1334,1652,61956,3,6119,6777,7751,11,15,36,7446,15,24,107
pcc_eng_04-086,49.77,24040,748893,51335,3,1333,1653,61808,3,6083,6724,7812,9,15,38,7320,14,24,98
pcc_eng_04-087,49.37,23773,739890,50457,3,1369,1712,61600,3,6266,6955,7558,9,15,39,7525,17,24,106
pcc_eng_04-089,50.13,24256,755040,51642,3,1310,1648,62519,3,6203,6908,7837,13,15,35,7395,16,24,104
pcc_eng_04-088,51.91,24736,770766,52826,3,1392,1726,64387,3,6375,7037,7972,9,15,36,7750,16,24,105
pcc_eng_04-091,49.97,24257,755279,51753,3,1329,1672,62245,3,6176,6814,7829,11,15,37,7694,16,24,98
pcc_eng_04-090,49.56,23660,736498,50507,3,1352,1680,61276,3,6186,6823,7577,11,15,40,7335,17,24,104
pcc_eng_04-092,51.36,24664,768529,52740,3,1382,1731,64199,3,6208,6892,8055,11,15,37,7675,16,24,99
pcc_eng_04-093,50.12,24447,761501,51995,3,1316,1635,62598,3,6131,6762,7586,10,15,37,7692,17,24,100
pcc_eng_04-094,50.39,24335,757844,52137,3,1373,1726,62878,3,6132,6849,7834,9,15,39,7620,17,24,107
pcc_eng_04-096,50.07,23959,745752,51516,3,1361,1694,62489,3,6223,6874,7713,10,15,39,7328,16,24,107
pcc_eng_04-095,51.72,24753,770893,53178,3,1404,1739,64893,3,6334,6989,7753,13,15,39,7443,16,24,109
pcc_eng_04-097,53.65,25578,797229,54912,3,1394,1753,67100,3,6496,7203,8410,12,15,37,8078,15,24,104
pcc_eng_04-099,48.76,23570,733534,49991,3,1340,1660,61004,3,6065,6757,7435,10,15,39,7244,16,24,104
pcc_eng_04-100,49.5,23894,743762,50489,3,1331,1656,61922,3,6051,6709,7526,10,15,39,7520,17,24,102
pcc_eng_04-098,50.81,24256,755480,51580,3,1359,1693,63879,3,6248,6881,7673,12,15,38,7518,16,24,96
pcc_eng_04-101,50.67,24396,759862,52645,3,1410,1751,63191,3,6389,7066,8027,11,14,39,7423,16,24,97
pcc_eng_04-102,51.77,24825,774070,53032,3,1359,1690,64353,3,6193,6848,7993,9,15,37,7692,16,24,97
pcc_eng_04-103,50.15,23989,746717,51432,3,1382,1723,62532,3,6183,6846,7596,11,15,40,7409,15,24,104
pcc_eng_04-106,50.48,24561,765003,52022,3,1299,1622,63314,3,6202,6813,7769,9,15,36,7653,16,24,96
pcc_eng_04-105,50.86,24580,765876,51867,3,1381,1718,63075,3,6166,6788,8075,13,15,38,7626,15,24,97
pcc_eng_04-104,51.58,24637,767352,53254,3,1377,1718,64013,3,6312,6979,8158,10,13,32,7775,16,24,99
pcc_eng_04-108,54.55,25443,817932,54486,3,1427,1770,67064,3,6394,7042,8229,10,15,37,8074,16,24,103
pcc_eng_04-107,51.51,25052,805446,53303,3,1364,1718,64533,3,6237,6947,7949,10,15,37,7686,16,24,101
pcc_eng_05-001,49.38,23847,742362,50773,3,1347,1689,61711,3,6095,6719,7671,11,15,39,7539,17,24,102
pcc_eng_05-002,52.31,25093,782068,54019,3,1376,1710,64916,3,6333,7043,7992,11,15,38,8002,16,24,100
pcc_eng_05-004,50.42,24241,754257,52308,3,1359,1685,63413,3,6182,6853,7990,10,15,39,7642,16,24,95
pcc_eng_05-003,48.6,23455,729760,49686,3,1347,1670,61411,3,6134,6809,7272,9,15,34,7105,16,24,101
pcc_eng_05-006,51.05,24966,778916,53242,3,1324,1644,63830,3,6133,6798,8082,9,15,35,7543,16,24,101
pcc_eng_05-005,49.56,24241,754562,51692,3,1323,1681,61822,3,6020,6720,7766,10,15,36,7647,16,24,107
pcc_eng_05-007,50.32,24242,754521,51680,3,1377,1693,62704,3,6284,6907,7666,12,15,40,7565,16,24,99
pcc_eng_05-009,50.02,24087,750195,51078,3,1324,1638,62626,3,6065,6687,7459,10,15,39,7636,15,24,97
pcc_eng_05-008,50.95,24508,763811,52506,3,1376,1711,63562,3,6156,6820,8061,10,15,36,7598,17,24,102
pcc_eng_05-010,50.49,24195,753189,51875,3,1389,1739,63115,3,6289,6944,7822,12,15,40,7641,16,24,109
pcc_eng_05-012,49.98,24358,758641,51586,3,1369,1702,62539,3,6120,6793,7659,10,15,40,7354,16,24,95
pcc_eng_05-011,50.4,24300,756990,52047,3,1381,1715,63109,3,6303,6949,7897,13,15,37,7366,16,24,100
pcc_eng_05-014,49.21,23860,742706,50992,3,1356,1699,62223,3,6269,6964,7671,9,15,38,7285,16,24,102
pcc_eng_05-013,48.53,23156,720451,49346,3,1374,1682,60458,3,6154,6824,7354,10,15,40,7169,16,24,104
pcc_eng_05-015,48.38,23548,732909,49829,3,1332,1662,60655,3,6031,6667,7466,10,15,39,7412,16,24,99
pcc_eng_05-016,50.53,24488,762785,52469,3,1369,1711,63469,3,6169,6835,7997,10,15,37,7580,16,24,102
pcc_eng_05-018,52.65,25435,793088,54573,3,1376,1714,65776,3,6331,6998,8028,11,15,36,7987,16,24,98
pcc_eng_05-017,50.26,24212,753788,51845,3,1298,1622,62978,3,6302,6967,7810,9,15,32,7600,16,24,97
pcc_eng_05-020,49.34,23753,739486,50791,3,1316,1644,61394,3,6049,6697,7703,11,15,38,7381,16,24,94
pcc_eng_05-019,50.64,24192,753218,51880,3,1364,1700,63576,3,6139,6813,7688,9,15,35,7883,16,24,96
pcc_eng_05-022,49.44,23957,746077,51523,3,1349,1701,62290,3,6152,6830,7769,11,14,40,7297,15,24,103
pcc_eng_05-021,49.76,24376,758706,51398,3,1401,1729,62462,3,6206,6878,7579,10,15,37,7485,17,24,101
pcc_eng_05-023,49.22,23605,734829,50490,3,1345,1691,61133,3,6233,6873,7661,10,15,39,7267,16,24,94
